type,table_identifier,country,ref_area,NUTS,accounting_entry,sto,activity,unit_measure,time_period,obs_value
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2000,4.081267
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2001,3.868107
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2002,3.866785
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2003,3.1182
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2004,4.344363
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2005,3.627555
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2006,5.96683
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2007,7.161783
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2008,3.156622
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2009,-7.063106
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2010,1.447062
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2011,0.578569
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2012,-2.282215
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2013,-0.697704
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2014,3.445862
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2015,2.154817
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2016,3.238571
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2017,5.136836
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2018,4.416122
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2019,3.473656
T,T1001,SI,SI,0,_Z,B1G,_T,PC,2020,-3.385663
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2000,4.081267
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2001,3.868107
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2002,3.866785
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2003,3.1182
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2004,4.344363
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2005,3.627555
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2006,5.96683
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2007,7.161783
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2008,3.156622
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2009,-7.063106
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2010,1.447062
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2011,0.578569
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2012,-2.282215
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2013,-0.697704
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2014,3.445862
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2015,2.154817
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2016,3.238571
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2017,5.136836
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2018,4.416122
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2019,3.473656
T,T1001,SI,SI0,1,_Z,B1G,_T,PC,2020,-3.385663
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2001,2.729461
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2002,4.162047
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2003,0.825403
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2004,4.69024
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2005,3.3778
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2006,5.369842
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2007,6.9299
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2008,3.399377
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2009,-8.351592
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2010,1.652934
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2011,0.965973
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2012,-2.811966
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2013,-1.074783
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2014,3.222004
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2015,1.795122
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2016,2.658342
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2017,4.814615
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2018,3.849392
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2019,3.929247
T,T1001,SI,SI03,2,_Z,B1G,_T,PC,2020,-3.578448
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2001,4.85565
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2002,3.615626
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2003,5.068871
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2004,4.062408
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2005,3.831496
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2006,6.452745
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2007,7.347748
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2008,2.962938
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2009,-6.036381
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2010,1.286196
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2011,0.276272
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2012,-1.863642
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2013,-0.400527
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2014,3.622869
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2015,2.43808
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2016,3.694
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2017,5.387296
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2018,4.852979
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2019,3.124997
T,T1001,SI,SI04,2,_Z,B1G,_T,PC,2020,-3.237601
T,T1001,SI,SI,0,B,B1G,_T,XDC,2000,16464.202497
T,T1001,SI,SI,0,B,B1G,_T,XDC,2001,18555.796618
T,T1001,SI,SI,0,B,B1G,_T,XDC,2002,20566.067526
T,T1001,SI,SI,0,B,B1G,_T,XDC,2003,22419.073199
T,T1001,SI,SI,0,B,B1G,_T,XDC,2004,24239.159582
T,T1001,SI,SI,0,B,B1G,_T,XDC,2005,25568.708285
T,T1001,SI,SI,0,B,B1G,_T,XDC,2006,27649.612104
T,T1001,SI,SI,0,B,B1G,_T,XDC,2007,30729.582288
T,T1001,SI,SI,0,B,B1G,_T,XDC,2008,33204.329092
T,T1001,SI,SI,0,B,B1G,_T,XDC,2009,31725.239891
T,T1001,SI,SI,0,B,B1G,_T,XDC,2010,31693.477465
T,T1001,SI,SI,0,B,B1G,_T,XDC,2011,32265.719526
T,T1001,SI,SI,0,B,B1G,_T,XDC,2012,31475.16157
T,T1001,SI,SI,0,B,B1G,_T,XDC,2013,31508.781915
T,T1001,SI,SI,0,B,B1G,_T,XDC,2014,32531.992419
T,T1001,SI,SI,0,B,B1G,_T,XDC,2015,33591.72703
T,T1001,SI,SI,0,B,B1G,_T,XDC,2016,35029.562981
T,T1001,SI,SI,0,B,B1G,_T,XDC,2017,37369.986855
T,T1001,SI,SI,0,B,B1G,_T,XDC,2018,39949.273377
T,T1001,SI,SI,0,B,B1G,_T,XDC,2019,42328.543963
T,T1001,SI,SI,0,B,B1G,_T,XDC,2020,41480.368045
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2000,914.742816
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2001,919.971691
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2002,934.481724
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2003,931.535328
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2004,934.366094
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2005,929.858033
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2006,944.472757
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2007,976.123108
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2008,1000.52843
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2009,984.065437
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2010,963.422604
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2011,947.248573
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2012,938.282167
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2013,927.710621
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2014,931.66951
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2015,943.861776
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2016,961.191127
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2017,989.161725
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2018,1020.836944
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2019,1045.93572
T,T1001,SI,SI,0,_Z,EMP,_T,PS,2020,1039.775527
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2000,1989.395125
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2001,1991.951
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2002,1995.031875
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2003,1996.2775
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2004,1997.270625
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2005,2000.81275
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2006,2007.847875
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2007,2018.864875
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2008,2021.972375
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2009,2041.6595
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2010,2048.820625
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2011,2052.839125
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2012,2056.767625
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2013,2059.54675
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2014,2061.800375
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2015,2063.298
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2016,2064.633125
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2017,2065.818625
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2018,2071.95575
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2019,2089.013875
T,T1001,SI,SI,0,_Z,POP,_Z,PS,2020,2102.80025
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2000,16464.202497
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2001,18555.796618
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2002,20566.067526
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2003,22419.073199
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2004,24239.159582
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2005,25568.708285
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2006,27649.612104
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2007,30729.582288
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2008,33204.329092
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2009,31725.239891
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2010,31693.477465
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2011,32265.719526
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2012,31475.16157
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2013,31508.781915
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2014,32531.992419
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2015,33591.72703
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2016,35029.562981
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2017,37369.986855
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2018,39949.273377
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2019,42328.543963
T,T1001,SI,SI0,1,B,B1G,_T,XDC,2020,41480.368045
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2000,914.742816
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2001,919.971691
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2002,934.481724
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2003,931.535328
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2004,934.366094
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2005,929.858033
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2006,944.472757
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2007,976.123108
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2008,1000.52843
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2009,984.065437
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2010,963.422604
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2011,947.248573
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2012,938.282167
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2013,927.710621
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2014,931.66951
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2015,943.861776
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2016,961.191127
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2017,989.161725
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2018,1020.836944
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2019,1045.93572
T,T1001,SI,SI0,1,_Z,EMP,_T,PS,2020,1039.775527
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2000,1989.395125
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2001,1991.951
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2002,1995.031875
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2003,1996.2775
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2004,1997.270625
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2005,2000.81275
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2006,2007.847875
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2007,2018.864875
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2008,2021.972375
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2009,2041.6595
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2010,2048.820625
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2011,2052.839125
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2012,2056.767625
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2013,2059.54675
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2014,2061.800375
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2015,2063.298
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2016,2064.633125
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2017,2065.818625
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2018,2071.95575
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2019,2089.013875
T,T1001,SI,SI0,1,_Z,POP,_Z,PS,2020,2102.80025
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2000,7647.066713
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2001,8529.056692
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2002,9453.974785
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2003,10068.251545
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2004,10895.769312
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2005,11473.049764
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2006,12305.550592
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2007,13637.232279
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2008,14725.093737
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2009,13915.954892
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2010,13891.307462
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2011,14241.488113
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2012,13872.593143
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2013,13913.091157
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2014,14332.365198
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2015,14771.915521
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2016,15320.050074
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2017,16267.006368
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2018,17318.810579
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2019,18387.319626
T,T1001,SI,SI03,2,B,B1G,_T,XDC,2020,18025.626001
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2000,481.53697
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2001,480.754069
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2002,479.282992
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2003,473.094932
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2004,469.963123
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2005,462.271074
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2006,466.802015
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2007,481.67686
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2008,492.705708
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2009,479.43995
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2010,467.062915
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2011,459.346714
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2012,452.129357
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2013,444.759765
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2014,443.588348
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2015,449.541541
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2016,453.837962
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2017,466.334736
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2018,481.60155
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2019,489.128889
T,T1001,SI,SI03,2,_Z,EMP,_T,PS,2020,485.773691
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2000,1093.641799
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2001,1094.054143
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2002,1094.722241
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2003,1094.050444
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2004,1093.14993
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2005,1093.512357
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2006,1095.165576
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2007,1099.310347
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2008,1093.25897
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2009,1098.586524
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2010,1098.982784
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2011,1098.874673
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2012,1098.792121
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2013,1096.822463
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2014,1094.032119
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2015,1092.752045
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2016,1091.777356
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2017,1090.446277
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2018,1092.084481
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2019,1097.595412
T,T1001,SI,SI03,2,_Z,POP,_Z,PS,2020,1103.572476
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2000,8817.135784
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2001,10026.739927
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2002,11112.092742
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2003,12350.821654
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2004,13343.39027
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2005,14095.658521
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2006,15344.061512
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2007,17092.350009
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2008,18479.235354
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2009,17809.284999
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2010,17802.170003
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2011,18024.231412
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2012,17602.568428
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2013,17595.690758
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2014,18199.627222
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2015,18819.811509
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2016,19709.512907
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2017,21102.980487
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2018,22630.462798
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2019,23941.224338
T,T1001,SI,SI04,2,B,B1G,_T,XDC,2020,23454.742044
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2000,433.205846
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2001,439.217622
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2002,455.198732
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2003,458.440396
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2004,464.402971
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2005,467.58696
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2006,477.670742
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2007,494.446248
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2008,507.822722
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2009,504.625488
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2010,496.359689
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2011,487.901859
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2012,486.15281
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2013,482.950856
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2014,488.081162
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2015,494.320235
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2016,507.353165
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2017,522.826989
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2018,539.235394
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2019,556.806831
T,T1001,SI,SI04,2,_Z,EMP,_T,PS,2020,554.001836
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2000,895.753326
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2001,897.896857
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2002,900.309634
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2003,902.227056
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2004,904.120695
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2005,907.300393
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2006,912.682299
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2007,919.554528
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2008,928.713405
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2009,943.072976
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2010,949.837841
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2011,953.964452
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2012,957.975504
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2013,962.724287
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2014,967.768256
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2015,970.545955
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2016,972.855769
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2017,975.372348
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2018,979.871269
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2019,991.418463
T,T1001,SI,SI04,2,_Z,POP,_Z,PS,2020,999.227774
T,T1002,SI,SI,0,D,P51G,A,XDC,2000,146.702453
T,T1002,SI,SI,0,D,P51G,A,XDC,2001,171.284782
T,T1002,SI,SI,0,D,P51G,A,XDC,2002,198.53215
T,T1002,SI,SI,0,D,P51G,A,XDC,2003,209.016739
T,T1002,SI,SI,0,D,P51G,A,XDC,2004,196.366652
T,T1002,SI,SI,0,D,P51G,A,XDC,2005,221.464235
T,T1002,SI,SI,0,D,P51G,A,XDC,2006,232.716941
T,T1002,SI,SI,0,D,P51G,A,XDC,2007,248.405434
T,T1002,SI,SI,0,D,P51G,A,XDC,2008,291.422557
T,T1002,SI,SI,0,D,P51G,A,XDC,2009,270.316709
T,T1002,SI,SI,0,D,P51G,A,XDC,2010,202.10623
T,T1002,SI,SI,0,D,P51G,A,XDC,2011,221.365289
T,T1002,SI,SI,0,D,P51G,A,XDC,2012,229.010389
T,T1002,SI,SI,0,D,P51G,A,XDC,2013,236.19358
T,T1002,SI,SI,0,D,P51G,A,XDC,2014,250.923678
T,T1002,SI,SI,0,D,P51G,A,XDC,2015,284.520193
T,T1002,SI,SI,0,D,P51G,A,XDC,2016,309.759121
T,T1002,SI,SI,0,D,P51G,A,XDC,2017,352.516771
T,T1002,SI,SI,0,D,P51G,A,XDC,2018,423.313086
T,T1002,SI,SI,0,D,P51G,A,XDC,2019,434.126488
T,T1002,SI,SI,0,D,P51G,A,XDC,2020,361.49041
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2000,1425.265897
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2001,1661.493792
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2002,1622.561342
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2003,1963.762443
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2004,2127.011516
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2005,2208.109677
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2006,2398.568737
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2007,2530.221032
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2008,2679.93592
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2009,2138.6917
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2010,1976.192493
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2011,2248.026363
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2012,2185.954935
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2013,2637.714647
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2014,2290.02054
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2015,2101.532888
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2016,2199.790021
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2017,2509.321466
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2018,2795.800874
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2019,2931.123753
T,T1002,SI,SI,0,D,P51G,BTE,XDC,2020,2615.032454
T,T1002,SI,SI,0,D,P51G,C,XDC,2000,1076.210355
T,T1002,SI,SI,0,D,P51G,C,XDC,2001,1323.293979
T,T1002,SI,SI,0,D,P51G,C,XDC,2002,1249.805178
