type,table_identifier,country,ref_area,NUTS,accounting_entry,sto,activity,unit_measure,time_period,obs_value
T,T1200,AL,AL015,3,B,B1G,L,XDC,2009,3749.95
T,T1200,AL,AL015,3,B,B1G,L,XDC,2010,3882.34
T,T1200,AL,AL015,3,B,B1G,L,XDC,2011,4079.84
T,T1200,AL,AL015,3,B,B1G,L,XDC,2012,4086.09
T,T1200,AL,AL015,3,B,B1G,L,XDC,2013,4431.03
T,T1200,AL,AL015,3,B,B1G,L,XDC,2014,4372.15
T,T1200,AL,AL015,3,B,B1G,L,XDC,2015,4371.03
T,T1200,AL,AL015,3,B,B1G,L,XDC,2016,4392.31
T,T1200,AL,AL015,3,B,B1G,L,XDC,2017,4451.95
T,T1200,AL,AL015,3,B,B1G,L,XDC,2018,4477.61
T,T1200,AL,AL015,3,B,B1G,L,XDC,2019,4819.9
T,T1200,AL,AL015,3,B,B1G,L,XDC,2020,5260.53
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2008,841.54
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2009,946.63
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2010,1616.33
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2011,2669.66
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2012,1327.79
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2013,967.52
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2014,1961.24
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2015,2413.99
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2016,2379.88
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2017,2453.79
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2018,2604.37
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2019,2685.02
T,T1200,AL,AL015,3,B,B1G,M_N,XDC,2020,2517.29
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2008,6716.65
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2009,7847.91
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2010,8726.41
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2011,9047.89
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2012,8837.8
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2013,9085.13
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2014,8502.49
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2015,8970.32
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2016,9208.46
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2017,10165.15
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2018,10848.75
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2019,11623.29
T,T1200,AL,AL015,3,B,B1G,OTQ,XDC,2020,11320.48
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2008,7966.74
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2009,9378.38
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2010,10147.81
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2011,10440.44
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2012,10211.8
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2013,10370.22
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2014,9732.53
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2015,10336.46
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2016,10605.85
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2017,11475.8
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2018,12560.1
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2019,13245.96
T,T1200,AL,AL015,3,B,B1G,OTU,XDC,2020,13597.71
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2008,1250.09
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2009,1530.47
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2010,1421.39
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2011,1392.55
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2012,1374
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2013,1285.09
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2014,1230.04
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2015,1366.13
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2016,1397.38
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2017,1310.65
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2018,1711.35
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2019,1622.68
T,T1200,AL,AL015,3,B,B1G,RTU,XDC,2020,2277.23
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2008,52746.54
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2009,56836.94
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2010,64396.41
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2011,68508.93
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2012,66855.26
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2013,65387.06
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2014,64215.34
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2015,67947.18
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2016,70109.67
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2017,69877.84
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2018,73136.11
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2019,75193.03
T,T1200,AL,AL015,3,B,B1G,_T,XDC,2020,72454.31
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2008,233.84
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2009,230.577
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2010,227.345
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2011,224.085
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2012,221.087
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2013,218.007
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2014,214.819
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2015,211.655
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2016,209.048
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2017,206.457
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2018,203.944
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2019,201.452
T,T1200,AL,AL015,3,_Z,POP,_Z,PS,2020,198.593
T,T1200,AL,AL02,2,B,B1G,A,XDC,2008,35166.74
T,T1200,AL,AL02,2,B,B1G,A,XDC,2009,37143.71
T,T1200,AL,AL02,2,B,B1G,A,XDC,2010,45313.67
T,T1200,AL,AL02,2,B,B1G,A,XDC,2011,50207.09
T,T1200,AL,AL02,2,B,B1G,A,XDC,2012,53712.28
T,T1200,AL,AL02,2,B,B1G,A,XDC,2013,57227.4
T,T1200,AL,AL02,2,B,B1G,A,XDC,2014,57853.63
T,T1200,AL,AL02,2,B,B1G,A,XDC,2015,58730.15
T,T1200,AL,AL02,2,B,B1G,A,XDC,2016,59648.59
T,T1200,AL,AL02,2,B,B1G,A,XDC,2017,59326.37
T,T1200,AL,AL02,2,B,B1G,A,XDC,2018,61297.9
T,T1200,AL,AL02,2,B,B1G,A,XDC,2019,62871.04
T,T1200,AL,AL02,2,B,B1G,A,XDC,2020,63687.98
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2008,37597.34
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2009,42632.06
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2010,61012.8
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2011,59508
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2012,55770.76
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2013,61370.84
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2014,63189.08
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2015,73067.41
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2016,74285.16
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2017,75975.16
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2018,88761.4
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2019,87566.01
T,T1200,AL,AL02,2,B,B1G,BTE,XDC,2020,82911.07
T,T1200,AL,AL02,2,B,B1G,C,XDC,2008,27088.75
T,T1200,AL,AL02,2,B,B1G,C,XDC,2009,30566.41
T,T1200,AL,AL02,2,B,B1G,C,XDC,2010,35087.46
T,T1200,AL,AL02,2,B,B1G,C,XDC,2011,37965.45
T,T1200,AL,AL02,2,B,B1G,C,XDC,2012,33439.29
T,T1200,AL,AL02,2,B,B1G,C,XDC,2013,36355.22
T,T1200,AL,AL02,2,B,B1G,C,XDC,2014,36962.68
T,T1200,AL,AL02,2,B,B1G,C,XDC,2015,41240.25
T,T1200,AL,AL02,2,B,B1G,C,XDC,2016,41727.94
T,T1200,AL,AL02,2,B,B1G,C,XDC,2017,49517.03
T,T1200,AL,AL02,2,B,B1G,C,XDC,2018,50908.45
T,T1200,AL,AL02,2,B,B1G,C,XDC,2019,51467.24
T,T1200,AL,AL02,2,B,B1G,C,XDC,2020,51587.07
T,T1200,AL,AL02,2,B,B1G,F,XDC,2008,103138.95
T,T1200,AL,AL02,2,B,B1G,F,XDC,2009,103206.59
T,T1200,AL,AL02,2,B,B1G,F,XDC,2010,94581.14
T,T1200,AL,AL02,2,B,B1G,F,XDC,2011,84531.61
T,T1200,AL,AL02,2,B,B1G,F,XDC,2012,75606.74
T,T1200,AL,AL02,2,B,B1G,F,XDC,2013,68576.38
T,T1200,AL,AL02,2,B,B1G,F,XDC,2014,65637.2
T,T1200,AL,AL02,2,B,B1G,F,XDC,2015,71186.68
T,T1200,AL,AL02,2,B,B1G,F,XDC,2016,68755.01
T,T1200,AL,AL02,2,B,B1G,F,XDC,2017,79594.36
T,T1200,AL,AL02,2,B,B1G,F,XDC,2018,87006.85
T,T1200,AL,AL02,2,B,B1G,F,XDC,2019,83911.56
T,T1200,AL,AL02,2,B,B1G,F,XDC,2020,86314.29
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2008,99435.31
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2009,105737.3
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2010,120878.11
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2011,114738.47
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2012,111543.05
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2013,112085.74
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2014,118784.91
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2015,121463.54
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2016,123556.27
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2017,142020.47
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2018,151516.33
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2019,159886.17
T,T1200,AL,AL02,2,B,B1G,GTI,XDC,2020,153063.87
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2008,130619.05
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2009,137355.65
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2010,146351.84
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2011,149167.97
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2012,144633.06
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2013,141404.54
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2014,145845.93
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2015,150366.3
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2016,156982.57
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2017,176868.81
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2018,187088.06
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2019,198241.95
T,T1200,AL,AL02,2,B,B1G,GTJ,XDC,2020,190285.63
T,T1200,AL,AL02,2,B,B1G,J,XDC,2008,31183.76
T,T1200,AL,AL02,2,B,B1G,J,XDC,2009,31618.35
T,T1200,AL,AL02,2,B,B1G,J,XDC,2010,25473.73
T,T1200,AL,AL02,2,B,B1G,J,XDC,2011,34429.5
T,T1200,AL,AL02,2,B,B1G,J,XDC,2012,33090.01
T,T1200,AL,AL02,2,B,B1G,J,XDC,2013,29318.8
T,T1200,AL,AL02,2,B,B1G,J,XDC,2014,27061.01
T,T1200,AL,AL02,2,B,B1G,J,XDC,2015,28902.75
T,T1200,AL,AL02,2,B,B1G,J,XDC,2016,33426.3
T,T1200,AL,AL02,2,B,B1G,J,XDC,2017,34848.34
T,T1200,AL,AL02,2,B,B1G,J,XDC,2018,35571.73
T,T1200,AL,AL02,2,B,B1G,J,XDC,2019,38355.77
T,T1200,AL,AL02,2,B,B1G,J,XDC,2020,37221.75
T,T1200,AL,AL02,2,B,B1G,K,XDC,2008,20257.06
T,T1200,AL,AL02,2,B,B1G,K,XDC,2009,18123.22
T,T1200,AL,AL02,2,B,B1G,K,XDC,2010,20114.11
T,T1200,AL,AL02,2,B,B1G,K,XDC,2011,22693.2
T,T1200,AL,AL02,2,B,B1G,K,XDC,2012,19437.23
T,T1200,AL,AL02,2,B,B1G,K,XDC,2013,18157.07
T,T1200,AL,AL02,2,B,B1G,K,XDC,2014,21028.35
T,T1200,AL,AL02,2,B,B1G,K,XDC,2015,23310.16
T,T1200,AL,AL02,2,B,B1G,K,XDC,2016,21396.72
T,T1200,AL,AL02,2,B,B1G,K,XDC,2017,18387.5
T,T1200,AL,AL02,2,B,B1G,K,XDC,2018,17915.95
T,T1200,AL,AL02,2,B,B1G,K,XDC,2019,17894.15
T,T1200,AL,AL02,2,B,B1G,K,XDC,2020,16264.8
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2008,80518.02
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2009,83188.6
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2010,85302.32
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2011,86890.76
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2012,96773.19
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2013,104888.19
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2014,118550.32
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2015,129358.77
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2016,133070.87
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2017,141346.3
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2018,147619.31
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2019,155875.24
T,T1200,AL,AL02,2,B,B1G,KTN,XDC,2020,151222.55
T,T1200,AL,AL02,2,B,B1G,L,XDC,2008,39598.84
T,T1200,AL,AL02,2,B,B1G,L,XDC,2009,41034.72
T,T1200,AL,AL02,2,B,B1G,L,XDC,2010,41174.53
T,T1200,AL,AL02,2,B,B1G,L,XDC,2011,41943.27
T,T1200,AL,AL02,2,B,B1G,L,XDC,2012,42539.17
T,T1200,AL,AL02,2,B,B1G,L,XDC,2013,45278.18
T,T1200,AL,AL02,2,B,B1G,L,XDC,2014,45586.07
T,T1200,AL,AL02,2,B,B1G,L,XDC,2015,45554.69
T,T1200,AL,AL02,2,B,B1G,L,XDC,2016,45717.66
T,T1200,AL,AL02,2,B,B1G,L,XDC,2017,46409.72
T,T1200,AL,AL02,2,B,B1G,L,XDC,2018,47326.71
T,T1200,AL,AL02,2,B,B1G,L,XDC,2019,50333.2
T,T1200,AL,AL02,2,B,B1G,L,XDC,2020,54572.54
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2008,20662.12
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2009,24030.68
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2010,24013.67
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2011,22254.29
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2012,34796.8
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2013,41452.95
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2014,51935.89
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2015,60493.92
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2016,65956.49
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2017,76549.08
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2018,82376.66
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2019,87647.88
T,T1200,AL,AL02,2,B,B1G,M_N,XDC,2020,80385.21
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2008,47550.24
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2009,54950.3
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2010,58692.76
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2011,64535.36
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2012,74435.69
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2013,77237.25
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2014,81817.21
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2015,88173.35
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2016,88537.74
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2017,99274.27
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2018,103326.98
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2019,112798.95
T,T1200,AL,AL02,2,B,B1G,OTQ,XDC,2020,117382.49
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2008,60858
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2009,71105.52
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2010,71779.97
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2011,81683.61
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2012,90849.06
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2013,94987.99
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2014,102965.62
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2015,110952.65
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2016,115618
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2017,127791.62
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2018,134354.23
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2019,141568.61
T,T1200,AL,AL02,2,B,B1G,OTU,XDC,2020,143360.1
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2008,13307.77
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2009,16155.22
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2010,13087.22
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2011,17148.24
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2012,16413.36
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2013,17750.73
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2014,21148.41
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2015,22779.3
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2016,27080.27
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2017,28517.36
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2018,31027.25
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2019,28769.67
T,T1200,AL,AL02,2,B,B1G,RTU,XDC,2020,25977.61
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2008,447898.11
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2009,474632.14
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2010,504341.74
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2011,511989.03
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2012,517345.09
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2013,528455.335997
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2014,554041.77
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2015,593661.95
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2016,608360.2
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2017,660902.61
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2018,706127.75
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2019,730034.41
T,T1200,AL,AL02,2,B,B1G,_T,XDC,2020,717781.61
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2008,1041.094
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2009,1051.294
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2010,1063.664
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2011,1077.133
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2012,1090.502
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2013,1104.305
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2014,1118.026
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2015,1127.75
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2016,1138.403
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2017,1154.343
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2018,1166.332
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2019,1173.187
T,T1200,AL,AL02,2,_Z,POP,_Z,PS,2020,1177.333
T,T1200,AL,AL021,3,B,B1G,A,XDC,2008,19528.21
T,T1200,AL,AL021,3,B,B1G,A,XDC,2009,20625.85
T,T1200,AL,AL021,3,B,B1G,A,XDC,2010,26171.32
T,T1200,AL,AL021,3,B,B1G,A,XDC,2011,29866.2
T,T1200,AL,AL021,3,B,B1G,A,XDC,2012,32714.08
T,T1200,AL,AL021,3,B,B1G,A,XDC,2013,35069.12
T,T1200,AL,AL021,3,B,B1G,A,XDC,2014,35624.87
T,T1200,AL,AL021,3,B,B1G,A,XDC,2015,35240.89
T,T1200,AL,AL021,3,B,B1G,A,XDC,2016,37542.64
T,T1200,AL,AL021,3,B,B1G,A,XDC,2017,36172.63
T,T1200,AL,AL021,3,B,B1G,A,XDC,2018,37629.04
T,T1200,AL,AL021,3,B,B1G,A,XDC,2019,38748.59
T,T1200,AL,AL021,3,B,B1G,A,XDC,2020,39223.1
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2008,9434.76
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2009,10272.92
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2010,13953.48
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2011,14663.75
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2012,9433.62
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2013,10991.68
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2014,11303
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2015,13729.47
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2016,13179.26
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2017,14549.64
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2018,15599.74
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2019,14270.81
T,T1200,AL,AL021,3,B,B1G,BTE,XDC,2020,15960.99
T,T1200,AL,AL021,3,B,B1G,C,XDC,2008,7305.45
T,T1200,AL,AL021,3,B,B1G,C,XDC,2009,7830.98
T,T1200,AL,AL021,3,B,B1G,C,XDC,2010,9388.27
T,T1200,AL,AL021,3,B,B1G,C,XDC,2011,10403.13
T,T1200,AL,AL021,3,B,B1G,C,XDC,2012,6828.67
T,T1200,AL,AL021,3,B,B1G,C,XDC,2013,8324.25
T,T1200,AL,AL021,3,B,B1G,C,XDC,2014,8021.52
T,T1200,AL,AL021,3,B,B1G,C,XDC,2015,8448.37
T,T1200,AL,AL021,3,B,B1G,C,XDC,2016,7719.49
T,T1200,AL,AL021,3,B,B1G,C,XDC,2017,10856.36
T,T1200,AL,AL021,3,B,B1G,C,XDC,2018,9981.66
T,T1200,AL,AL021,3,B,B1G,C,XDC,2019,9383.79
T,T1200,AL,AL021,3,B,B1G,C,XDC,2020,11516.79
T,T1200,AL,AL021,3,B,B1G,F,XDC,2008,7748.43
T,T1200,AL,AL021,3,B,B1G,F,XDC,2009,7757.39
T,T1200,AL,AL021,3,B,B1G,F,XDC,2010,7071.81
T,T1200,AL,AL021,3,B,B1G,F,XDC,2011,4580.27
T,T1200,AL,AL021,3,B,B1G,F,XDC,2012,7817.36
T,T1200,AL,AL021,3,B,B1G,F,XDC,2013,8487.91
T,T1200,AL,AL021,3,B,B1G,F,XDC,2014,6277.55
T,T1200,AL,AL021,3,B,B1G,F,XDC,2015,5204.46
T,T1200,AL,AL021,3,B,B1G,F,XDC,2016,6235.11
T,T1200,AL,AL021,3,B,B1G,F,XDC,2017,5742.03
T,T1200,AL,AL021,3,B,B1G,F,XDC,2018,5190.95
T,T1200,AL,AL021,3,B,B1G,F,XDC,2019,5448.03
T,T1200,AL,AL021,3,B,B1G,F,XDC,2020,6419.96
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2008,12888.89
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2009,13701.74
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2010,18735.16
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2011,15013.87
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2012,13531.05
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2013,13234.23
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2014,14546.37
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2015,12395.12
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2016,11674.73
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2017,12066.04
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2018,13104.35
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2019,12833.28
T,T1200,AL,AL021,3,B,B1G,GTI,XDC,2020,11367.54
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2008,15609.97
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2009,16459.55
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2010,21056.84
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2011,15823.41
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2012,14272.84
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2013,14019.52
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2014,15997.17
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2015,14243.38
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2016,13454.99
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2017,13701.81
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2018,14652.71
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2019,14210.3
T,T1200,AL,AL021,3,B,B1G,GTJ,XDC,2020,12859.47
T,T1200,AL,AL021,3,B,B1G,J,XDC,2008,2721.09
T,T1200,AL,AL021,3,B,B1G,J,XDC,2009,2757.81
T,T1200,AL,AL021,3,B,B1G,J,XDC,2010,2321.69
T,T1200,AL,AL021,3,B,B1G,J,XDC,2011,809.54
T,T1200,AL,AL021,3,B,B1G,J,XDC,2012,741.79
T,T1200,AL,AL021,3,B,B1G,J,XDC,2013,785.29
T,T1200,AL,AL021,3,B,B1G,J,XDC,2014,1450.8
T,T1200,AL,AL021,3,B,B1G,J,XDC,2015,1848.26
