time_period,ref_area,sto,activity,unit_measure,obs_value
2011,CH,EMP,L,HW,409503.35805
2011,CH,EMP,L,PS,48.140826
2011,CH,EMP,M_N,PS,633.713801
2011,CH,EMP,OTQ,HW,1455117.005868
2011,CH,EMP,OTQ,PS,1016.048881
2011,CH,EMP,RTU,HW,345275.067583
2011,CH,EMP,RTU,PS,262.92477
2011,CH,EMP,_T,HW,7394332.499785
2011,CH,EMP,_T,PS,4597.581183
2011,CH,P51G,_T,XDC,157942.522098
2011,CH,POP,_Z,PS,7912.398
2011,CH,SAL,_T,HW,6542802.877246
2011,CH,SAL,_T,PS,4116.026083
2011,CH,SELF,_T,HW,851529.622539
2011,CH,SELF,_T,PS,481.5551
2011,CY,B1G,A,XDC,426.019
2011,CY,B1G,BTE,XDC,1295.48
2011,CY,B1G,C,XDC,911.466
2011,CY,B1G,F,XDC,1231.713
2011,CY,B1G,GTI,XDC,4316.437
2011,CY,B1G,J,XDC,639.776
2011,CY,B1G,K,XDC,1683.812
2011,CY,B1G,L,XDC,1751.53
2011,CY,B1G,M_N,XDC,1626.366
2011,CY,B1G,OTQ,XDC,3752.179
2011,CY,B1G,RTU,XDC,870.77
2011,CY,B1G,_T,PC,0.401442373024511
2011,CY,B1G,_T,XDC,17594.082
2011,CY,D1,A,XDC,93.366
2011,CY,D1,BTE,XDC,920.802
2011,CY,D1,C,XDC,717.154
2011,CY,D1,F,XDC,712.175
2011,CY,D1,GTI,XDC,2294.453
2011,CY,D1,J,XDC,347.995
2011,CY,D1,K,XDC,1062.017
2011,CY,D1,L,XDC,20.756
2011,CY,D1,M_N,XDC,674.116
2011,CY,D1,OTQ,XDC,2946.36
2011,CY,D1,RTU,XDC,445.326
2011,CY,D1,_T,XDC,9517.367
2011,CY,D21X31,_Z,XDC,2208.951
2011,CY,EMP,A,HW,51007.487
2011,CY,EMP,A,PS,17.192
2011,CY,EMP,BTE,HW,75010.917
2011,CY,EMP,BTE,PS,41.175
2011,CY,EMP,C,HW,65383.1
2011,CY,EMP,C,PS,35.656
2011,CY,EMP,F,HW,73094.132
2011,CY,EMP,F,PS,39.941
2011,CY,EMP,GTI,HW,235546.517
2011,CY,EMP,GTI,PS,125.601
2011,CY,EMP,J,HW,18024.405
2011,CY,EMP,J,PS,10.158
2011,CY,EMP,K,HW,32218.686
2011,CY,EMP,K,PS,19.569
2011,CY,EMP,L,HW,3477.836
2011,CY,EMP,L,PS,1.898
2011,CY,EMP,M_N,HW,53716.669
2011,CY,EMP,M_N,PS,30.05
2011,CY,EMP,OTQ,HW,125548.629
2011,CY,EMP,OTQ,PS,80.437
2011,CY,EMP,RTU,HW,84675.935
2011,CY,EMP,RTU,PS,41.243
2011,CY,EMP,_T,HW,752321.213
2011,CY,EMP,_T,PS,407.264
2011,CY,P51G,A,XDC,26.839
2011,CY,P51G,BTE,XDC,723.805
2011,CY,P51G,C,XDC,134.605
2011,CY,P51G,F,XDC,46.582
2011,CY,P51G,GTI,XDC,488.703
2011,CY,P51G,J,XDC,122.639
2011,CY,P51G,K,XDC,90.446
2011,CY,P51G,L,XDC,1232.7
2011,CY,P51G,M_N,XDC,98.684
2011,CY,P51G,OTQ,XDC,811.818
2011,CY,P51G,RTU,XDC,127.55
2011,CY,P51G,_T,XDC,3769.8
2011,CY,POP,_Z,PS,850.881
2011,CY,SAL,A,HW,13355.457
2011,CY,SAL,A,PS,6.398
2011,CY,SAL,BTE,HW,66926.805
2011,CY,SAL,BTE,PS,37.655
2011,CY,SAL,C,HW,57507.117
2011,CY,SAL,C,PS,32.231
2011,CY,SAL,F,HW,60158.814
2011,CY,SAL,F,PS,33.147
2011,CY,SAL,GTI,HW,202553.504
2011,CY,SAL,GTI,PS,111.742
2011,CY,SAL,J,HW,16871.349
2011,CY,SAL,J,PS,9.638
2011,CY,SAL,K,HW,30293.096
2011,CY,SAL,K,PS,18.712
2011,CY,SAL,L,HW,2615.179
2011,CY,SAL,L,PS,1.502
2011,CY,SAL,M_N,HW,47025.693
2011,CY,SAL,M_N,PS,26.965
2011,CY,SAL,OTQ,HW,116888.084
2011,CY,SAL,OTQ,PS,76.216
2011,CY,SAL,RTU,HW,75848.952
2011,CY,SAL,RTU,PS,36.54
2011,CY,SAL,_T,HW,632536.933
2011,CY,SAL,_T,PS,358.515
2011,CY,SELF,A,HW,37652.03
2011,CY,SELF,A,PS,10.794
2011,CY,SELF,BTE,HW,8084.112
2011,CY,SELF,BTE,PS,3.52
2011,CY,SELF,C,HW,7875.983
2011,CY,SELF,C,PS,3.425
2011,CY,SELF,F,HW,12935.318
2011,CY,SELF,F,PS,6.794
2011,CY,SELF,GTI,HW,32993.013
2011,CY,SELF,GTI,PS,13.859
2011,CY,SELF,J,HW,1153.056
2011,CY,SELF,J,PS,0.52
2011,CY,SELF,K,HW,1925.59
2011,CY,SELF,K,PS,0.857
2011,CY,SELF,L,HW,862.657
2011,CY,SELF,L,PS,0.396
2011,CY,SELF,M_N,HW,6690.976
2011,CY,SELF,M_N,PS,3.085
2011,CY,SELF,OTQ,HW,8660.545
2011,CY,SELF,OTQ,PS,4.221
2011,CY,SELF,RTU,HW,8826.983
2011,CY,SELF,RTU,PS,4.703
2011,CY,SELF,_T,HW,119784.28
2011,CY,SELF,_T,PS,48.749
2011,CZ,B1G,A,XDC,80536
2011,CZ,B1G,BTE,XDC,1130986
2011,CZ,B1G,C,XDC,898056
2011,CZ,B1G,F,XDC,236009
2011,CZ,B1G,GTI,XDC,672752
2011,CZ,B1G,J,XDC,189939
2011,CZ,B1G,K,XDC,166317
2011,CZ,B1G,L,XDC,329417
2011,CZ,B1G,M_N,XDC,239112
2011,CZ,B1G,OTQ,XDC,532798
2011,CZ,B1G,RTU,XDC,91037
2011,CZ,B1G,_T,PC,1.75623096382739
2011,CZ,B1G,_T,XDC,3668903
2011,CZ,D1,A,XDC,35886
2011,CZ,D1,BTE,XDC,509351
2011,CZ,D1,C,XDC,446898
2011,CZ,D1,F,XDC,104392
2011,CZ,D1,GTI,XDC,349905
2011,CZ,D1,J,XDC,75793
2011,CZ,D1,K,XDC,56600
2011,CZ,D1,L,XDC,19234
2011,CZ,D1,M_N,XDC,128684
2011,CZ,D1,OTQ,XDC,361145
2011,CZ,D1,RTU,XDC,36363
2011,CZ,D1,_T,XDC,1677353
2011,CZ,D21X31,_Z,XDC,393420
2011,CZ,EMP,A,HW,327808
2011,CZ,EMP,A,PS,165.332
2011,CZ,EMP,BTE,HW,2492055
2011,CZ,EMP,BTE,PS,1434.882
2011,CZ,EMP,C,HW,2273899
2011,CZ,EMP,C,PS,1307.171
2011,CZ,EMP,F,HW,868891
2011,CZ,EMP,F,PS,436.918
2011,CZ,EMP,GTI,HW,2301963
2011,CZ,EMP,GTI,PS,1217.983
2011,CZ,EMP,J,HW,228915
2011,CZ,EMP,J,PS,126.756
2011,CZ,EMP,K,HW,157466
2011,CZ,EMP,K,PS,89.94
2011,CZ,EMP,L,HW,176495
2011,CZ,EMP,L,PS,89.296
2011,CZ,EMP,M_N,HW,710556
2011,CZ,EMP,M_N,PS,405.92
2011,CZ,EMP,OTQ,HW,1527885
2011,CZ,EMP,OTQ,PS,900.201
2011,CZ,EMP,RTU,HW,313759
2011,CZ,EMP,RTU,PS,176.21
2011,CZ,EMP,_T,HW,9105793
2011,CZ,EMP,_T,PS,5043.438
2011,CZ,P51G,A,XDC,28967
2011,CZ,P51G,BTE,XDC,330774
2011,CZ,P51G,C,XDC,217494
2011,CZ,P51G,F,XDC,33243
2011,CZ,P51G,GTI,XDC,180366
2011,CZ,P51G,J,XDC,52066
2011,CZ,P51G,K,XDC,28154
2011,CZ,P51G,L,XDC,222193
2011,CZ,P51G,M_N,XDC,61147
2011,CZ,P51G,OTQ,XDC,131304
2011,CZ,P51G,RTU,XDC,18655
2011,CZ,P51G,_T,XDC,1086869
2011,CZ,POP,_Z,PS,10496.672
2011,CZ,SAL,A,HW,210555
2011,CZ,SAL,A,PS,116.985
2011,CZ,SAL,BTE,HW,2206934
2011,CZ,SAL,BTE,PS,1302.259
2011,CZ,SAL,C,HW,1999294
2011,CZ,SAL,C,PS,1179.71
2011,CZ,SAL,F,HW,524244
2011,CZ,SAL,F,PS,283.666
2011,CZ,SAL,GTI,HW,1784751
2011,CZ,SAL,GTI,PS,986.623
2011,CZ,SAL,J,HW,194908
2011,CZ,SAL,J,PS,109.503
2011,CZ,SAL,K,HW,130957
2011,CZ,SAL,K,PS,75.231
2011,CZ,SAL,L,HW,99651
2011,CZ,SAL,L,PS,58.686
2011,CZ,SAL,M_N,HW,531600
2011,CZ,SAL,M_N,PS,308.235
2011,CZ,SAL,OTQ,HW,1476877
2011,CZ,SAL,OTQ,PS,873.341
2011,CZ,SAL,RTU,HW,200156
2011,CZ,SAL,RTU,PS,115.625
2011,CZ,SAL,_T,HW,7360633
2011,CZ,SAL,_T,PS,4230.154
2011,CZ,SELF,A,HW,117253
2011,CZ,SELF,A,PS,48.347
2011,CZ,SELF,BTE,HW,285121
2011,CZ,SELF,BTE,PS,132.623
2011,CZ,SELF,C,HW,274605
2011,CZ,SELF,C,PS,127.461
2011,CZ,SELF,F,HW,344647
2011,CZ,SELF,F,PS,153.252
2011,CZ,SELF,GTI,HW,517212
2011,CZ,SELF,GTI,PS,231.36
2011,CZ,SELF,J,HW,34007
2011,CZ,SELF,J,PS,17.253
2011,CZ,SELF,K,HW,26509
2011,CZ,SELF,K,PS,14.709
2011,CZ,SELF,L,HW,76844
2011,CZ,SELF,L,PS,30.61
2011,CZ,SELF,M_N,HW,178956
2011,CZ,SELF,M_N,PS,97.685
2011,CZ,SELF,OTQ,HW,51008
2011,CZ,SELF,OTQ,PS,26.86
2011,CZ,SELF,RTU,HW,113603
2011,CZ,SELF,RTU,PS,60.585
2011,CZ,SELF,_T,HW,1745160
2011,CZ,SELF,_T,PS,813.284
2011,DE,B1G,A,XDC,24512
2011,DE,B1G,BTE,XDC,623147
2011,DE,B1G,C,XDC,544988
2011,DE,B1G,F,XDC,105972
2011,DE,B1G,GTI,XDC,380632
2011,DE,B1G,J,XDC,108620
2011,DE,B1G,K,XDC,116117
2011,DE,B1G,L,XDC,277960
2011,DE,B1G,M_N,XDC,257337
2011,DE,B1G,OTQ,XDC,425435
2011,DE,B1G,RTU,XDC,98367
2011,DE,B1G,_T,PC,3.86452485842196
2011,DE,B1G,_T,XDC,2418099
2011,DE,D1,A,XDC,6570
2011,DE,D1,BTE,XDC,369484
2011,DE,D1,C,XDC,338409
2011,DE,D1,F,XDC,67301
2011,DE,D1,GTI,XDC,238506
2011,DE,D1,J,XDC,56857
2011,DE,D1,K,XDC,65560
2011,DE,D1,L,XDC,11522
2011,DE,D1,M_N,XDC,142567
2011,DE,D1,OTQ,XDC,337549
2011,DE,D1,RTU,XDC,53926
2011,DE,D1,_T,XDC,1349842
2011,DE,D21X31,_Z,XDC,275461
2011,DE,EMP,A,HW,1231455.3
2011,DE,EMP,A,PS,650
2011,DE,EMP,BTE,HW,11683816.6
2011,DE,EMP,BTE,PS,7858
2011,DE,EMP,C,HW,10785079.6
2011,DE,EMP,C,PS,7285
2011,DE,EMP,F,HW,3959097.7
2011,DE,EMP,F,PS,2368
2011,DE,EMP,GTI,HW,13447133
2011,DE,EMP,GTI,PS,9595
2011,DE,EMP,J,HW,1760726.3
2011,DE,EMP,J,PS,1174
2011,DE,EMP,K,HW,1823887.9
2011,DE,EMP,K,PS,1203
2011,DE,EMP,L,HW,588666.9
2011,DE,EMP,L,PS,461
2011,DE,EMP,M_N,HW,7594525.7
2011,DE,EMP,M_N,PS,5391
2011,DE,EMP,OTQ,HW,13770798.9
2011,DE,EMP,OTQ,PS,9905
2011,DE,EMP,RTU,HW,3419060
2011,DE,EMP,RTU,PS,2939
2011,DE,EMP,_T,HW,59279168.4
2011,DE,EMP,_T,PS,41544
2011,DE,P51G,A,XDC,9965
2011,DE,P51G,BTE,XDC,121878
2011,DE,P51G,C,XDC,98869
2011,DE,P51G,F,XDC,5033
2011,DE,P51G,GTI,XDC,56462
2011,DE,P51G,J,XDC,21904
2011,DE,P51G,K,XDC,7499
2011,DE,P51G,L,XDC,171937
2011,DE,P51G,M_N,XDC,61411
2011,DE,P51G,OTQ,XDC,80960
2011,DE,P51G,RTU,XDC,11652
2011,DE,P51G,_T,XDC,548701
2011,DE,POP,_Z,PS,80275
2011,DE,SAL,A,HW,463568.2
2011,DE,SAL,A,PS,321
2011,DE,SAL,BTE,HW,11051381.2
2011,DE,SAL,BTE,PS,7565
2011,DE,SAL,C,HW,10176020.4
2011,DE,SAL,C,PS,7003
2011,DE,SAL,F,HW,2864409.8
2011,DE,SAL,F,PS,1870
2011,DE,SAL,GTI,HW,11068964.2
2011,DE,SAL,GTI,PS,8509
2011,DE,SAL,J,HW,1467360.7
2011,DE,SAL,J,PS,1028
2011,DE,SAL,K,HW,1502365.1
2011,DE,SAL,K,PS,1052
2011,DE,SAL,L,HW,456303.6
2011,DE,SAL,L,PS,392
2011,DE,SAL,M_N,HW,5884588.2
2011,DE,SAL,M_N,PS,4527
2011,DE,SAL,OTQ,HW,12722772.3
2011,DE,SAL,OTQ,PS,9288
2011,DE,SAL,RTU,HW,2620543.3
2011,DE,SAL,RTU,PS,2465
2011,DE,SAL,_T,HW,50102256.4
2011,DE,SAL,_T,PS,37017
2011,DE,SELF,A,HW,767887.1
2011,DE,SELF,A,PS,329
2011,DE,SELF,BTE,HW,632435.4
2011,DE,SELF,BTE,PS,293
2011,DE,SELF,C,HW,609059.2
2011,DE,SELF,C,PS,282
2011,DE,SELF,F,HW,1094687.9
2011,DE,SELF,F,PS,498
2011,DE,SELF,GTI,HW,2378168.8
2011,DE,SELF,GTI,PS,1086
2011,DE,SELF,J,HW,293365.6
2011,DE,SELF,J,PS,146
2011,DE,SELF,K,HW,321522.8
2011,DE,SELF,K,PS,151
2011,DE,SELF,L,HW,132363.4
2011,DE,SELF,L,PS,69
2011,DE,SELF,M_N,HW,1709937.6
2011,DE,SELF,M_N,PS,864
2011,DE,SELF,OTQ,HW,1048026.7
2011,DE,SELF,OTQ,PS,617
2011,DE,SELF,RTU,HW,798516.8
2011,DE,SELF,RTU,PS,474
2011,DE,SELF,_T,HW,9176912
2011,DE,SELF,_T,PS,4527
2011,DK,B1G,A,XDC,24233.194
2011,DK,B1G,BTE,XDC,300292.797
2011,DK,B1G,C,XDC,203953.888
2011,DK,B1G,F,XDC,73781.836
2011,DK,B1G,GTI,XDC,309280.593
2011,DK,B1G,J,XDC,73519.472
2011,DK,B1G,K,XDC,94139.86
2011,DK,B1G,L,XDC,164389.489
2011,DK,B1G,M_N,XDC,126633.67
2011,DK,B1G,OTQ,XDC,371651.735
2011,DK,B1G,RTU,XDC,55819.517
2011,DK,B1G,_T,PC,1.54645316357436
2011,DK,B1G,_T,XDC,1593742.163
2011,DK,D1,A,XDC,8902.797
2011,DK,D1,BTE,XDC,137640.537
2011,DK,D1,C,XDC,124074.489
2011,DK,D1,F,XDC,55858.353
2011,DK,D1,GTI,XDC,207121.235
2011,DK,D1,J,XDC,46231.082
2011,DK,D1,K,XDC,50856.339
2011,DK,D1,L,XDC,12830.636
2011,DK,D1,M_N,XDC,94297.738
2011,DK,D1,OTQ,XDC,314763.041
2011,DK,D1,RTU,XDC,37972.08
2011,DK,D1,_T,XDC,966473.838
2011,DK,D21X31,_Z,XDC,253111.45
2011,DK,EMP,A,HW,109154.076
2011,DK,EMP,A,PS,69.934
2011,DK,EMP,BTE,HW,500310.399
2011,DK,EMP,BTE,PS,315.327
2011,DK,EMP,C,HW,456304.751
2011,DK,EMP,C,PS,288.854
2011,DK,EMP,F,HW,274916.816
2011,DK,EMP,F,PS,167.454
2011,DK,EMP,GTI,HW,950293.218
2011,DK,EMP,GTI,PS,705.181
2011,DK,EMP,J,HW,150984.537
2011,DK,EMP,J,PS,96.167
2011,DK,EMP,K,HW,124793.957
2011,DK,EMP,K,PS,83.004
2011,DK,EMP,L,HW,67177.024
2011,DK,EMP,L,PS,44.561
2011,DK,EMP,M_N,HW,391680.122
2011,DK,EMP,M_N,PS,262.235
2011,DK,EMP,OTQ,HW,1235670.258
2011,DK,EMP,OTQ,PS,888.857
2011,DK,EMP,RTU,HW,199351.099
2011,DK,EMP,RTU,PS,153.909
2011,DK,EMP,_T,HW,4004331.506
2011,DK,EMP,_T,PS,2786.628
2011,DK,P51G,A,XDC,8060
2011,DK,P51G,BTE,XDC,75476
2011,DK,P51G,C,XDC,52989
2011,DK,P51G,F,XDC,5473
2011,DK,P51G,GTI,XDC,39424
2011,DK,P51G,J,XDC,22541
2011,DK,P51G,K,XDC,10822
2011,DK,P51G,L,XDC,88842
2011,DK,P51G,M_N,XDC,20122
2011,DK,P51G,OTQ,XDC,54974
2011,DK,P51G,RTU,XDC,9622
2011,DK,P51G,_T,XDC,335356
2011,DK,POP,_Z,PS,5570
2011,DK,SAL,A,HW,57083.832
2011,DK,SAL,A,PS,38.064
2011,DK,SAL,BTE,HW,485590.706
2011,DK,SAL,BTE,PS,307.292
2011,DK,SAL,C,HW,442452.542
2011,DK,SAL,C,PS,281.418
2011,DK,SAL,F,HW,233669.059
2011,DK,SAL,F,PS,149.051
2011,DK,SAL,GTI,HW,868291.517
2011,DK,SAL,GTI,PS,658.59
2011,DK,SAL,J,HW,134928.699
2011,DK,SAL,J,PS,88.508
2011,DK,SAL,K,HW,124793.957
2011,DK,SAL,K,PS,83.004
2011,DK,SAL,L,HW,56070.18
2011,DK,SAL,L,PS,36.907
2011,DK,SAL,M_N,HW,334833.227
2011,DK,SAL,M_N,PS,230.794
2011,DK,SAL,OTQ,HW,1210398.198
2011,DK,SAL,OTQ,PS,873.194
2011,DK,SAL,RTU,HW,171928.172
2011,DK,SAL,RTU,PS,137.644
2011,DK,SAL,_T,HW,3677587.547
2011,DK,SAL,_T,PS,2603.048
2011,DK,SELF,A,HW,52070.245
2011,DK,SELF,A,PS,31.87
2011,DK,SELF,BTE,HW,14719.692
2011,DK,SELF,BTE,PS,8.035
2011,DK,SELF,C,HW,13852.208
2011,DK,SELF,C,PS,7.436
2011,DK,SELF,F,HW,41247.758
2011,DK,SELF,F,PS,18.403
2011,DK,SELF,GTI,HW,82001.701
2011,DK,SELF,GTI,PS,46.591
2011,DK,SELF,J,HW,16055.839
2011,DK,SELF,J,PS,7.659
2011,DK,SELF,K,HW,0
2011,DK,SELF,K,PS,0
2011,DK,SELF,L,HW,11106.844
2011,DK,SELF,L,PS,7.654
2011,DK,SELF,M_N,HW,56846.895
2011,DK,SELF,M_N,PS,31.441
2011,DK,SELF,OTQ,HW,25272.06
2011,DK,SELF,OTQ,PS,15.663
2011,DK,SELF,RTU,HW,27422.926
2011,DK,SELF,RTU,PS,16.265
2011,DK,SELF,_T,HW,326743.959
2011,DK,SELF,_T,PS,183.58
2011,EE,B1G,A,XDC,613.7005
2011,EE,B1G,BTE,XDC,3281.0456
2011,EE,B1G,C,XDC,2436.3701
2011,EE,B1G,F,XDC,1008.7438
2011,EE,B1G,GTI,XDC,3333.7789
2011,EE,B1G,J,XDC,739.4682
2011,EE,B1G,K,XDC,663.6772
2011,EE,B1G,L,XDC,1312.1633
2011,EE,B1G,M_N,XDC,1241.7511
2011,EE,B1G,OTQ,XDC,2115.0219
2011,EE,B1G,RTU,XDC,315.3803
2011,EE,B1G,_T,PC,7.41692956122362
2011,EE,B1G,_T,XDC,14624.7307
2011,EE,D1,A,XDC,175.7472
2011,EE,D1,BTE,XDC,1614.4331
2011,EE,D1,C,XDC,1351.3681
2011,EE,D1,F,XDC,612.7761
2011,EE,D1,GTI,XDC,1727.3934
2011,EE,D1,J,XDC,353.2148
2011,EE,D1,K,XDC,240.4096
2011,EE,D1,L,XDC,111.4948
2011,EE,D1,M_N,XDC,707.6719
2011,EE,D1,OTQ,XDC,1682.0338
2011,EE,D1,RTU,XDC,226.4369
2011,EE,D1,_T,XDC,7451.6116
2011,EE,D21X31,_Z,XDC,2052.525
2011,EE,EMP,A,HW,53876.8
2011,EE,EMP,A,PS,25.7
2011,EE,EMP,BTE,HW,263348.3
2011,EE,EMP,BTE,PS,135
2011,EE,EMP,C,HW,229384.5
2011,EE,EMP,C,PS,117.4
2011,EE,EMP,F,HW,92403.1
2011,EE,EMP,F,PS,45.9
2011,EE,EMP,GTI,HW,286324.7
2011,EE,EMP,GTI,PS,143.6
2011,EE,EMP,J,HW,32412.4
2011,EE,EMP,J,PS,16.7
2011,EE,EMP,K,HW,20657.1
2011,EE,EMP,K,PS,10.2
2011,EE,EMP,L,HW,17829.3
2011,EE,EMP,L,PS,10.7
2011,EE,EMP,M_N,HW,74070.9
2011,EE,EMP,M_N,PS,40.1
2011,EE,EMP,OTQ,HW,237976.1
2011,EE,EMP,OTQ,PS,132.2
2011,EE,EMP,RTU,HW,41717
2011,EE,EMP,RTU,PS,23.9
2011,EE,EMP,_T,HW,1120615.7
2011,EE,EMP,_T,PS,584
2011,EE,P51G,A,XDC,266.48
2011,EE,P51G,BTE,XDC,1260.82
2011,EE,P51G,C,XDC,576.64
2011,EE,P51G,F,XDC,80.1
2011,EE,P51G,GTI,XDC,719.16
2011,EE,P51G,J,XDC,191.6
2011,EE,P51G,K,XDC,52.97
2011,EE,P51G,L,XDC,713.17
2011,EE,P51G,M_N,XDC,323.33
2011,EE,P51G,OTQ,XDC,691.16
2011,EE,P51G,RTU,XDC,113.63
2011,EE,P51G,_T,XDC,4412.42
2011,EE,POP,_Z,PS,1379.2
2011,EE,SAL,A,HW,35256.9
2011,EE,SAL,A,PS,17.3
2011,EE,SAL,BTE,HW,255155.1
2011,EE,SAL,BTE,PS,130.8
2011,EE,SAL,C,HW,221191.3
2011,EE,SAL,C,PS,113.2
2011,EE,SAL,F,HW,76957.3
2011,EE,SAL,F,PS,38.4
2011,EE,SAL,GTI,HW,257139.8
2011,EE,SAL,GTI,PS,129.7
2011,EE,SAL,J,HW,29267.6
2011,EE,SAL,J,PS,15.1
2011,EE,SAL,K,HW,20124.3
2011,EE,SAL,K,PS,9.9
2011,EE,SAL,L,HW,15168
2011,EE,SAL,L,PS,9
2011,EE,SAL,M_N,HW,60570.2
2011,EE,SAL,M_N,PS,33.2
2011,EE,SAL,OTQ,HW,233478.2
2011,EE,SAL,OTQ,PS,129.9
2011,EE,SAL,RTU,HW,33914.3
2011,EE,SAL,RTU,PS,19.4
2011,EE,SAL,_T,HW,1017031.7
2011,EE,SAL,_T,PS,532.7
2011,EE,SELF,A,HW,18619.9
2011,EE,SELF,A,PS,8.4
2011,EE,SELF,BTE,HW,8193.2
2011,EE,SELF,BTE,PS,4.2
2011,EE,SELF,C,HW,8193.2
2011,EE,SELF,C,PS,4.2
2011,EE,SELF,F,HW,15445.8
2011,EE,SELF,F,PS,7.5
2011,EE,SELF,GTI,HW,29184.9
2011,EE,SELF,GTI,PS,13.9
2011,EE,SELF,M_N,HW,13500.7
2011,EE,SELF,M_N,PS,6.9
2011,EE,SELF,OTQ,HW,4497.9
2011,EE,SELF,OTQ,PS,2.3
2011,EE,SELF,RTU,HW,7802.7
2011,EE,SELF,RTU,PS,4.5
2011,EE,SELF,_T,HW,103584
2011,EE,SELF,_T,PS,51.3
2011,ES,B1G,A,XDC,25246
2011,ES,B1G,BTE,XDC,161334
2011,ES,B1G,C,XDC,122318
2011,ES,B1G,F,XDC,73557
2011,ES,B1G,GTI,XDC,223383
2011,ES,B1G,J,XDC,38265
2011,ES,B1G,K,XDC,38835
2011,ES,B1G,L,XDC,113851
2011,ES,B1G,M_N,XDC,76249
2011,ES,B1G,OTQ,XDC,183373
2011,ES,B1G,RTU,XDC,46146
2011,ES,B1G,_T,PC,-0.435014719116548
2011,ES,B1G,_T,XDC,980239
2011,ES,D1,A,XDC,5094
2011,ES,D1,BTE,XDC,79781
2011,ES,D1,C,XDC,69995
2011,ES,D1,F,XDC,37440
2011,ES,D1,GTI,XDC,120565
2011,ES,D1,J,XDC,20458
2011,ES,D1,K,XDC,22703
2011,ES,D1,L,XDC,3750
2011,ES,D1,M_N,XDC,48433
2011,ES,D1,OTQ,XDC,146360
2011,ES,D1,RTU,XDC,28744
2011,ES,D1,_T,XDC,513328
2011,ES,D21X31,_Z,XDC,83524
2011,ES,EMP,A,HW,1499983
2011,ES,EMP,A,PS,771.1
2011,ES,EMP,BTE,HW,4077259.6
2011,ES,EMP,BTE,PS,2320
2011,ES,EMP,C,HW,3661128.3
2011,ES,EMP,C,PS,2072.5
2011,ES,EMP,F,HW,2736603.2
2011,ES,EMP,F,PS,1404.2
2011,ES,EMP,GTI,HW,10213947.2
2011,ES,EMP,GTI,PS,5669
2011,ES,EMP,J,HW,780290.6
2011,ES,EMP,J,PS,446.9
2011,ES,EMP,K,HW,651956.3
2011,ES,EMP,K,PS,389
2011,ES,EMP,L,HW,323395.6
2011,ES,EMP,L,PS,174.6
2011,ES,EMP,M_N,HW,3583579
2011,ES,EMP,M_N,PS,2135.8
2011,ES,EMP,OTQ,HW,6205413.5
2011,ES,EMP,OTQ,PS,4083.6
2011,ES,EMP,RTU,HW,2449189.1
2011,ES,EMP,RTU,PS,1616.6
2011,ES,EMP,_T,HW,32521617.1
2011,ES,EMP,_T,PS,19010.8
2011,ES,P51G,A,XDC,4086
2011,ES,P51G,BTE,XDC,35885
2011,ES,P51G,C,XDC,15774
2011,ES,P51G,F,XDC,8496
2011,ES,P51G,GTI,XDC,34483
2011,ES,P51G,J,XDC,10587
2011,ES,P51G,K,XDC,10674
2011,ES,P51G,L,XDC,54450
2011,ES,P51G,M_N,XDC,10388
2011,ES,P51G,OTQ,XDC,38978
2011,ES,P51G,RTU,XDC,4958
2011,ES,P51G,_T,XDC,212984
2011,ES,POP,_Z,PS,46736.257
2011,ES,SAL,A,HW,781292.5
2011,ES,SAL,A,PS,444.1
2011,ES,SAL,BTE,HW,3844519.8
2011,ES,SAL,BTE,PS,2211.5
2011,ES,SAL,C,HW,3434100.9
2011,ES,SAL,C,PS,1967.2
2011,ES,SAL,F,HW,2318709.1
2011,ES,SAL,F,PS,1202.6
2011,ES,SAL,GTI,HW,7398780.3
2011,ES,SAL,GTI,PS,4372.8
2011,ES,SAL,J,HW,717416
2011,ES,SAL,J,PS,417
2011,ES,SAL,K,HW,598258
2011,ES,SAL,K,PS,362.5
2011,ES,SAL,L,HW,219117.1
2011,ES,SAL,L,PS,122.2
2011,ES,SAL,M_N,HW,2965134.5
2011,ES,SAL,M_N,PS,1822.6
2011,ES,SAL,OTQ,HW,6031975.2
2011,ES,SAL,OTQ,PS,3981.9
2011,ES,SAL,RTU,HW,1969756.2
2011,ES,SAL,RTU,PS,1379.7
2011,ES,SAL,_T,HW,26844958.7
2011,ES,SAL,_T,PS,16316.9
2011,ES,SELF,A,HW,718690.5
2011,ES,SELF,A,PS,327
2011,ES,SELF,BTE,HW,232739.8
2011,ES,SELF,BTE,PS,108.5
2011,ES,SELF,C,HW,227027.4
2011,ES,SELF,C,PS,105.3
2011,ES,SELF,F,HW,417894.1
2011,ES,SELF,F,PS,201.6
2011,ES,SELF,GTI,HW,2815166.9
2011,ES,SELF,GTI,PS,1296.2
2011,ES,SELF,J,HW,62874.6
2011,ES,SELF,J,PS,29.9
2011,ES,SELF,K,HW,53698.3
2011,ES,SELF,K,PS,26.5
2011,ES,SELF,L,HW,104278.5
2011,ES,SELF,L,PS,52.4
2011,ES,SELF,M_N,HW,618444.5
2011,ES,SELF,M_N,PS,313.2
2011,ES,SELF,OTQ,HW,173438.3
2011,ES,SELF,OTQ,PS,101.7
2011,ES,SELF,RTU,HW,479432.9
2011,ES,SELF,RTU,PS,236.9
2011,ES,SELF,_T,HW,5676658.4
2011,ES,SELF,_T,PS,2693.9
2011,FI,B1G,A,XDC,4596
