time_period,ref_area,sto,activity,unit_measure,obs_value
1996,LV,D21X31,_Z,XDC,517.176
1996,LV,EMP,A,HW,265234
1996,LV,EMP,A,PS,136.593
1996,LV,EMP,BTE,HW,382927
1996,LV,EMP,BTE,PS,174.903
1996,LV,EMP,C,HW,329425
1996,LV,EMP,C,PS,150.093
1996,LV,EMP,F,HW,128446
1996,LV,EMP,F,PS,56.308
1996,LV,EMP,GTI,HW,519345
1996,LV,EMP,GTI,PS,232.866
1996,LV,EMP,J,HW,56555
1996,LV,EMP,J,PS,23.702
1996,LV,EMP,K,HW,30462
1996,LV,EMP,K,PS,14.635
1996,LV,EMP,L,HW,40701
1996,LV,EMP,L,PS,19.186
1996,LV,EMP,M_N,HW,88308
1996,LV,EMP,M_N,PS,41.08
1996,LV,EMP,OTQ,HW,420452
1996,LV,EMP,OTQ,PS,205.714
1996,LV,EMP,RTU,HW,62754
1996,LV,EMP,RTU,PS,30.368
1996,LV,EMP,_T,HW,1995183
1996,LV,EMP,_T,PS,935.355
1996,LV,P51G,A,XDC,16.471
1996,LV,P51G,BTE,XDC,173.359
1996,LV,P51G,C,XDC,94.74
1996,LV,P51G,F,XDC,39.14
1996,LV,P51G,GTI,XDC,214.776
1996,LV,P51G,J,XDC,48.13
1996,LV,P51G,K,XDC,46.02
1996,LV,P51G,L,XDC,116.166
1996,LV,P51G,M_N,XDC,25.028
1996,LV,P51G,OTQ,XDC,128.267
1996,LV,P51G,RTU,XDC,24.648
1996,LV,P51G,_T,XDC,832.004
1996,LV,POP,_Z,PS,2457.222
1996,LV,SAL,A,HW,86475
1996,LV,SAL,A,PS,50.479
1996,LV,SAL,BTE,HW,363947
1996,LV,SAL,BTE,PS,167.894
1996,LV,SAL,C,HW,312681
1996,LV,SAL,C,PS,144.098
1996,LV,SAL,F,HW,112818
1996,LV,SAL,F,PS,50.036
1996,LV,SAL,GTI,HW,470191
1996,LV,SAL,GTI,PS,212.25
1996,LV,SAL,J,HW,52353
1996,LV,SAL,J,PS,21.92
1996,LV,SAL,K,HW,29962
1996,LV,SAL,K,PS,14.42
1996,LV,SAL,L,HW,38503
1996,LV,SAL,L,PS,18.177
1996,LV,SAL,M_N,HW,66785
1996,LV,SAL,M_N,PS,30.604
1996,LV,SAL,OTQ,HW,409027
1996,LV,SAL,OTQ,PS,201.272
1996,LV,SAL,RTU,HW,54713
1996,LV,SAL,RTU,PS,26.174
1996,LV,SAL,_T,HW,1684774
1996,LV,SAL,_T,PS,793.226
1996,LV,SELF,A,HW,178759
1996,LV,SELF,A,PS,86.114
1996,LV,SELF,BTE,HW,18979
1996,LV,SELF,BTE,PS,7.008
1996,LV,SELF,C,HW,16743
1996,LV,SELF,C,PS,5.995
1996,LV,SELF,F,HW,15628
1996,LV,SELF,F,PS,6.271
1996,LV,SELF,GTI,HW,49154
1996,LV,SELF,GTI,PS,20.616
1996,LV,SELF,J,HW,4202
1996,LV,SELF,J,PS,1.782
1996,LV,SELF,K,HW,500
1996,LV,SELF,K,PS,0.215
1996,LV,SELF,L,HW,2198
1996,LV,SELF,L,PS,1.009
1996,LV,SELF,M_N,HW,21523
1996,LV,SELF,M_N,PS,10.477
1996,LV,SELF,OTQ,HW,11425
1996,LV,SELF,OTQ,PS,4.442
1996,LV,SELF,RTU,HW,8041
1996,LV,SELF,RTU,PS,4.193
1996,LV,SELF,_T,HW,310409
1996,LV,SELF,_T,PS,142.129
1996,MT,B1G,A,XDC,72.530827
1996,MT,B1G,BTE,XDC,658.423907
1996,MT,B1G,C,XDC,581.788064
1996,MT,B1G,F,XDC,172.745207
1996,MT,B1G,GTI,XDC,824.879916
1996,MT,B1G,J,XDC,113.1805
1996,MT,B1G,K,XDC,83.430973
1996,MT,B1G,L,XDC,195.617184
1996,MT,B1G,M_N,XDC,177.36125
1996,MT,B1G,OTQ,XDC,514.921783
1996,MT,B1G,RTU,XDC,88.207614
1996,MT,B1G,_T,XDC,2901.299161
1996,MT,D1,A,XDC,9.301112
1996,MT,D1,BTE,XDC,376.514851
1996,MT,D1,C,XDC,329.516736
1996,MT,D1,F,XDC,64.856531
1996,MT,D1,GTI,XDC,347.342952
1996,MT,D1,J,XDC,51.809196
1996,MT,D1,K,XDC,75.26418
1996,MT,D1,L,XDC,1.383639
1996,MT,D1,M_N,XDC,91.667726
1996,MT,D1,OTQ,XDC,444.615205
1996,MT,D1,RTU,XDC,31.718404
1996,MT,D1,_T,XDC,1494.473795
1996,MT,D21X31,_Z,XDC,308.393271
1996,MT,EMP,A,PS,2.443
1996,MT,EMP,BTE,PS,38.499
1996,MT,EMP,C,HW,66030.23
1996,MT,EMP,C,PS,33.519
1996,MT,EMP,F,HW,20133.537
1996,MT,EMP,F,PS,10.019
1996,MT,EMP,GTI,HW,89424.023
1996,MT,EMP,GTI,PS,39.071
1996,MT,EMP,J,HW,8549.614
1996,MT,EMP,J,PS,4.378
1996,MT,EMP,K,PS,5.302
1996,MT,EMP,L,HW,837.345
1996,MT,EMP,L,PS,0.324
1996,MT,EMP,M_N,HW,21362.879
1996,MT,EMP,M_N,PS,9.159
1996,MT,EMP,OTQ,PS,33.601
1996,MT,EMP,RTU,PS,4.322
1996,MT,EMP,_T,HW,311760.3
1996,MT,EMP,_T,PS,147.118
1996,MT,P51G,A,XDC,9.097772
1996,MT,P51G,BTE,XDC,205.114258
1996,MT,P51G,C,XDC,137.171054
1996,MT,P51G,F,XDC,18.283969
1996,MT,P51G,GTI,XDC,178.656327
1996,MT,P51G,J,XDC,27.052474
1996,MT,P51G,K,XDC,12.927356
1996,MT,P51G,L,XDC,187.231976
1996,MT,P51G,M_N,XDC,38.100462
1996,MT,P51G,OTQ,XDC,99.000087
1996,MT,P51G,RTU,XDC,27.46468
1996,MT,P51G,_T,XDC,802.92936
1996,MT,POP,_Z,PS,379.998
1996,MT,SAL,A,PS,0.886
1996,MT,SAL,BTE,HW,70002.882
1996,MT,SAL,BTE,PS,36.622
1996,MT,SAL,C,HW,60818.297
1996,MT,SAL,C,PS,31.776
1996,MT,SAL,F,HW,13941.343
1996,MT,SAL,F,PS,7.631
1996,MT,SAL,GTI,HW,65412.358
1996,MT,SAL,GTI,PS,30.161
1996,MT,SAL,J,HW,8183.449
1996,MT,SAL,J,PS,4.268
1996,MT,SAL,K,HW,9942.334
1996,MT,SAL,K,PS,5.302
1996,MT,SAL,L,HW,333.574
1996,MT,SAL,L,PS,0.153
1996,MT,SAL,M_N,HW,16639.156
1996,MT,SAL,M_N,PS,8.062
1996,MT,SAL,OTQ,HW,56178.543
1996,MT,SAL,OTQ,PS,33.369
1996,MT,SAL,RTU,PS,3.238
1996,MT,SAL,_T,HW,253658.794
1996,MT,SAL,_T,PS,129.692
1996,MT,SELF,A,PS,1.557
1996,MT,SELF,BTE,PS,1.877
1996,MT,SELF,C,HW,5211.933
1996,MT,SELF,C,PS,1.743
1996,MT,SELF,F,HW,6192.194
1996,MT,SELF,F,PS,2.388
1996,MT,SELF,GTI,HW,24011.665
1996,MT,SELF,GTI,PS,8.91
1996,MT,SELF,J,HW,366.165
1996,MT,SELF,J,PS,0.11
1996,MT,SELF,K,PS,0
1996,MT,SELF,L,HW,503.771
1996,MT,SELF,L,PS,0.171
1996,MT,SELF,M_N,HW,4723.723
1996,MT,SELF,M_N,PS,1.097
1996,MT,SELF,OTQ,PS,0.232
1996,MT,SELF,RTU,PS,1.084
1996,MT,SELF,_T,HW,58101.506
1996,MT,SELF,_T,PS,17.426
1996,NL,B1G,A,XDC,9916
1996,NL,B1G,BTE,XDC,65686
1996,NL,B1G,C,XDC,50611
1996,NL,B1G,F,XDC,15910
1996,NL,B1G,GTI,XDC,60131
1996,NL,B1G,J,XDC,10452
1996,NL,B1G,K,XDC,22783
1996,NL,B1G,L,XDC,24047
1996,NL,B1G,M_N,XDC,37010
1996,NL,B1G,OTQ,XDC,58401
1996,NL,B1G,RTU,XDC,7000
1996,NL,B1G,_T,PC,3.18437284890187
1996,NL,B1G,_T,XDC,311336
1996,NL,D1,A,XDC,1896
1996,NL,D1,BTE,XDC,30845
1996,NL,D1,C,XDC,27930
1996,NL,D1,F,XDC,12233
1996,NL,D1,GTI,XDC,36071
1996,NL,D1,J,XDC,5688
1996,NL,D1,K,XDC,9499
1996,NL,D1,L,XDC,1840
1996,NL,D1,M_N,XDC,24792
1996,NL,D1,OTQ,XDC,44464
1996,NL,D1,RTU,XDC,4577
1996,NL,D1,_T,XDC,171905
1996,NL,D21X31,_Z,XDC,33289
1996,NL,EMP,A,HW,437368
1996,NL,EMP,A,PS,237
1996,NL,EMP,BTE,HW,1665346
1996,NL,EMP,BTE,PS,983
1996,NL,EMP,C,HW,1553349
1996,NL,EMP,C,PS,918
1996,NL,EMP,F,HW,910411
1996,NL,EMP,F,PS,490
1996,NL,EMP,GTI,HW,2892640
1996,NL,EMP,GTI,PS,1848
1996,NL,EMP,J,HW,287049
1996,NL,EMP,J,PS,165
1996,NL,EMP,K,HW,370690
1996,NL,EMP,K,PS,228
1996,NL,EMP,L,HW,99856
1996,NL,EMP,L,PS,59
1996,NL,EMP,M_N,HW,1720313
1996,NL,EMP,M_N,PS,1376
1996,NL,EMP,OTQ,HW,2319995
1996,NL,EMP,OTQ,PS,1754
1996,NL,EMP,RTU,HW,399995
1996,NL,EMP,RTU,PS,280
1996,NL,EMP,_T,HW,11103662
1996,NL,EMP,_T,PS,7420
1996,NL,P51G,A,XDC,2251
1996,NL,P51G,BTE,XDC,14760
1996,NL,P51G,C,XDC,9925
1996,NL,P51G,F,XDC,1595
1996,NL,P51G,GTI,XDC,9834
1996,NL,P51G,J,XDC,2880
1996,NL,P51G,K,XDC,3822
1996,NL,P51G,L,XDC,19747
1996,NL,P51G,M_N,XDC,4390
1996,NL,P51G,OTQ,XDC,14193
1996,NL,P51G,RTU,XDC,868
1996,NL,P51G,_T,XDC,74340
1996,NL,POP,_Z,PS,15530
1996,NL,SAL,A,HW,127958
1996,NL,SAL,A,PS,99
1996,NL,SAL,BTE,HW,1544224
1996,NL,SAL,BTE,PS,931
1996,NL,SAL,C,HW,1433475
1996,NL,SAL,C,PS,867
1996,NL,SAL,F,HW,624370
1996,NL,SAL,F,PS,372
1996,NL,SAL,GTI,HW,2123483
1996,NL,SAL,GTI,PS,1544
1996,NL,SAL,J,HW,240859
1996,NL,SAL,J,PS,142
1996,NL,SAL,K,HW,349627
1996,NL,SAL,K,PS,216
1996,NL,SAL,L,HW,75070
1996,NL,SAL,L,PS,49
1996,NL,SAL,M_N,HW,1327391
1996,NL,SAL,M_N,PS,959
1996,NL,SAL,OTQ,HW,2120734
1996,NL,SAL,OTQ,PS,1594
1996,NL,SAL,RTU,HW,246304
1996,NL,SAL,RTU,PS,188
1996,NL,SAL,_T,HW,8780019
1996,NL,SAL,_T,PS,6096
1996,NL,SELF,A,HW,309411
1996,NL,SELF,A,PS,138
1996,NL,SELF,BTE,HW,121122
1996,NL,SELF,BTE,PS,52
1996,NL,SELF,C,HW,119874
1996,NL,SELF,C,PS,51
1996,NL,SELF,F,HW,286041
1996,NL,SELF,F,PS,118
1996,NL,SELF,GTI,HW,769157
1996,NL,SELF,GTI,PS,304
1996,NL,SELF,J,HW,46189
1996,NL,SELF,J,PS,23
1996,NL,SELF,K,HW,21063
1996,NL,SELF,K,PS,11
1996,NL,SELF,L,HW,24786
1996,NL,SELF,L,PS,10
1996,NL,SELF,M_N,HW,392921
1996,NL,SELF,M_N,PS,416
1996,NL,SELF,OTQ,HW,199261
1996,NL,SELF,OTQ,PS,160
1996,NL,SELF,RTU,HW,153691
1996,NL,SELF,RTU,PS,92
1996,NL,SELF,_T,HW,2323643
1996,NL,SELF,_T,PS,1324
1996,NO,B1G,A,XDC,23489
1996,NO,B1G,BTE,XDC,289730
1996,NO,B1G,C,XDC,106141
1996,NO,B1G,F,XDC,36889
1996,NO,B1G,GTI,XDC,178644
1996,NO,B1G,J,XDC,32743
1996,NO,B1G,K,XDC,33774
1996,NO,B1G,L,XDC,65242
1996,NO,B1G,M_N,XDC,43800
1996,NO,B1G,OTQ,XDC,188890
1996,NO,B1G,RTU,XDC,21828
1996,NO,B1G,_T,PC,4.62116156291976
1996,NO,B1G,_T,XDC,915029
1996,NO,D1,A,XDC,5338
1996,NO,D1,BTE,XDC,94007
1996,NO,D1,C,XDC,72990
1996,NO,D1,F,XDC,24297
1996,NO,D1,GTI,XDC,114788
1996,NO,D1,J,XDC,20267
1996,NO,D1,K,XDC,16814
1996,NO,D1,L,XDC,2413
1996,NO,D1,M_N,XDC,30050
1996,NO,D1,OTQ,XDC,152579
1996,NO,D1,RTU,XDC,13469
1996,NO,D1,_T,XDC,474022
1996,NO,D21X31,_Z,XDC,139643
1996,NO,EMP,A,HW,211000
1996,NO,EMP,A,PS,106
1996,NO,EMP,BTE,HW,522000
1996,NO,EMP,BTE,PS,330
1996,NO,EMP,C,HW,431000
1996,NO,EMP,C,PS,275
1996,NO,EMP,F,HW,177000
1996,NO,EMP,F,PS,109
1996,NO,EMP,GTI,HW,814000
1996,NO,EMP,GTI,PS,546
1996,NO,EMP,J,HW,105000
1996,NO,EMP,J,PS,69
1996,NO,EMP,K,HW,82000
1996,NO,EMP,K,PS,53
1996,NO,EMP,L,HW,14000
1996,NO,EMP,L,PS,10
1996,NO,EMP,M_N,HW,178000
1996,NO,EMP,M_N,PS,124
1996,NO,EMP,OTQ,HW,971000
1996,NO,EMP,OTQ,PS,733
1996,NO,EMP,RTU,HW,104000
1996,NO,EMP,RTU,PS,76
1996,NO,EMP,_T,HW,3177000
1996,NO,EMP,_T,PS,2156
1996,NO,P51G,A,XDC,8081
1996,NO,P51G,BTE,XDC,75956
1996,NO,P51G,C,XDC,21695
1996,NO,P51G,F,XDC,4199
1996,NO,P51G,GTI,XDC,35978
1996,NO,P51G,J,XDC,9334
1996,NO,P51G,K,XDC,6114
1996,NO,P51G,L,XDC,38124
1996,NO,P51G,M_N,XDC,7116
1996,NO,P51G,OTQ,XDC,41044
1996,NO,P51G,RTU,XDC,4209
1996,NO,P51G,_T,XDC,230155
1996,NO,POP,_Z,PS,4381
1996,NO,SAL,A,HW,44000
1996,NO,SAL,A,PS,31
1996,NO,SAL,BTE,HW,512000
1996,NO,SAL,BTE,PS,323
1996,NO,SAL,C,HW,421000
1996,NO,SAL,C,PS,269
1996,NO,SAL,F,HW,146000
1996,NO,SAL,F,PS,91
1996,NO,SAL,GTI,HW,761000
1996,NO,SAL,GTI,PS,519
1996,NO,SAL,J,HW,98000
1996,NO,SAL,J,PS,64
1996,NO,SAL,K,HW,81000
1996,NO,SAL,K,PS,53
1996,NO,SAL,L,HW,14000
1996,NO,SAL,L,PS,10
1996,NO,SAL,M_N,HW,158000
1996,NO,SAL,M_N,PS,111
1996,NO,SAL,OTQ,HW,941000
1996,NO,SAL,OTQ,PS,717
1996,NO,SAL,RTU,HW,87000
1996,NO,SAL,RTU,PS,64
1996,NO,SAL,_T,HW,2842000
1996,NO,SAL,_T,PS,1980
1996,NO,SELF,A,HW,167000
1996,NO,SELF,A,PS,76
1996,NO,SELF,BTE,HW,10000
1996,NO,SELF,BTE,PS,7
1996,NO,SELF,C,HW,9000
1996,NO,SELF,C,PS,7
1996,NO,SELF,F,HW,32000
1996,NO,SELF,F,PS,18
1996,NO,SELF,GTI,HW,52000
1996,NO,SELF,GTI,PS,28
1996,NO,SELF,J,HW,7000
1996,NO,SELF,J,PS,6
1996,NO,SELF,K,HW,1000
1996,NO,SELF,K,PS,0
1996,NO,SELF,L,HW,0
1996,NO,SELF,L,PS,0
1996,NO,SELF,M_N,HW,20000
1996,NO,SELF,M_N,PS,14
1996,NO,SELF,OTQ,HW,30000
1996,NO,SELF,OTQ,PS,16
1996,NO,SELF,RTU,HW,17000
1996,NO,SELF,RTU,PS,12
1996,NO,SELF,_T,HW,336000
1996,NO,SELF,_T,PS,176
1996,PL,B1G,A,XDC,22310
1996,PL,B1G,BTE,XDC,106445
1996,PL,B1G,C,XDC,79136
1996,PL,B1G,F,XDC,32422
1996,PL,B1G,GTI,XDC,95600
1996,PL,B1G,J,XDC,10543
1996,PL,B1G,K,XDC,10774
1996,PL,B1G,L,XDC,23250
1996,PL,B1G,M_N,XDC,11857
1996,PL,B1G,OTQ,XDC,54863
1996,PL,B1G,RTU,XDC,11879
1996,PL,B1G,_T,PC,5.56309637162942
1996,PL,B1G,_T,XDC,379943
1996,PL,D1,A,XDC,4700
1996,PL,D1,BTE,XDC,63532
1996,PL,D1,C,XDC,45196
1996,PL,D1,F,XDC,11012
1996,PL,D1,GTI,XDC,28522
1996,PL,D1,J,XDC,5740
1996,PL,D1,K,XDC,6099
1996,PL,D1,L,XDC,2721
1996,PL,D1,M_N,XDC,5097
1996,PL,D1,OTQ,XDC,43213
1996,PL,D1,RTU,XDC,6968
1996,PL,D1,_T,XDC,177604
1996,PL,D21X31,_Z,XDC,51954
1996,PL,EMP,A,HW,6090159.2
1996,PL,EMP,A,PS,3169.3
1996,PL,EMP,BTE,HW,8166461.5
1996,PL,EMP,BTE,PS,3794.4
1996,PL,EMP,C,HW,6866079.3
1996,PL,EMP,C,PS,3170
1996,PL,EMP,F,HW,1581438.4
1996,PL,EMP,F,PS,644.6
1996,PL,EMP,GTI,HW,6248160.8
1996,PL,EMP,GTI,PS,2685.1
1996,PL,EMP,J,HW,416515.3
1996,PL,EMP,J,PS,177.8
1996,PL,EMP,K,HW,409988.4
1996,PL,EMP,K,PS,187.8
1996,PL,EMP,L,HW,310947.5
1996,PL,EMP,L,PS,167
1996,PL,EMP,M_N,HW,996648.5
1996,PL,EMP,M_N,PS,453.3
1996,PL,EMP,OTQ,HW,6180808.5
1996,PL,EMP,OTQ,PS,3317
1996,PL,EMP,RTU,HW,754968.5
1996,PL,EMP,RTU,PS,367.8
1996,PL,EMP,_T,HW,31156096.6
1996,PL,EMP,_T,PS,14964.1
1996,PL,P51G,A,XDC,5514
1996,PL,P51G,BTE,XDC,31445
1996,PL,P51G,C,XDC,20583
1996,PL,P51G,F,XDC,3035
1996,PL,P51G,GTI,XDC,16904
1996,PL,P51G,J,XDC,4472
1996,PL,P51G,K,XDC,2909
1996,PL,P51G,L,XDC,10154
1996,PL,P51G,M_N,XDC,2241
1996,PL,P51G,OTQ,XDC,5862
1996,PL,P51G,RTU,XDC,1176
1996,PL,P51G,_T,XDC,83712
1996,PL,POP,_Z,PS,38289
1996,PL,SAL,A,HW,523949.4
1996,PL,SAL,A,PS,250.1
1996,PL,SAL,BTE,HW,7471521.1
1996,PL,SAL,BTE,PS,3512.7
1996,PL,SAL,C,HW,6209644.4
1996,PL,SAL,C,PS,2903
1996,PL,SAL,F,HW,1266052
1996,PL,SAL,F,PS,522.2
1996,PL,SAL,GTI,HW,3967077.3
1996,PL,SAL,GTI,PS,1783.3
1996,PL,SAL,J,HW,371809.8
1996,PL,SAL,J,PS,160.2
1996,PL,SAL,K,HW,361876
1996,PL,SAL,K,PS,166.1
1996,PL,SAL,L,HW,302624.1
1996,PL,SAL,L,PS,162.5
1996,PL,SAL,M_N,HW,833540.5
1996,PL,SAL,M_N,PS,386.9
1996,PL,SAL,OTQ,HW,6124735.6
1996,PL,SAL,OTQ,PS,3288.1
1996,PL,SAL,RTU,HW,590350.2
1996,PL,SAL,RTU,PS,294.5
1996,PL,SAL,_T,HW,21813536
1996,PL,SAL,_T,PS,10526.6
1996,PL,SELF,A,HW,5566209.8
1996,PL,SELF,A,PS,2919.2
1996,PL,SELF,BTE,HW,694940.4
1996,PL,SELF,BTE,PS,281.7
1996,PL,SELF,C,HW,656434.9
1996,PL,SELF,C,PS,267
1996,PL,SELF,F,HW,315386.4
1996,PL,SELF,F,PS,122.4
1996,PL,SELF,GTI,HW,2281083.5
1996,PL,SELF,GTI,PS,901.8
1996,PL,SELF,J,HW,44705.5
1996,PL,SELF,J,PS,17.6
1996,PL,SELF,K,HW,48112.4
1996,PL,SELF,K,PS,21.7
1996,PL,SELF,L,HW,8323.4
1996,PL,SELF,L,PS,4.5
1996,PL,SELF,M_N,HW,163108
1996,PL,SELF,M_N,PS,66.4
1996,PL,SELF,OTQ,HW,56072.9
1996,PL,SELF,OTQ,PS,28.9
1996,PL,SELF,RTU,HW,164618.3
1996,PL,SELF,RTU,PS,73.3
1996,PL,SELF,_T,HW,9342560.6
1996,PL,SELF,_T,PS,4437.5
1996,PT,B1G,A,XDC,4331.442
1996,PT,B1G,BTE,XDC,18543.251
1996,PT,B1G,C,XDC,15639.698
1996,PT,B1G,F,XDC,5459.238
1996,PT,B1G,GTI,XDC,18477.302
1996,PT,B1G,J,XDC,2820.966
1996,PT,B1G,K,XDC,4675.719
1996,PT,B1G,L,XDC,6262.232
1996,PT,B1G,M_N,XDC,4711.947
1996,PT,B1G,OTQ,XDC,15795.561
1996,PT,B1G,RTU,XDC,1799.149
1996,PT,B1G,_T,PC,3.13556147082155
1996,PT,B1G,_T,XDC,82876.807
1996,PT,D1,A,XDC,675.449
1996,PT,D1,BTE,XDC,10220.621
1996,PT,D1,C,XDC,9480.07
1996,PT,D1,F,XDC,2886.271
1996,PT,D1,GTI,XDC,9207.196
1996,PT,D1,J,XDC,1192.613
1996,PT,D1,K,XDC,2520.142
1996,PT,D1,L,XDC,265.896
1996,PT,D1,M_N,XDC,3026.276
1996,PT,D1,OTQ,XDC,13415.344
1996,PT,D1,RTU,XDC,1350.371
1996,PT,D1,_T,XDC,44760.176
1996,PT,D21X31,_Z,XDC,11474.784
1996,PT,EMP,A,HW,1151520.18
1996,PT,EMP,A,PS,665.031
1996,PT,EMP,BTE,HW,1996778.609
1996,PT,EMP,BTE,PS,1082.873
1996,PT,EMP,C,HW,1872875.715
1996,PT,EMP,C,PS,1016.976
1996,PT,EMP,F,HW,880866.111
1996,PT,EMP,F,PS,427.371
1996,PT,EMP,GTI,HW,1926700.942
1996,PT,EMP,GTI,PS,926.505
1996,PT,EMP,J,HW,102597.721
1996,PT,EMP,J,PS,51.39
1996,PT,EMP,K,HW,183967.92
1996,PT,EMP,K,PS,99.084
1996,PT,EMP,L,HW,57837.745
1996,PT,EMP,L,PS,21.214
1996,PT,EMP,M_N,HW,581749.7
1996,PT,EMP,M_N,PS,294.367
1996,PT,EMP,OTQ,HW,1473596.818
1996,PT,EMP,OTQ,PS,807.611
1996,PT,EMP,RTU,HW,387978.914
1996,PT,EMP,RTU,PS,229.428
1996,PT,EMP,_T,HW,8743594.66
1996,PT,EMP,_T,PS,4604.874
1996,PT,P51G,A,XDC,731.278
1996,PT,P51G,BTE,XDC,3107.162
1996,PT,P51G,C,XDC,2480.573
1996,PT,P51G,F,XDC,1231.309
1996,PT,P51G,GTI,XDC,2847.239
1996,PT,P51G,J,XDC,951.56
1996,PT,P51G,K,XDC,998.821
1996,PT,P51G,L,XDC,6683.571
1996,PT,P51G,M_N,XDC,933.208
1996,PT,P51G,OTQ,XDC,4641.638
1996,PT,P51G,RTU,XDC,352.335
1996,PT,P51G,_T,XDC,22478.121
1996,PT,POP,_Z,PS,10063.9
1996,PT,SAL,A,HW,213857.636
1996,PT,SAL,A,PS,102.135
1996,PT,SAL,BTE,HW,1862210.099
1996,PT,SAL,BTE,PS,1014.803
1996,PT,SAL,C,HW,1740960.173
1996,PT,SAL,C,PS,950.327
1996,PT,SAL,F,HW,682967.005
1996,PT,SAL,F,PS,344.284
1996,PT,SAL,GTI,HW,1622894.976
1996,PT,SAL,GTI,PS,799.982
1996,PT,SAL,J,HW,94313.24
1996,PT,SAL,J,PS,47.705
1996,PT,SAL,K,HW,173250.689
1996,PT,SAL,K,PS,94.045
1996,PT,SAL,L,HW,45000.962
1996,PT,SAL,L,PS,16.144
1996,PT,SAL,M_N,HW,446170.586
1996,PT,SAL,M_N,PS,236.797
1996,PT,SAL,OTQ,HW,1404325.928
1996,PT,SAL,OTQ,PS,787.383
1996,PT,SAL,RTU,HW,303413.593
1996,PT,SAL,RTU,PS,193.485
1996,PT,SAL,_T,HW,6848404.714
1996,PT,SAL,_T,PS,3636.763
1996,PT,SELF,A,HW,937662.544
1996,PT,SELF,A,PS,562.896
1996,PT,SELF,BTE,HW,134568.51
1996,PT,SELF,BTE,PS,68.07
1996,PT,SELF,C,HW,131915.542
1996,PT,SELF,C,PS,66.649
1996,PT,SELF,F,HW,197899.106
1996,PT,SELF,F,PS,83.087
1996,PT,SELF,GTI,HW,303805.966
1996,PT,SELF,GTI,PS,126.523
1996,PT,SELF,J,HW,8284.481
1996,PT,SELF,J,PS,3.685
1996,PT,SELF,K,HW,10717.231
1996,PT,SELF,K,PS,5.039
1996,PT,SELF,L,HW,12836.783
1996,PT,SELF,L,PS,5.07
1996,PT,SELF,M_N,HW,135579.114
1996,PT,SELF,M_N,PS,57.57
1996,PT,SELF,OTQ,HW,69270.89
1996,PT,SELF,OTQ,PS,20.228
1996,PT,SELF,RTU,HW,84565.321
1996,PT,SELF,RTU,PS,35.943
1996,PT,SELF,_T,HW,1895189.946
1996,PT,SELF,_T,PS,968.111
1996,RO,B1G,A,XDC,1997.3
1996,RO,B1G,BTE,XDC,3560.6
1996,RO,B1G,C,XDC,2910.8
1996,RO,B1G,F,XDC,743.4
1996,RO,B1G,GTI,XDC,1922.7
1996,RO,B1G,J,XDC,300.7
1996,RO,B1G,K,XDC,521.4
1996,RO,B1G,L,XDC,779.1
1996,RO,B1G,M_N,XDC,213.6
1996,RO,B1G,OTQ,XDC,625.3
1996,RO,B1G,RTU,XDC,174.1
1996,RO,B1G,_T,PC,3.58479062167967
1996,RO,B1G,_T,XDC,10838.2
1996,RO,D1,A,XDC,229.4
1996,RO,D1,BTE,XDC,1862.4
1996,RO,D1,C,XDC,1436.1
1996,RO,D1,F,XDC,325.2
1996,RO,D1,GTI,XDC,740.3
1996,RO,D1,J,XDC,93.5
1996,RO,D1,K,XDC,118.7
1996,RO,D1,L,XDC,9
1996,RO,D1,M_N,XDC,105.8
1996,RO,D1,OTQ,XDC,536.2
1996,RO,D1,RTU,XDC,106.1
1996,RO,D1,_T,XDC,4126.6
1996,RO,D21X31,_Z,XDC,549.5
1996,RO,EMP,A,HW,8115386.3
1996,RO,EMP,A,PS,4600.6
1996,RO,EMP,BTE,HW,5672399.5
1996,RO,EMP,BTE,PS,2928.7
1996,RO,EMP,C,HW,4757432.4
1996,RO,EMP,C,PS,2453
1996,RO,EMP,F,HW,1155392.3
1996,RO,EMP,F,PS,606.6
1996,RO,EMP,GTI,HW,2935301.6
1996,RO,EMP,GTI,PS,1508
1996,RO,EMP,J,HW,263998.5
1996,RO,EMP,J,PS,135
1996,RO,EMP,K,HW,198691.6
1996,RO,EMP,K,PS,103.2
1996,RO,EMP,L,HW,75191.4
1996,RO,EMP,L,PS,39
1996,RO,EMP,M_N,HW,441124.3
1996,RO,EMP,M_N,PS,229.8
1996,RO,EMP,OTQ,HW,1542461.1
1996,RO,EMP,OTQ,PS,812.2
1996,RO,EMP,RTU,HW,516202.6
1996,RO,EMP,RTU,PS,273.3
1996,RO,EMP,_T,HW,20916149.2
1996,RO,EMP,_T,PS,11236.4
1996,RO,P51G,A,XDC,555.202964
1996,RO,P51G,BTE,XDC,338.098128
1996,RO,P51G,C,XDC,211.7078
1996,RO,P51G,F,XDC,199.536744
1996,RO,P51G,GTI,XDC,229.950949
1996,RO,P51G,J,XDC,32.971231
1996,RO,P51G,K,XDC,239.493207
1996,RO,P51G,L,XDC,235.532168
1996,RO,P51G,M_N,XDC,71.172657
1996,RO,P51G,OTQ,XDC,466.872832
1996,RO,P51G,RTU,XDC,239.269121
1996,RO,P51G,_T,XDC,2608.1
1996,RO,SAL,A,HW,1061714.9
1996,RO,SAL,A,PS,552.9
1996,RO,SAL,BTE,HW,5584719.1
1996,RO,SAL,BTE,PS,2882.1
