country,NUTS,ref_area,label,sto,vintage,time_period,obs_value
DK,2,DK05,Nordjylland,D1,2020,2018,101882
DK,2,DK05,Nordjylland,EMP,2020,2012,275
DK,2,DK05,Nordjylland,EMP,2020,2013,272
DK,2,DK05,Nordjylland,EMP,2020,2014,274
DK,2,DK05,Nordjylland,EMP,2020,2015,275
DK,2,DK05,Nordjylland,EMP,2020,2016,279
DK,2,DK05,Nordjylland,EMP,2020,2017,281
DK,2,DK05,Nordjylland,EMP,2020,2018,286
DK,2,DK05,Nordjylland,EMP,2020,2019,286.26
DK,2,DK05,Nordjylland,B1G,2021,2012,143587
DK,2,DK05,Nordjylland,B1G,2021,2013,145841
DK,2,DK05,Nordjylland,B1G,2021,2014,147994
DK,2,DK05,Nordjylland,B1G,2021,2015,152841
DK,2,DK05,Nordjylland,B1G,2021,2016,157570
DK,2,DK05,Nordjylland,B1G,2021,2017,164657
DK,2,DK05,Nordjylland,B1G,2021,2018,166165
DK,2,DK05,Nordjylland,B1G,2021,2019,170441
DK,2,DK05,Nordjylland,B1G,2021,2020,170768.12
DK,2,DK05,Nordjylland,B6N,2021,2012,82811
DK,2,DK05,Nordjylland,B6N,2021,2013,84656
DK,2,DK05,Nordjylland,B6N,2021,2014,84868
DK,2,DK05,Nordjylland,B6N,2021,2015,88264
DK,2,DK05,Nordjylland,B6N,2021,2016,91880
DK,2,DK05,Nordjylland,B6N,2021,2017,94827
DK,2,DK05,Nordjylland,B6N,2021,2018,97279
DK,2,DK05,Nordjylland,B6N,2021,2019,99975
DK,2,DK05,Nordjylland,D1,2021,2012,88527
DK,2,DK05,Nordjylland,D1,2021,2013,90056
DK,2,DK05,Nordjylland,D1,2021,2014,91271
DK,2,DK05,Nordjylland,D1,2021,2015,93050
DK,2,DK05,Nordjylland,D1,2021,2016,96446
DK,2,DK05,Nordjylland,D1,2021,2017,98825
DK,2,DK05,Nordjylland,D1,2021,2018,101763
DK,2,DK05,Nordjylland,D1,2021,2019,103981
DK,2,DK05,Nordjylland,EMP,2021,2012,275
DK,2,DK05,Nordjylland,EMP,2021,2013,272
DK,2,DK05,Nordjylland,EMP,2021,2014,274
DK,2,DK05,Nordjylland,EMP,2021,2015,275
DK,2,DK05,Nordjylland,EMP,2021,2016,279
DK,2,DK05,Nordjylland,EMP,2021,2017,281
DK,2,DK05,Nordjylland,EMP,2021,2018,286
DK,2,DK05,Nordjylland,EMP,2021,2019,286
DK,2,DK05,Nordjylland,EMP,2021,2020,284.43
DK,2,DK05,Nordjylland,B1G,2022,2021,174040.7
DK,2,DK05,Nordjylland,EMP,2022,2021,289.25
DK,2,DK05,Nordjylland,D1,2022,2012,88527
DK,2,DK05,Nordjylland,D1,2022,2013,90056
DK,2,DK05,Nordjylland,D1,2022,2014,91271
DK,2,DK05,Nordjylland,D1,2022,2015,93050
DK,2,DK05,Nordjylland,D1,2022,2016,96446
DK,2,DK05,Nordjylland,D1,2022,2017,98825
DK,2,DK05,Nordjylland,D1,2022,2018,101763
DK,2,DK05,Nordjylland,D1,2022,2019,104140
DK,2,DK05,Nordjylland,D1,2022,2020,105633
DK,2,DK05,Nordjylland,B1G,2022,2012,143587
DK,2,DK05,Nordjylland,B1G,2022,2013,145841
DK,2,DK05,Nordjylland,B1G,2022,2014,147994
DK,2,DK05,Nordjylland,B1G,2022,2015,152841
DK,2,DK05,Nordjylland,B1G,2022,2016,157570
DK,2,DK05,Nordjylland,B1G,2022,2017,164657
DK,2,DK05,Nordjylland,B1G,2022,2018,166165
DK,2,DK05,Nordjylland,B1G,2022,2019,170139
DK,2,DK05,Nordjylland,B1G,2022,2020,168548
DK,2,DK05,Nordjylland,EMP,2022,2012,275
DK,2,DK05,Nordjylland,EMP,2022,2013,272
DK,2,DK05,Nordjylland,EMP,2022,2014,274
DK,2,DK05,Nordjylland,EMP,2022,2015,275
DK,2,DK05,Nordjylland,EMP,2022,2016,279
DK,2,DK05,Nordjylland,EMP,2022,2017,281
DK,2,DK05,Nordjylland,EMP,2022,2018,286
DK,2,DK05,Nordjylland,EMP,2022,2019,287
DK,2,DK05,Nordjylland,EMP,2022,2020,284
DK,2,DK05,Nordjylland,B6N,2022,2012,82811
DK,2,DK05,Nordjylland,B6N,2022,2013,84656
DK,2,DK05,Nordjylland,B6N,2022,2014,84868
DK,2,DK05,Nordjylland,B6N,2022,2015,88264
DK,2,DK05,Nordjylland,B6N,2022,2016,91880
DK,2,DK05,Nordjylland,B6N,2022,2017,94827
DK,2,DK05,Nordjylland,B6N,2022,2018,97279
DK,2,DK05,Nordjylland,B6N,2022,2019,100142
DK,2,DK05,Nordjylland,B6N,2022,2020,100636
DK,2,DKZZ,Extra-regio,B1G,2014,2012,54604.14585
DK,2,DKZZ,Extra-regio,B1G,2014,2013,40878.35578
DK,2,DKZZ,Extra-regio,D1,2014,2012,4853.941395
DK,2,DKZZ,Extra-regio,EMP,2014,2012,6.904711511
DK,2,DKZZ,Extra-regio,EMP,2014,2013,6.241895676
DK,2,DKZZ,Extra-regio,B1G,2015,2012,57421
DK,2,DKZZ,Extra-regio,B1G,2015,2013,50278
DK,2,DKZZ,Extra-regio,B1G,2015,2014,43964
DK,2,DKZZ,Extra-regio,D1,2015,2012,5047
DK,2,DKZZ,Extra-regio,D1,2015,2013,4528
DK,2,DKZZ,Extra-regio,EMP,2015,2012,7
DK,2,DKZZ,Extra-regio,EMP,2015,2013,6
DK,2,DKZZ,Extra-regio,EMP,2015,2014,6
DK,2,DKZZ,Extra-regio,B1G,2016,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2016,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2016,2014,41179
DK,2,DKZZ,Extra-regio,B1G,2016,2015,27687
DK,2,DKZZ,Extra-regio,D1,2016,2012,5061
DK,2,DKZZ,Extra-regio,D1,2016,2013,4903
DK,2,DKZZ,Extra-regio,D1,2016,2014,4402
DK,2,DKZZ,Extra-regio,EMP,2016,2012,7
DK,2,DKZZ,Extra-regio,EMP,2016,2013,7
DK,2,DKZZ,Extra-regio,EMP,2016,2014,6
DK,2,DKZZ,Extra-regio,EMP,2016,2015,6
DK,2,DKZZ,Extra-regio,B1G,2017,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2017,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2017,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2017,2015,28516
DK,2,DKZZ,Extra-regio,B1G,2017,2016,23852
DK,2,DKZZ,Extra-regio,D1,2017,2012,5061
DK,2,DKZZ,Extra-regio,D1,2017,2013,4903
DK,2,DKZZ,Extra-regio,D1,2017,2014,4852
DK,2,DKZZ,Extra-regio,D1,2017,2015,5506
DK,2,DKZZ,Extra-regio,EMP,2017,2012,7
DK,2,DKZZ,Extra-regio,EMP,2017,2013,7
DK,2,DKZZ,Extra-regio,EMP,2017,2014,7
DK,2,DKZZ,Extra-regio,EMP,2017,2015,8
DK,2,DKZZ,Extra-regio,EMP,2017,2016,7
DK,2,DKZZ,Extra-regio,B1G,2018,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2018,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2018,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2018,2015,25541
DK,2,DKZZ,Extra-regio,B1G,2018,2016,21668
DK,2,DKZZ,Extra-regio,B1G,2018,2017,24408.5
DK,2,DKZZ,Extra-regio,D1,2018,2012,5061
DK,2,DKZZ,Extra-regio,D1,2018,2013,4903
DK,2,DKZZ,Extra-regio,D1,2018,2014,4854
DK,2,DKZZ,Extra-regio,D1,2018,2015,5209
DK,2,DKZZ,Extra-regio,D1,2018,2016,5831
DK,2,DKZZ,Extra-regio,EMP,2018,2012,7
DK,2,DKZZ,Extra-regio,EMP,2018,2013,7
DK,2,DKZZ,Extra-regio,EMP,2018,2014,7
DK,2,DKZZ,Extra-regio,EMP,2018,2015,7
DK,2,DKZZ,Extra-regio,EMP,2018,2016,7
DK,2,DKZZ,Extra-regio,EMP,2018,2017,6.6
DK,2,DKZZ,Extra-regio,B1G,2019,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2019,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2019,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2019,2015,25541
DK,2,DKZZ,Extra-regio,B1G,2019,2016,22419
DK,2,DKZZ,Extra-regio,B1G,2019,2017,21884
DK,2,DKZZ,Extra-regio,B1G,2019,2018,22599.27
DK,2,DKZZ,Extra-regio,D1,2019,2012,5061
DK,2,DKZZ,Extra-regio,D1,2019,2013,4903
DK,2,DKZZ,Extra-regio,D1,2019,2014,4854
DK,2,DKZZ,Extra-regio,D1,2019,2015,5209
DK,2,DKZZ,Extra-regio,D1,2019,2016,5821
DK,2,DKZZ,Extra-regio,D1,2019,2017,5017
DK,2,DKZZ,Extra-regio,EMP,2019,2012,7
DK,2,DKZZ,Extra-regio,EMP,2019,2013,7
DK,2,DKZZ,Extra-regio,EMP,2019,2014,7
DK,2,DKZZ,Extra-regio,EMP,2019,2015,7
DK,2,DKZZ,Extra-regio,EMP,2019,2016,6
DK,2,DKZZ,Extra-regio,EMP,2019,2017,4
DK,2,DKZZ,Extra-regio,EMP,2019,2018,4.65
DK,2,DKZZ,Extra-regio,B1G,2020,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2020,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2020,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2020,2015,25541
DK,2,DKZZ,Extra-regio,B1G,2020,2016,22419
DK,2,DKZZ,Extra-regio,B1G,2020,2017,22045
DK,2,DKZZ,Extra-regio,B1G,2020,2018,26087
DK,2,DKZZ,Extra-regio,B1G,2020,2019,25906.39
DK,2,DKZZ,Extra-regio,D1,2020,2012,5061
DK,2,DKZZ,Extra-regio,D1,2020,2013,4903
DK,2,DKZZ,Extra-regio,D1,2020,2014,4854
DK,2,DKZZ,Extra-regio,D1,2020,2015,5209
DK,2,DKZZ,Extra-regio,D1,2020,2016,5821
DK,2,DKZZ,Extra-regio,D1,2020,2017,5046
DK,2,DKZZ,Extra-regio,D1,2020,2018,6100
DK,2,DKZZ,Extra-regio,EMP,2020,2012,7
DK,2,DKZZ,Extra-regio,EMP,2020,2013,7
DK,2,DKZZ,Extra-regio,EMP,2020,2014,7
DK,2,DKZZ,Extra-regio,EMP,2020,2015,7
DK,2,DKZZ,Extra-regio,EMP,2020,2016,6
DK,2,DKZZ,Extra-regio,EMP,2020,2017,4
DK,2,DKZZ,Extra-regio,EMP,2020,2018,6
DK,2,DKZZ,Extra-regio,EMP,2020,2019,8.34
DK,2,DKZZ,Extra-regio,B1G,2021,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2021,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2021,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2021,2015,25541
DK,2,DKZZ,Extra-regio,B1G,2021,2016,22419
DK,2,DKZZ,Extra-regio,B1G,2021,2017,22045
DK,2,DKZZ,Extra-regio,B1G,2021,2018,25856
DK,2,DKZZ,Extra-regio,B1G,2021,2019,21593
DK,2,DKZZ,Extra-regio,B1G,2021,2020,15647.39
DK,2,DKZZ,Extra-regio,D1,2021,2012,5061
DK,2,DKZZ,Extra-regio,D1,2021,2013,4903
DK,2,DKZZ,Extra-regio,D1,2021,2014,4854
DK,2,DKZZ,Extra-regio,D1,2021,2015,5209
DK,2,DKZZ,Extra-regio,D1,2021,2016,5821
DK,2,DKZZ,Extra-regio,D1,2021,2017,5046
DK,2,DKZZ,Extra-regio,D1,2021,2018,6069
DK,2,DKZZ,Extra-regio,D1,2021,2019,6073
DK,2,DKZZ,Extra-regio,EMP,2021,2012,7
DK,2,DKZZ,Extra-regio,EMP,2021,2013,7
DK,2,DKZZ,Extra-regio,EMP,2021,2014,7
DK,2,DKZZ,Extra-regio,EMP,2021,2015,7
DK,2,DKZZ,Extra-regio,EMP,2021,2016,6
DK,2,DKZZ,Extra-regio,EMP,2021,2017,4
DK,2,DKZZ,Extra-regio,EMP,2021,2018,5
DK,2,DKZZ,Extra-regio,EMP,2021,2019,6
DK,2,DKZZ,Extra-regio,EMP,2021,2020,7.73
DK,2,DKZZ,Extra-regio,B1G,2022,2021,16341.49
DK,2,DKZZ,Extra-regio,EMP,2022,2021,5.34
DK,2,DKZZ,Extra-regio,D1,2022,2012,5061
DK,2,DKZZ,Extra-regio,D1,2022,2013,4903
DK,2,DKZZ,Extra-regio,D1,2022,2014,4854
DK,2,DKZZ,Extra-regio,D1,2022,2015,5209
DK,2,DKZZ,Extra-regio,D1,2022,2016,5821
DK,2,DKZZ,Extra-regio,D1,2022,2017,5046
DK,2,DKZZ,Extra-regio,D1,2022,2018,6069
DK,2,DKZZ,Extra-regio,D1,2022,2019,6136
DK,2,DKZZ,Extra-regio,D1,2022,2020,5946
DK,2,DKZZ,Extra-regio,B1G,2022,2012,57441
DK,2,DKZZ,Extra-regio,B1G,2022,2013,48747
DK,2,DKZZ,Extra-regio,B1G,2022,2014,40692
DK,2,DKZZ,Extra-regio,B1G,2022,2015,25541
DK,2,DKZZ,Extra-regio,B1G,2022,2016,22419
DK,2,DKZZ,Extra-regio,B1G,2022,2017,22045
DK,2,DKZZ,Extra-regio,B1G,2022,2018,25856
DK,2,DKZZ,Extra-regio,B1G,2022,2019,20305
DK,2,DKZZ,Extra-regio,B1G,2022,2020,12327
DK,2,DKZZ,Extra-regio,EMP,2022,2012,7
DK,2,DKZZ,Extra-regio,EMP,2022,2013,7
DK,2,DKZZ,Extra-regio,EMP,2022,2014,7
DK,2,DKZZ,Extra-regio,EMP,2022,2015,7
DK,2,DKZZ,Extra-regio,EMP,2022,2016,6
DK,2,DKZZ,Extra-regio,EMP,2022,2017,4
DK,2,DKZZ,Extra-regio,EMP,2022,2018,5
DK,2,DKZZ,Extra-regio,EMP,2022,2019,6
DK,2,DKZZ,Extra-regio,EMP,2022,2020,6
