table_identifier,country,ref_area,NUTS,accounting_entry,sto,activity,unit_measure,time_period,type,obs_value
T1001,CY,CY,0,_Z,B1G,_T,PC,2000,T,5.965
T1001,CY,CY,0,_Z,B1G,_T,PC,2000,V,5.965
T1001,CY,CY,0,_Z,B1G,_T,PC,2001,T,3.953
T1001,CY,CY,0,_Z,B1G,_T,PC,2001,V,3.953
T1001,CY,CY,0,_Z,B1G,_T,PC,2002,T,3.723
T1001,CY,CY,0,_Z,B1G,_T,PC,2002,V,3.723
T1001,CY,CY,0,_Z,B1G,_T,PC,2003,T,2.623
T1001,CY,CY,0,_Z,B1G,_T,PC,2003,V,2.623
T1001,CY,CY,0,_Z,B1G,_T,PC,2004,T,5.026
T1001,CY,CY,0,_Z,B1G,_T,PC,2004,V,5.026
T1001,CY,CY,0,_Z,B1G,_T,PC,2005,T,4.853
T1001,CY,CY,0,_Z,B1G,_T,PC,2005,V,4.853
T1001,CY,CY,0,_Z,B1G,_T,PC,2006,T,4.714
T1001,CY,CY,0,_Z,B1G,_T,PC,2006,V,4.714
T1001,CY,CY,0,_Z,B1G,_T,PC,2007,T,5.098
T1001,CY,CY,0,_Z,B1G,_T,PC,2007,V,5.098
T1001,CY,CY,0,_Z,B1G,_T,PC,2008,T,3.647
T1001,CY,CY,0,_Z,B1G,_T,PC,2008,V,3.647
T1001,CY,CY,0,_Z,B1G,_T,PC,2009,T,-2.015
T1001,CY,CY,0,_Z,B1G,_T,PC,2009,V,-2.015
T1001,CY,CY,0,_Z,B1G,_T,PC,2010,T,2.32
T1001,CY,CY,0,_Z,B1G,_T,PC,2010,V,2.015
T1001,CY,CY,0,_Z,B1G,_T,PC,2011,T,0.417
T1001,CY,CY,0,_Z,B1G,_T,PC,2011,V,0.401
T1001,CY,CY,0,_Z,B1G,_T,PC,2012,T,-3.447
T1001,CY,CY,0,_Z,B1G,_T,PC,2012,V,-3.447
T1001,CY,CY,0,_Z,B1G,_T,PC,2013,T,-6.587
T1001,CY,CY,0,_Z,B1G,_T,PC,2013,V,-6.553
T1001,CY,CY,0,_Z,B1G,_T,PC,2014,T,-1.776
T1001,CY,CY,0,_Z,B1G,_T,PC,2014,V,-1.829
T1001,CY,CY,0,_Z,B1G,_T,PC,2015,T,3.26
T1001,CY,CY,0,_Z,B1G,_T,PC,2015,V,3.219
T1001,CY,CY,0,_Z,B1G,_T,PC,2016,T,6.574
T1001,CY,CY,0,_Z,B1G,_T,PC,2016,V,6.438
T1001,CY,CY,0,_Z,B1G,_T,PC,2017,T,5.75
T1001,CY,CY,0,_Z,B1G,_T,PC,2017,V,5.886
T1001,CY,CY,0,_Z,B1G,_T,PC,2018,T,5.67
T1001,CY,CY,0,_Z,B1G,_T,PC,2018,V,5.724
T1001,CY,CY,0,_Z,B1G,_T,PC,2019,T,5.671
T1001,CY,CY,0,_Z,B1G,_T,PC,2019,V,5.283
T1001,CY,CY,0,_Z,B1G,_T,PC,2020,T,-4.372
T1001,CY,CY,0,_Z,B1G,_T,PC,2020,V,-5.229
T1001,CY,CY,0,_Z,B1G,_T,PC,2021,T,6.639
T1001,CY,CY,0,_Z,B1G,_T,PC,2021,V,
T1001,CY,CY,0,B,B1G,_T,XDC,2000,T,9653.681
T1001,CY,CY,0,B,B1G,_T,XDC,2000,V,9653.681
T1001,CY,CY,0,B,B1G,_T,XDC,2001,T,10342.591
T1001,CY,CY,0,B,B1G,_T,XDC,2001,V,10342.591
T1001,CY,CY,0,B,B1G,_T,XDC,2002,T,10703.837
T1001,CY,CY,0,B,B1G,_T,XDC,2002,V,10703.837
T1001,CY,CY,0,B,B1G,_T,XDC,2003,T,11396.588
T1001,CY,CY,0,B,B1G,_T,XDC,2003,V,11396.588
T1001,CY,CY,0,B,B1G,_T,XDC,2004,T,12190.142
T1001,CY,CY,0,B,B1G,_T,XDC,2004,V,12190.142
T1001,CY,CY,0,B,B1G,_T,XDC,2005,T,12949.748
T1001,CY,CY,0,B,B1G,_T,XDC,2005,V,12949.748
T1001,CY,CY,0,B,B1G,_T,XDC,2006,T,13935.86
T1001,CY,CY,0,B,B1G,_T,XDC,2006,V,13935.86
T1001,CY,CY,0,B,B1G,_T,XDC,2007,T,15116.038
T1001,CY,CY,0,B,B1G,_T,XDC,2007,V,15116.038
T1001,CY,CY,0,B,B1G,_T,XDC,2008,T,16416.525
T1001,CY,CY,0,B,B1G,_T,XDC,2008,V,16416.525
T1001,CY,CY,0,B,B1G,_T,XDC,2009,T,16419.53
T1001,CY,CY,0,B,B1G,_T,XDC,2009,V,16419.53
T1001,CY,CY,0,B,B1G,_T,XDC,2010,T,17160.459
T1001,CY,CY,0,B,B1G,_T,XDC,2010,V,17109.306
T1001,CY,CY,0,B,B1G,_T,XDC,2011,T,17649.124
T1001,CY,CY,0,B,B1G,_T,XDC,2011,V,17594.082
T1001,CY,CY,0,B,B1G,_T,XDC,2012,T,17293.858
T1001,CY,CY,0,B,B1G,_T,XDC,2012,V,17239.263
T1001,CY,CY,0,B,B1G,_T,XDC,2013,T,16037.782
T1001,CY,CY,0,B,B1G,_T,XDC,2013,V,15992.412
T1001,CY,CY,0,B,B1G,_T,XDC,2014,T,15322.825
T1001,CY,CY,0,B,B1G,_T,XDC,2014,V,15270.186
T1001,CY,CY,0,B,B1G,_T,XDC,2015,T,15714.87
T1001,CY,CY,0,B,B1G,_T,XDC,2015,V,15654.676
T1001,CY,CY,0,B,B1G,_T,XDC,2016,T,16646.482
T1001,CY,CY,0,B,B1G,_T,XDC,2016,V,16562.007
T1001,CY,CY,0,B,B1G,_T,XDC,2017,T,17740.457
T1001,CY,CY,0,B,B1G,_T,XDC,2017,V,17673.277
T1001,CY,CY,0,B,B1G,_T,XDC,2018,T,18891.945
T1001,CY,CY,0,B,B1G,_T,XDC,2018,V,18829.448
T1001,CY,CY,0,B,B1G,_T,XDC,2019,T,20326.092
T1001,CY,CY,0,B,B1G,_T,XDC,2019,V,20160.051
T1001,CY,CY,0,B,B1G,_T,XDC,2020,T,19479.091
T1001,CY,CY,0,B,B1G,_T,XDC,2020,V,19132.303
T1001,CY,CY,0,B,B1G,_T,XDC,2021,T,21146.967
T1001,CY,CY,0,B,B1G,_T,XDC,2021,V,
T1001,CY,CY,0,_Z,EMP,_T,PS,2000,T,314.764
T1001,CY,CY,0,_Z,EMP,_T,PS,2000,V,314.764
T1001,CY,CY,0,_Z,EMP,_T,PS,2001,T,321.571
T1001,CY,CY,0,_Z,EMP,_T,PS,2001,V,321.571
T1001,CY,CY,0,_Z,EMP,_T,PS,2002,T,328.297
T1001,CY,CY,0,_Z,EMP,_T,PS,2002,V,328.297
T1001,CY,CY,0,_Z,EMP,_T,PS,2003,T,340.105
T1001,CY,CY,0,_Z,EMP,_T,PS,2003,V,340.105
T1001,CY,CY,0,_Z,EMP,_T,PS,2004,T,353.611
T1001,CY,CY,0,_Z,EMP,_T,PS,2004,V,353.611
T1001,CY,CY,0,_Z,EMP,_T,PS,2005,T,366.457
T1001,CY,CY,0,_Z,EMP,_T,PS,2005,V,366.457
T1001,CY,CY,0,_Z,EMP,_T,PS,2006,T,373.251
T1001,CY,CY,0,_Z,EMP,_T,PS,2006,V,373.251
T1001,CY,CY,0,_Z,EMP,_T,PS,2007,T,389.777
T1001,CY,CY,0,_Z,EMP,_T,PS,2007,V,389.777
T1001,CY,CY,0,_Z,EMP,_T,PS,2008,T,403.512
T1001,CY,CY,0,_Z,EMP,_T,PS,2008,V,403.512
T1001,CY,CY,0,_Z,EMP,_T,PS,2009,T,403.643
T1001,CY,CY,0,_Z,EMP,_T,PS,2009,V,403.643
T1001,CY,CY,0,_Z,EMP,_T,PS,2010,T,406.138
T1001,CY,CY,0,_Z,EMP,_T,PS,2010,V,406.138
T1001,CY,CY,0,_Z,EMP,_T,PS,2011,T,407.264
T1001,CY,CY,0,_Z,EMP,_T,PS,2011,V,407.264
T1001,CY,CY,0,_Z,EMP,_T,PS,2012,T,392.811
T1001,CY,CY,0,_Z,EMP,_T,PS,2012,V,392.811
T1001,CY,CY,0,_Z,EMP,_T,PS,2013,T,370.848
T1001,CY,CY,0,_Z,EMP,_T,PS,2013,V,370.848
T1001,CY,CY,0,_Z,EMP,_T,PS,2014,T,363.409
T1001,CY,CY,0,_Z,EMP,_T,PS,2014,V,363.409
T1001,CY,CY,0,_Z,EMP,_T,PS,2015,T,369.117
T1001,CY,CY,0,_Z,EMP,_T,PS,2015,V,369.117
T1001,CY,CY,0,_Z,EMP,_T,PS,2016,T,386.308
T1001,CY,CY,0,_Z,EMP,_T,PS,2016,V,386.308
T1001,CY,CY,0,_Z,EMP,_T,PS,2017,T,407.135
T1001,CY,CY,0,_Z,EMP,_T,PS,2017,V,407.135
T1001,CY,CY,0,_Z,EMP,_T,PS,2018,T,428.903
T1001,CY,CY,0,_Z,EMP,_T,PS,2018,V,428.903
T1001,CY,CY,0,_Z,EMP,_T,PS,2019,T,445.141
T1001,CY,CY,0,_Z,EMP,_T,PS,2019,V,445.141
T1001,CY,CY,0,_Z,EMP,_T,PS,2020,T,439.859
T1001,CY,CY,0,_Z,EMP,_T,PS,2020,V,442.664
T1001,CY,CY,0,_Z,EMP,_T,PS,2021,T,445.358
T1001,CY,CY,0,_Z,EMP,_T,PS,2021,V,
T1001,CY,CY,0,_Z,POP,_Z,PS,2000,T,694
T1001,CY,CY,0,_Z,POP,_Z,PS,2000,V,694
T1001,CY,CY,0,_Z,POP,_Z,PS,2001,T,701.5
T1001,CY,CY,0,_Z,POP,_Z,PS,2001,V,701.5
T1001,CY,CY,0,_Z,POP,_Z,PS,2002,T,709.61
T1001,CY,CY,0,_Z,POP,_Z,PS,2002,V,709.61
T1001,CY,CY,0,_Z,POP,_Z,PS,2003,T,718.307
T1001,CY,CY,0,_Z,POP,_Z,PS,2003,V,718.307
T1001,CY,CY,0,_Z,POP,_Z,PS,2004,T,727.98
T1001,CY,CY,0,_Z,POP,_Z,PS,2004,V,727.98
T1001,CY,CY,0,_Z,POP,_Z,PS,2005,T,738.54
T1001,CY,CY,0,_Z,POP,_Z,PS,2005,V,738.54
T1001,CY,CY,0,_Z,POP,_Z,PS,2006,T,750.965
T1001,CY,CY,0,_Z,POP,_Z,PS,2006,V,750.965
T1001,CY,CY,0,_Z,POP,_Z,PS,2007,T,767.125
T1001,CY,CY,0,_Z,POP,_Z,PS,2007,V,767.125
T1001,CY,CY,0,_Z,POP,_Z,PS,2008,T,786.632
T1001,CY,CY,0,_Z,POP,_Z,PS,2008,V,786.632
T1001,CY,CY,0,_Z,POP,_Z,PS,2009,T,808.035
T1001,CY,CY,0,_Z,POP,_Z,PS,2009,V,808.035
T1001,CY,CY,0,_Z,POP,_Z,PS,2010,T,829.446
T1001,CY,CY,0,_Z,POP,_Z,PS,2010,V,829.446
T1001,CY,CY,0,_Z,POP,_Z,PS,2011,T,850.881
T1001,CY,CY,0,_Z,POP,_Z,PS,2011,V,850.881
T1001,CY,CY,0,_Z,POP,_Z,PS,2012,T,863.945
T1001,CY,CY,0,_Z,POP,_Z,PS,2012,V,863.945
T1001,CY,CY,0,_Z,POP,_Z,PS,2013,T,861.939
T1001,CY,CY,0,_Z,POP,_Z,PS,2013,V,861.939
T1001,CY,CY,0,_Z,POP,_Z,PS,2014,T,852.504
T1001,CY,CY,0,_Z,POP,_Z,PS,2014,V,852.504
T1001,CY,CY,0,_Z,POP,_Z,PS,2015,T,847.664
T1001,CY,CY,0,_Z,POP,_Z,PS,2015,V,847.664
T1001,CY,CY,0,_Z,POP,_Z,PS,2016,T,851.561
T1001,CY,CY,0,_Z,POP,_Z,PS,2016,V,851.561
T1001,CY,CY,0,_Z,POP,_Z,PS,2017,T,859.519
T1001,CY,CY,0,_Z,POP,_Z,PS,2017,V,859.519
T1001,CY,CY,0,_Z,POP,_Z,PS,2018,T,870.068
T1001,CY,CY,0,_Z,POP,_Z,PS,2018,V,870.068
T1001,CY,CY,0,_Z,POP,_Z,PS,2019,T,881.952
T1001,CY,CY,0,_Z,POP,_Z,PS,2019,V,881.952
T1001,CY,CY,0,_Z,POP,_Z,PS,2020,T,892.003
T1001,CY,CY,0,_Z,POP,_Z,PS,2020,V,892.003
T1001,CY,CY,0,_Z,POP,_Z,PS,2021,T,900.35
T1001,CY,CY,0,_Z,POP,_Z,PS,2021,V,
T1001,CY,CY0,1,_Z,B1G,_T,PC,2000,T,5.965
T1001,CY,CY0,1,_Z,B1G,_T,PC,2000,V,5.965
T1001,CY,CY0,1,_Z,B1G,_T,PC,2001,T,3.953
T1001,CY,CY0,1,_Z,B1G,_T,PC,2001,V,3.953
T1001,CY,CY0,1,_Z,B1G,_T,PC,2002,T,3.723
T1001,CY,CY0,1,_Z,B1G,_T,PC,2002,V,3.723
T1001,CY,CY0,1,_Z,B1G,_T,PC,2003,T,2.623
T1001,CY,CY0,1,_Z,B1G,_T,PC,2003,V,2.623
T1001,CY,CY0,1,_Z,B1G,_T,PC,2004,T,5.026
T1001,CY,CY0,1,_Z,B1G,_T,PC,2004,V,5.026
T1001,CY,CY0,1,_Z,B1G,_T,PC,2005,T,4.853
T1001,CY,CY0,1,_Z,B1G,_T,PC,2005,V,4.853
T1001,CY,CY0,1,_Z,B1G,_T,PC,2006,T,4.714
T1001,CY,CY0,1,_Z,B1G,_T,PC,2006,V,4.714
T1001,CY,CY0,1,_Z,B1G,_T,PC,2007,T,5.098
T1001,CY,CY0,1,_Z,B1G,_T,PC,2007,V,5.098
T1001,CY,CY0,1,_Z,B1G,_T,PC,2008,T,3.647
T1001,CY,CY0,1,_Z,B1G,_T,PC,2008,V,3.647
T1001,CY,CY0,1,_Z,B1G,_T,PC,2009,T,-2.015
T1001,CY,CY0,1,_Z,B1G,_T,PC,2009,V,-2.015
T1001,CY,CY0,1,_Z,B1G,_T,PC,2010,T,2.32
T1001,CY,CY0,1,_Z,B1G,_T,PC,2010,V,2.015
T1001,CY,CY0,1,_Z,B1G,_T,PC,2011,T,0.417
T1001,CY,CY0,1,_Z,B1G,_T,PC,2011,V,0.401
T1001,CY,CY0,1,_Z,B1G,_T,PC,2012,T,-3.447
T1001,CY,CY0,1,_Z,B1G,_T,PC,2012,V,-3.447
T1001,CY,CY0,1,_Z,B1G,_T,PC,2013,T,-6.587
T1001,CY,CY0,1,_Z,B1G,_T,PC,2013,V,-6.553
T1001,CY,CY0,1,_Z,B1G,_T,PC,2014,T,-1.776
T1001,CY,CY0,1,_Z,B1G,_T,PC,2014,V,-1.829
T1001,CY,CY0,1,_Z,B1G,_T,PC,2015,T,3.26
T1001,CY,CY0,1,_Z,B1G,_T,PC,2015,V,3.219
T1001,CY,CY0,1,_Z,B1G,_T,PC,2016,T,6.574
T1001,CY,CY0,1,_Z,B1G,_T,PC,2016,V,6.438
T1001,CY,CY0,1,_Z,B1G,_T,PC,2017,T,5.75
T1001,CY,CY0,1,_Z,B1G,_T,PC,2017,V,5.886
T1001,CY,CY0,1,_Z,B1G,_T,PC,2018,T,5.67
T1001,CY,CY0,1,_Z,B1G,_T,PC,2018,V,5.724
T1001,CY,CY0,1,_Z,B1G,_T,PC,2019,T,5.671
T1001,CY,CY0,1,_Z,B1G,_T,PC,2019,V,5.283
T1001,CY,CY0,1,_Z,B1G,_T,PC,2020,T,-4.372
T1001,CY,CY0,1,_Z,B1G,_T,PC,2020,V,-5.229
T1001,CY,CY0,1,_Z,B1G,_T,PC,2021,T,6.639
T1001,CY,CY0,1,_Z,B1G,_T,PC,2021,V,
T1001,CY,CY0,1,B,B1G,_T,XDC,2000,T,9653.681
T1001,CY,CY0,1,B,B1G,_T,XDC,2000,V,9653.681
T1001,CY,CY0,1,B,B1G,_T,XDC,2001,T,10342.591
T1001,CY,CY0,1,B,B1G,_T,XDC,2001,V,10342.591
T1001,CY,CY0,1,B,B1G,_T,XDC,2002,T,10703.837
T1001,CY,CY0,1,B,B1G,_T,XDC,2002,V,10703.837
T1001,CY,CY0,1,B,B1G,_T,XDC,2003,T,11396.588
T1001,CY,CY0,1,B,B1G,_T,XDC,2003,V,11396.588
T1001,CY,CY0,1,B,B1G,_T,XDC,2004,T,12190.142
T1001,CY,CY0,1,B,B1G,_T,XDC,2004,V,12190.142
T1001,CY,CY0,1,B,B1G,_T,XDC,2005,T,12949.748
T1001,CY,CY0,1,B,B1G,_T,XDC,2005,V,12949.748
T1001,CY,CY0,1,B,B1G,_T,XDC,2006,T,13935.86
T1001,CY,CY0,1,B,B1G,_T,XDC,2006,V,13935.86
T1001,CY,CY0,1,B,B1G,_T,XDC,2007,T,15116.038
T1001,CY,CY0,1,B,B1G,_T,XDC,2007,V,15116.038
T1001,CY,CY0,1,B,B1G,_T,XDC,2008,T,16416.525
T1001,CY,CY0,1,B,B1G,_T,XDC,2008,V,16416.525
T1001,CY,CY0,1,B,B1G,_T,XDC,2009,T,16419.53
T1001,CY,CY0,1,B,B1G,_T,XDC,2009,V,16419.53
T1001,CY,CY0,1,B,B1G,_T,XDC,2010,T,17160.459
T1001,CY,CY0,1,B,B1G,_T,XDC,2010,V,17109.306
T1001,CY,CY0,1,B,B1G,_T,XDC,2011,T,17649.124
T1001,CY,CY0,1,B,B1G,_T,XDC,2011,V,17594.082
T1001,CY,CY0,1,B,B1G,_T,XDC,2012,T,17293.858
T1001,CY,CY0,1,B,B1G,_T,XDC,2012,V,17239.263
T1001,CY,CY0,1,B,B1G,_T,XDC,2013,T,16037.782
T1001,CY,CY0,1,B,B1G,_T,XDC,2013,V,15992.412
T1001,CY,CY0,1,B,B1G,_T,XDC,2014,T,15322.825
T1001,CY,CY0,1,B,B1G,_T,XDC,2014,V,15270.186
T1001,CY,CY0,1,B,B1G,_T,XDC,2015,T,15714.87
T1001,CY,CY0,1,B,B1G,_T,XDC,2015,V,15654.676
T1001,CY,CY0,1,B,B1G,_T,XDC,2016,T,16646.482
T1001,CY,CY0,1,B,B1G,_T,XDC,2016,V,16562.007
T1001,CY,CY0,1,B,B1G,_T,XDC,2017,T,17740.457
T1001,CY,CY0,1,B,B1G,_T,XDC,2017,V,17673.277
T1001,CY,CY0,1,B,B1G,_T,XDC,2018,T,18891.945
T1001,CY,CY0,1,B,B1G,_T,XDC,2018,V,18829.448
T1001,CY,CY0,1,B,B1G,_T,XDC,2019,T,20326.092
T1001,CY,CY0,1,B,B1G,_T,XDC,2019,V,20160.051
T1001,CY,CY0,1,B,B1G,_T,XDC,2020,T,19479.091
T1001,CY,CY0,1,B,B1G,_T,XDC,2020,V,19132.303
T1001,CY,CY0,1,B,B1G,_T,XDC,2021,T,21146.967
T1001,CY,CY0,1,B,B1G,_T,XDC,2021,V,
T1001,CY,CY0,1,_Z,EMP,_T,PS,2000,T,314.764
T1001,CY,CY0,1,_Z,EMP,_T,PS,2000,V,314.764
T1001,CY,CY0,1,_Z,EMP,_T,PS,2001,T,321.571
T1001,CY,CY0,1,_Z,EMP,_T,PS,2001,V,321.571
T1001,CY,CY0,1,_Z,EMP,_T,PS,2002,T,328.297
T1001,CY,CY0,1,_Z,EMP,_T,PS,2002,V,328.297
T1001,CY,CY0,1,_Z,EMP,_T,PS,2003,T,340.105
T1001,CY,CY0,1,_Z,EMP,_T,PS,2003,V,340.105
T1001,CY,CY0,1,_Z,EMP,_T,PS,2004,T,353.611
T1001,CY,CY0,1,_Z,EMP,_T,PS,2004,V,353.611
T1001,CY,CY0,1,_Z,EMP,_T,PS,2005,T,366.457
T1001,CY,CY0,1,_Z,EMP,_T,PS,2005,V,366.457
T1001,CY,CY0,1,_Z,EMP,_T,PS,2006,T,373.251
T1001,CY,CY0,1,_Z,EMP,_T,PS,2006,V,373.251
T1001,CY,CY0,1,_Z,EMP,_T,PS,2007,T,389.777
T1001,CY,CY0,1,_Z,EMP,_T,PS,2007,V,389.777
T1001,CY,CY0,1,_Z,EMP,_T,PS,2008,T,403.512
T1001,CY,CY0,1,_Z,EMP,_T,PS,2008,V,403.512
T1001,CY,CY0,1,_Z,EMP,_T,PS,2009,T,403.643
T1001,CY,CY0,1,_Z,EMP,_T,PS,2009,V,403.643
T1001,CY,CY0,1,_Z,EMP,_T,PS,2010,T,406.138
T1001,CY,CY0,1,_Z,EMP,_T,PS,2010,V,406.138
T1001,CY,CY0,1,_Z,EMP,_T,PS,2011,T,407.264
T1001,CY,CY0,1,_Z,EMP,_T,PS,2011,V,407.264
T1001,CY,CY0,1,_Z,EMP,_T,PS,2012,T,392.811
T1001,CY,CY0,1,_Z,EMP,_T,PS,2012,V,392.811
T1001,CY,CY0,1,_Z,EMP,_T,PS,2013,T,370.848
T1001,CY,CY0,1,_Z,EMP,_T,PS,2013,V,370.848
T1001,CY,CY0,1,_Z,EMP,_T,PS,2014,T,363.409
T1001,CY,CY0,1,_Z,EMP,_T,PS,2014,V,363.409
T1001,CY,CY0,1,_Z,EMP,_T,PS,2015,T,369.117
T1001,CY,CY0,1,_Z,EMP,_T,PS,2015,V,369.117
T1001,CY,CY0,1,_Z,EMP,_T,PS,2016,T,386.308
T1001,CY,CY0,1,_Z,EMP,_T,PS,2016,V,386.308
T1001,CY,CY0,1,_Z,EMP,_T,PS,2017,T,407.135
T1001,CY,CY0,1,_Z,EMP,_T,PS,2017,V,407.135
T1001,CY,CY0,1,_Z,EMP,_T,PS,2018,T,428.903
T1001,CY,CY0,1,_Z,EMP,_T,PS,2018,V,428.903
T1001,CY,CY0,1,_Z,EMP,_T,PS,2019,T,445.141
T1001,CY,CY0,1,_Z,EMP,_T,PS,2019,V,445.141
T1001,CY,CY0,1,_Z,EMP,_T,PS,2020,T,439.859
T1001,CY,CY0,1,_Z,EMP,_T,PS,2020,V,442.664
T1001,CY,CY0,1,_Z,EMP,_T,PS,2021,T,445.358
T1001,CY,CY0,1,_Z,EMP,_T,PS,2021,V,
T1001,CY,CY0,1,_Z,POP,_Z,PS,2000,T,694
T1001,CY,CY0,1,_Z,POP,_Z,PS,2000,V,694
T1001,CY,CY0,1,_Z,POP,_Z,PS,2001,T,701.5
T1001,CY,CY0,1,_Z,POP,_Z,PS,2001,V,701.5
T1001,CY,CY0,1,_Z,POP,_Z,PS,2002,T,709.61
T1001,CY,CY0,1,_Z,POP,_Z,PS,2002,V,709.61
T1001,CY,CY0,1,_Z,POP,_Z,PS,2003,T,718.307
T1001,CY,CY0,1,_Z,POP,_Z,PS,2003,V,718.307
T1001,CY,CY0,1,_Z,POP,_Z,PS,2004,T,727.98
T1001,CY,CY0,1,_Z,POP,_Z,PS,2004,V,727.98
T1001,CY,CY0,1,_Z,POP,_Z,PS,2005,T,738.54
T1001,CY,CY0,1,_Z,POP,_Z,PS,2005,V,738.54
T1001,CY,CY0,1,_Z,POP,_Z,PS,2006,T,750.965
T1001,CY,CY0,1,_Z,POP,_Z,PS,2006,V,750.965
T1001,CY,CY0,1,_Z,POP,_Z,PS,2007,T,767.125
T1001,CY,CY0,1,_Z,POP,_Z,PS,2007,V,767.125
T1001,CY,CY0,1,_Z,POP,_Z,PS,2008,T,786.632
T1001,CY,CY0,1,_Z,POP,_Z,PS,2008,V,786.632
T1001,CY,CY0,1,_Z,POP,_Z,PS,2009,T,808.035
T1001,CY,CY0,1,_Z,POP,_Z,PS,2009,V,808.035
T1001,CY,CY0,1,_Z,POP,_Z,PS,2010,T,829.446
T1001,CY,CY0,1,_Z,POP,_Z,PS,2010,V,829.446
T1001,CY,CY0,1,_Z,POP,_Z,PS,2011,T,850.881
T1001,CY,CY0,1,_Z,POP,_Z,PS,2011,V,850.881
T1001,CY,CY0,1,_Z,POP,_Z,PS,2012,T,863.945
T1001,CY,CY0,1,_Z,POP,_Z,PS,2012,V,863.945
T1001,CY,CY0,1,_Z,POP,_Z,PS,2013,T,861.939
T1001,CY,CY0,1,_Z,POP,_Z,PS,2013,V,861.939
T1001,CY,CY0,1,_Z,POP,_Z,PS,2014,T,852.504
T1001,CY,CY0,1,_Z,POP,_Z,PS,2014,V,852.504
T1001,CY,CY0,1,_Z,POP,_Z,PS,2015,T,847.664
T1001,CY,CY0,1,_Z,POP,_Z,PS,2015,V,847.664
T1001,CY,CY0,1,_Z,POP,_Z,PS,2016,T,851.561
T1001,CY,CY0,1,_Z,POP,_Z,PS,2016,V,851.561
T1001,CY,CY0,1,_Z,POP,_Z,PS,2017,T,859.519
T1001,CY,CY0,1,_Z,POP,_Z,PS,2017,V,859.519
T1001,CY,CY0,1,_Z,POP,_Z,PS,2018,T,870.068
T1001,CY,CY0,1,_Z,POP,_Z,PS,2018,V,870.068
T1001,CY,CY0,1,_Z,POP,_Z,PS,2019,T,881.952
T1001,CY,CY0,1,_Z,POP,_Z,PS,2019,V,881.952
T1001,CY,CY0,1,_Z,POP,_Z,PS,2020,T,892.003
T1001,CY,CY0,1,_Z,POP,_Z,PS,2020,V,892.003
T1001,CY,CY0,1,_Z,POP,_Z,PS,2021,T,900.35
T1001,CY,CY0,1,_Z,POP,_Z,PS,2021,V,
T1001,CY,CY00,2,_Z,B1G,_T,PC,2000,T,5.965
T1001,CY,CY00,2,_Z,B1G,_T,PC,2000,V,5.965
T1001,CY,CY00,2,_Z,B1G,_T,PC,2001,T,3.953
T1001,CY,CY00,2,_Z,B1G,_T,PC,2001,V,3.953
T1001,CY,CY00,2,_Z,B1G,_T,PC,2002,T,3.723
T1001,CY,CY00,2,_Z,B1G,_T,PC,2002,V,3.723
T1001,CY,CY00,2,_Z,B1G,_T,PC,2003,T,2.623
T1001,CY,CY00,2,_Z,B1G,_T,PC,2003,V,2.623
T1001,CY,CY00,2,_Z,B1G,_T,PC,2004,T,5.026
T1001,CY,CY00,2,_Z,B1G,_T,PC,2004,V,5.026
T1001,CY,CY00,2,_Z,B1G,_T,PC,2005,T,4.853
T1001,CY,CY00,2,_Z,B1G,_T,PC,2005,V,4.853
T1001,CY,CY00,2,_Z,B1G,_T,PC,2006,T,4.714
T1001,CY,CY00,2,_Z,B1G,_T,PC,2006,V,4.714
T1001,CY,CY00,2,_Z,B1G,_T,PC,2007,T,5.098
T1001,CY,CY00,2,_Z,B1G,_T,PC,2007,V,5.098
T1001,CY,CY00,2,_Z,B1G,_T,PC,2008,T,3.647
T1001,CY,CY00,2,_Z,B1G,_T,PC,2008,V,3.647
T1001,CY,CY00,2,_Z,B1G,_T,PC,2009,T,-2.015
T1001,CY,CY00,2,_Z,B1G,_T,PC,2009,V,-2.015
T1001,CY,CY00,2,_Z,B1G,_T,PC,2010,T,2.32
T1001,CY,CY00,2,_Z,B1G,_T,PC,2010,V,2.015
T1001,CY,CY00,2,_Z,B1G,_T,PC,2011,T,0.417
T1001,CY,CY00,2,_Z,B1G,_T,PC,2011,V,0.401
T1001,CY,CY00,2,_Z,B1G,_T,PC,2012,T,-3.447
T1001,CY,CY00,2,_Z,B1G,_T,PC,2012,V,-3.447
T1001,CY,CY00,2,_Z,B1G,_T,PC,2013,T,-6.587
T1001,CY,CY00,2,_Z,B1G,_T,PC,2013,V,-6.553
T1001,CY,CY00,2,_Z,B1G,_T,PC,2014,T,-1.776
T1001,CY,CY00,2,_Z,B1G,_T,PC,2014,V,-1.829
T1001,CY,CY00,2,_Z,B1G,_T,PC,2015,T,3.26
T1001,CY,CY00,2,_Z,B1G,_T,PC,2015,V,3.219
T1001,CY,CY00,2,_Z,B1G,_T,PC,2016,T,6.574
T1001,CY,CY00,2,_Z,B1G,_T,PC,2016,V,6.438
T1001,CY,CY00,2,_Z,B1G,_T,PC,2017,T,5.75
T1001,CY,CY00,2,_Z,B1G,_T,PC,2017,V,5.886
T1001,CY,CY00,2,_Z,B1G,_T,PC,2018,T,5.67
T1001,CY,CY00,2,_Z,B1G,_T,PC,2018,V,5.724
T1001,CY,CY00,2,_Z,B1G,_T,PC,2019,T,5.671
T1001,CY,CY00,2,_Z,B1G,_T,PC,2019,V,5.283
