table_identifier,country,ref_area,NUTS,accounting_entry,sto,activity,unit_measure,time_period,type,obs_value
T1002,SI,SI,0,D,P51G,_T,XDC,2000,T,5168.641675
T1002,SI,SI,0,D,P51G,_T,XDC,2000,V,5168.641675
T1002,SI,SI,0,D,P51G,_T,XDC,2001,T,5572.661338
T1002,SI,SI,0,D,P51G,_T,XDC,2001,V,5572.661338
T1002,SI,SI,0,D,P51G,_T,XDC,2002,T,5786.541561
T1002,SI,SI,0,D,P51G,_T,XDC,2002,V,5786.541561
T1002,SI,SI,0,D,P51G,_T,XDC,2003,T,6411.292436
T1002,SI,SI,0,D,P51G,_T,XDC,2003,V,6411.292436
T1002,SI,SI,0,D,P51G,_T,XDC,2004,T,7187.620224
T1002,SI,SI,0,D,P51G,_T,XDC,2004,V,7187.620224
T1002,SI,SI,0,D,P51G,_T,XDC,2005,T,7742.155228
T1002,SI,SI,0,D,P51G,_T,XDC,2005,V,7742.155228
T1002,SI,SI,0,D,P51G,_T,XDC,2006,T,8731.617812
T1002,SI,SI,0,D,P51G,_T,XDC,2006,V,8731.617812
T1002,SI,SI,0,D,P51G,_T,XDC,2007,T,10048.978111
T1002,SI,SI,0,D,P51G,_T,XDC,2007,V,10048.978111
T1002,SI,SI,0,D,P51G,_T,XDC,2008,T,11166.450555
T1002,SI,SI,0,D,P51G,_T,XDC,2008,V,11166.450555
T1002,SI,SI,0,D,P51G,_T,XDC,2009,T,8748.53811
T1002,SI,SI,0,D,P51G,_T,XDC,2009,V,8748.53811
T1002,SI,SI,0,D,P51G,_T,XDC,2010,T,7666.088577
T1002,SI,SI,0,D,P51G,_T,XDC,2010,V,7666.088577
T1002,SI,SI,0,D,P51G,_T,XDC,2011,T,7391.117889
T1002,SI,SI,0,D,P51G,_T,XDC,2011,V,7391.117889
T1002,SI,SI,0,D,P51G,_T,XDC,2012,T,6899.619869
T1002,SI,SI,0,D,P51G,_T,XDC,2012,V,6899.619869
T1002,SI,SI,0,D,P51G,_T,XDC,2013,T,7157.296009
T1002,SI,SI,0,D,P51G,_T,XDC,2013,V,7157.296009
T1002,SI,SI,0,D,P51G,_T,XDC,2014,T,7191.00165
T1002,SI,SI,0,D,P51G,_T,XDC,2014,V,7191.00165
T1002,SI,SI,0,D,P51G,_T,XDC,2015,T,7247.801161
T1002,SI,SI,0,D,P51G,_T,XDC,2015,V,7247.801161
T1002,SI,SI,0,D,P51G,_T,XDC,2016,T,7028.674857
T1002,SI,SI,0,D,P51G,_T,XDC,2016,V,7028.674857
T1002,SI,SI,0,D,P51G,_T,XDC,2017,T,7879.838326
T1002,SI,SI,0,D,P51G,_T,XDC,2017,V,7879.838326
T1002,SI,SI,0,D,P51G,_T,XDC,2018,T,8869.292879
T1002,SI,SI,0,D,P51G,_T,XDC,2018,V,8834.391024
T1002,SI,SI,0,D,P51G,_T,XDC,2019,T,9495.580223
T1002,SI,SI,0,D,P51G,_T,XDC,2019,V,9495.411994
T1002,SI,SI,0,D,P51G,_T,XDC,2020,T,8870.048191
T1002,SI,SI,0,D,P51G,_T,XDC,2020,V,
T1002,SI,SI,0,D,P51G,A,XDC,2000,T,146.702453
T1002,SI,SI,0,D,P51G,A,XDC,2000,V,146.702453
T1002,SI,SI,0,D,P51G,A,XDC,2001,T,171.284782
T1002,SI,SI,0,D,P51G,A,XDC,2001,V,171.284782
T1002,SI,SI,0,D,P51G,A,XDC,2002,T,198.53215
T1002,SI,SI,0,D,P51G,A,XDC,2002,V,198.53215
T1002,SI,SI,0,D,P51G,A,XDC,2003,T,209.016739
T1002,SI,SI,0,D,P51G,A,XDC,2003,V,209.016739
T1002,SI,SI,0,D,P51G,A,XDC,2004,T,196.366652
T1002,SI,SI,0,D,P51G,A,XDC,2004,V,196.366652
T1002,SI,SI,0,D,P51G,A,XDC,2005,T,221.464235
T1002,SI,SI,0,D,P51G,A,XDC,2005,V,221.464235
T1002,SI,SI,0,D,P51G,A,XDC,2006,T,232.716941
T1002,SI,SI,0,D,P51G,A,XDC,2006,V,232.716941
T1002,SI,SI,0,D,P51G,A,XDC,2007,T,248.405434
T1002,SI,SI,0,D,P51G,A,XDC,2007,V,248.405434
T1002,SI,SI,0,D,P51G,A,XDC,2008,T,291.422557
T1002,SI,SI,0,D,P51G,A,XDC,2008,V,291.422557
T1002,SI,SI,0,D,P51G,A,XDC,2009,T,270.316709
T1002,SI,SI,0,D,P51G,A,XDC,2009,V,270.316709
T1002,SI,SI,0,D,P51G,A,XDC,2010,T,202.10623
T1002,SI,SI,0,D,P51G,A,XDC,2010,V,202.10623
T1002,SI,SI,0,D,P51G,A,XDC,2011,T,221.365289
T1002,SI,SI,0,D,P51G,A,XDC,2011,V,221.365289
T1002,SI,SI,0,D,P51G,A,XDC,2012,T,229.010389
T1002,SI,SI,0,D,P51G,A,XDC,2012,V,229.010389
T1002,SI,SI,0,D,P51G,A,XDC,2013,T,236.19358
T1002,SI,SI,0,D,P51G,A,XDC,2013,V,236.19358
T1002,SI,SI,0,D,P51G,A,XDC,2014,T,250.923678
T1002,SI,SI,0,D,P51G,A,XDC,2014,V,250.923678
T1002,SI,SI,0,D,P51G,A,XDC,2015,T,284.520193
T1002,SI,SI,0,D,P51G,A,XDC,2015,V,284.520193
T1002,SI,SI,0,D,P51G,A,XDC,2016,T,309.759121
T1002,SI,SI,0,D,P51G,A,XDC,2016,V,309.759121
T1002,SI,SI,0,D,P51G,A,XDC,2017,T,352.516771
T1002,SI,SI,0,D,P51G,A,XDC,2017,V,352.516771
T1002,SI,SI,0,D,P51G,A,XDC,2018,T,423.313086
T1002,SI,SI,0,D,P51G,A,XDC,2018,V,423.228176
T1002,SI,SI,0,D,P51G,A,XDC,2019,T,434.126488
T1002,SI,SI,0,D,P51G,A,XDC,2019,V,434.204011
T1002,SI,SI,0,D,P51G,A,XDC,2020,T,361.49041
T1002,SI,SI,0,D,P51G,A,XDC,2020,V,
T1002,SI,SI,0,D,P51G,BTE,XDC,2000,T,1425.265897
T1002,SI,SI,0,D,P51G,BTE,XDC,2000,V,1425.265897
T1002,SI,SI,0,D,P51G,BTE,XDC,2001,T,1661.493792
T1002,SI,SI,0,D,P51G,BTE,XDC,2001,V,1661.493792
T1002,SI,SI,0,D,P51G,BTE,XDC,2002,T,1622.561342
T1002,SI,SI,0,D,P51G,BTE,XDC,2002,V,1622.561342
T1002,SI,SI,0,D,P51G,BTE,XDC,2003,T,1963.762443
T1002,SI,SI,0,D,P51G,BTE,XDC,2003,V,1963.762443
T1002,SI,SI,0,D,P51G,BTE,XDC,2004,T,2127.011516
T1002,SI,SI,0,D,P51G,BTE,XDC,2004,V,2127.011516
T1002,SI,SI,0,D,P51G,BTE,XDC,2005,T,2208.109677
T1002,SI,SI,0,D,P51G,BTE,XDC,2005,V,2208.109677
T1002,SI,SI,0,D,P51G,BTE,XDC,2006,T,2398.568737
T1002,SI,SI,0,D,P51G,BTE,XDC,2006,V,2398.568737
T1002,SI,SI,0,D,P51G,BTE,XDC,2007,T,2530.221032
T1002,SI,SI,0,D,P51G,BTE,XDC,2007,V,2530.221032
T1002,SI,SI,0,D,P51G,BTE,XDC,2008,T,2679.93592
T1002,SI,SI,0,D,P51G,BTE,XDC,2008,V,2679.93592
T1002,SI,SI,0,D,P51G,BTE,XDC,2009,T,2138.6917
T1002,SI,SI,0,D,P51G,BTE,XDC,2009,V,2138.6917
T1002,SI,SI,0,D,P51G,BTE,XDC,2010,T,1976.192493
T1002,SI,SI,0,D,P51G,BTE,XDC,2010,V,1976.192493
T1002,SI,SI,0,D,P51G,BTE,XDC,2011,T,2248.026363
T1002,SI,SI,0,D,P51G,BTE,XDC,2011,V,2248.026363
T1002,SI,SI,0,D,P51G,BTE,XDC,2012,T,2185.954935
T1002,SI,SI,0,D,P51G,BTE,XDC,2012,V,2185.954935
T1002,SI,SI,0,D,P51G,BTE,XDC,2013,T,2637.714647
T1002,SI,SI,0,D,P51G,BTE,XDC,2013,V,2637.714647
T1002,SI,SI,0,D,P51G,BTE,XDC,2014,T,2290.02054
T1002,SI,SI,0,D,P51G,BTE,XDC,2014,V,2290.02054
T1002,SI,SI,0,D,P51G,BTE,XDC,2015,T,2101.532888
T1002,SI,SI,0,D,P51G,BTE,XDC,2015,V,2101.532888
T1002,SI,SI,0,D,P51G,BTE,XDC,2016,T,2199.790021
T1002,SI,SI,0,D,P51G,BTE,XDC,2016,V,2199.790021
T1002,SI,SI,0,D,P51G,BTE,XDC,2017,T,2509.321466
T1002,SI,SI,0,D,P51G,BTE,XDC,2017,V,2509.321466
T1002,SI,SI,0,D,P51G,BTE,XDC,2018,T,2795.800874
T1002,SI,SI,0,D,P51G,BTE,XDC,2018,V,2794.646752
T1002,SI,SI,0,D,P51G,BTE,XDC,2019,T,2931.123753
T1002,SI,SI,0,D,P51G,BTE,XDC,2019,V,2941.514742
T1002,SI,SI,0,D,P51G,BTE,XDC,2020,T,2615.032454
T1002,SI,SI,0,D,P51G,BTE,XDC,2020,V,
T1002,SI,SI,0,D,P51G,C,XDC,2000,T,1076.210355
T1002,SI,SI,0,D,P51G,C,XDC,2000,V,1076.210355
T1002,SI,SI,0,D,P51G,C,XDC,2001,T,1323.293979
T1002,SI,SI,0,D,P51G,C,XDC,2001,V,1323.293979
T1002,SI,SI,0,D,P51G,C,XDC,2002,T,1249.805178
T1002,SI,SI,0,D,P51G,C,XDC,2002,V,1249.805178
T1002,SI,SI,0,D,P51G,C,XDC,2003,T,1567.166212
T1002,SI,SI,0,D,P51G,C,XDC,2003,V,1567.166212
T1002,SI,SI,0,D,P51G,C,XDC,2004,T,1709.903641
T1002,SI,SI,0,D,P51G,C,XDC,2004,V,1709.903641
T1002,SI,SI,0,D,P51G,C,XDC,2005,T,1714.625628
T1002,SI,SI,0,D,P51G,C,XDC,2005,V,1714.625628
T1002,SI,SI,0,D,P51G,C,XDC,2006,T,1826.259969
T1002,SI,SI,0,D,P51G,C,XDC,2006,V,1826.259969
T1002,SI,SI,0,D,P51G,C,XDC,2007,T,1835.570942
T1002,SI,SI,0,D,P51G,C,XDC,2007,V,1835.570942
T1002,SI,SI,0,D,P51G,C,XDC,2008,T,1965.272446
T1002,SI,SI,0,D,P51G,C,XDC,2008,V,1965.272446
T1002,SI,SI,0,D,P51G,C,XDC,2009,T,1474.148972
T1002,SI,SI,0,D,P51G,C,XDC,2009,V,1474.148972
T1002,SI,SI,0,D,P51G,C,XDC,2010,T,1406.497598
T1002,SI,SI,0,D,P51G,C,XDC,2010,V,1406.497598
T1002,SI,SI,0,D,P51G,C,XDC,2011,T,1622.89894
T1002,SI,SI,0,D,P51G,C,XDC,2011,V,1622.89894
T1002,SI,SI,0,D,P51G,C,XDC,2012,T,1540.027716
T1002,SI,SI,0,D,P51G,C,XDC,2012,V,1540.027716
T1002,SI,SI,0,D,P51G,C,XDC,2013,T,1603.340662
T1002,SI,SI,0,D,P51G,C,XDC,2013,V,1603.340662
T1002,SI,SI,0,D,P51G,C,XDC,2014,T,1646.101139
T1002,SI,SI,0,D,P51G,C,XDC,2014,V,1646.101139
T1002,SI,SI,0,D,P51G,C,XDC,2015,T,1664.16
T1002,SI,SI,0,D,P51G,C,XDC,2015,V,1664.16
T1002,SI,SI,0,D,P51G,C,XDC,2016,T,1785.90675
T1002,SI,SI,0,D,P51G,C,XDC,2016,V,1785.90675
T1002,SI,SI,0,D,P51G,C,XDC,2017,T,2067.014759
T1002,SI,SI,0,D,P51G,C,XDC,2017,V,2067.014759
T1002,SI,SI,0,D,P51G,C,XDC,2018,T,2312.667224
T1002,SI,SI,0,D,P51G,C,XDC,2018,V,2311.616676
T1002,SI,SI,0,D,P51G,C,XDC,2019,T,2405.338282
T1002,SI,SI,0,D,P51G,C,XDC,2019,V,2423.902575
T1002,SI,SI,0,D,P51G,C,XDC,2020,T,2090.281653
T1002,SI,SI,0,D,P51G,C,XDC,2020,V,
T1002,SI,SI,0,D,P51G,F,XDC,2000,T,153.925842
T1002,SI,SI,0,D,P51G,F,XDC,2000,V,153.925842
T1002,SI,SI,0,D,P51G,F,XDC,2001,T,147.026523
T1002,SI,SI,0,D,P51G,F,XDC,2001,V,147.026523
T1002,SI,SI,0,D,P51G,F,XDC,2002,T,191.184938
T1002,SI,SI,0,D,P51G,F,XDC,2002,V,191.184938
T1002,SI,SI,0,D,P51G,F,XDC,2003,T,188.194272
T1002,SI,SI,0,D,P51G,F,XDC,2003,V,188.194272
T1002,SI,SI,0,D,P51G,F,XDC,2004,T,223.36658
T1002,SI,SI,0,D,P51G,F,XDC,2004,V,223.36658
T1002,SI,SI,0,D,P51G,F,XDC,2005,T,262.051211
T1002,SI,SI,0,D,P51G,F,XDC,2005,V,262.051211
T1002,SI,SI,0,D,P51G,F,XDC,2006,T,362.83039
T1002,SI,SI,0,D,P51G,F,XDC,2006,V,362.83039
T1002,SI,SI,0,D,P51G,F,XDC,2007,T,409.085472
T1002,SI,SI,0,D,P51G,F,XDC,2007,V,409.085472
T1002,SI,SI,0,D,P51G,F,XDC,2008,T,437.486179
T1002,SI,SI,0,D,P51G,F,XDC,2008,V,437.486179
T1002,SI,SI,0,D,P51G,F,XDC,2009,T,306.873592
T1002,SI,SI,0,D,P51G,F,XDC,2009,V,306.873592
T1002,SI,SI,0,D,P51G,F,XDC,2010,T,219.922647
T1002,SI,SI,0,D,P51G,F,XDC,2010,V,219.922647
T1002,SI,SI,0,D,P51G,F,XDC,2011,T,121.720222
T1002,SI,SI,0,D,P51G,F,XDC,2011,V,121.720222
T1002,SI,SI,0,D,P51G,F,XDC,2012,T,136.823035
T1002,SI,SI,0,D,P51G,F,XDC,2012,V,136.823035
T1002,SI,SI,0,D,P51G,F,XDC,2013,T,120.130863
T1002,SI,SI,0,D,P51G,F,XDC,2013,V,120.130863
T1002,SI,SI,0,D,P51G,F,XDC,2014,T,136.747565
T1002,SI,SI,0,D,P51G,F,XDC,2014,V,136.747565
T1002,SI,SI,0,D,P51G,F,XDC,2015,T,169.529222
T1002,SI,SI,0,D,P51G,F,XDC,2015,V,169.529222
T1002,SI,SI,0,D,P51G,F,XDC,2016,T,180.064936
T1002,SI,SI,0,D,P51G,F,XDC,2016,V,180.064936
T1002,SI,SI,0,D,P51G,F,XDC,2017,T,254.093969
T1002,SI,SI,0,D,P51G,F,XDC,2017,V,254.093969
T1002,SI,SI,0,D,P51G,F,XDC,2018,T,249.278925
T1002,SI,SI,0,D,P51G,F,XDC,2018,V,238.13233
T1002,SI,SI,0,D,P51G,F,XDC,2019,T,275.087669
T1002,SI,SI,0,D,P51G,F,XDC,2019,V,270.74161
T1002,SI,SI,0,D,P51G,F,XDC,2020,T,278.113879
T1002,SI,SI,0,D,P51G,F,XDC,2020,V,
T1002,SI,SI,0,D,P51G,GTI,XDC,2000,T,1213.171879
T1002,SI,SI,0,D,P51G,GTI,XDC,2000,V,1213.171879
T1002,SI,SI,0,D,P51G,GTI,XDC,2001,T,1137.936994
T1002,SI,SI,0,D,P51G,GTI,XDC,2001,V,1137.936994
T1002,SI,SI,0,D,P51G,GTI,XDC,2002,T,1227.608292
T1002,SI,SI,0,D,P51G,GTI,XDC,2002,V,1227.608292
T1002,SI,SI,0,D,P51G,GTI,XDC,2003,T,1485.126559
T1002,SI,SI,0,D,P51G,GTI,XDC,2003,V,1485.126559
T1002,SI,SI,0,D,P51G,GTI,XDC,2004,T,1590.563973
T1002,SI,SI,0,D,P51G,GTI,XDC,2004,V,1590.563973
T1002,SI,SI,0,D,P51G,GTI,XDC,2005,T,1579.597929
T1002,SI,SI,0,D,P51G,GTI,XDC,2005,V,1579.597929
T1002,SI,SI,0,D,P51G,GTI,XDC,2006,T,1924.333399
T1002,SI,SI,0,D,P51G,GTI,XDC,2006,V,1924.333399
T1002,SI,SI,0,D,P51G,GTI,XDC,2007,T,2368.294913
T1002,SI,SI,0,D,P51G,GTI,XDC,2007,V,2368.294913
T1002,SI,SI,0,D,P51G,GTI,XDC,2008,T,2668.352094
T1002,SI,SI,0,D,P51G,GTI,XDC,2008,V,2668.352094
T1002,SI,SI,0,D,P51G,GTI,XDC,2009,T,1632.363381
T1002,SI,SI,0,D,P51G,GTI,XDC,2009,V,1632.363381
T1002,SI,SI,0,D,P51G,GTI,XDC,2010,T,1225.304517
T1002,SI,SI,0,D,P51G,GTI,XDC,2010,V,1225.304517
T1002,SI,SI,0,D,P51G,GTI,XDC,2011,T,1198.259045
T1002,SI,SI,0,D,P51G,GTI,XDC,2011,V,1198.259045
T1002,SI,SI,0,D,P51G,GTI,XDC,2012,T,876.0395
T1002,SI,SI,0,D,P51G,GTI,XDC,2012,V,876.0395
T1002,SI,SI,0,D,P51G,GTI,XDC,2013,T,847.944317
T1002,SI,SI,0,D,P51G,GTI,XDC,2013,V,847.944317
T1002,SI,SI,0,D,P51G,GTI,XDC,2014,T,903.470885
T1002,SI,SI,0,D,P51G,GTI,XDC,2014,V,903.470885
T1002,SI,SI,0,D,P51G,GTI,XDC,2015,T,1033.664627
T1002,SI,SI,0,D,P51G,GTI,XDC,2015,V,1033.664627
T1002,SI,SI,0,D,P51G,GTI,XDC,2016,T,1220.544862
T1002,SI,SI,0,D,P51G,GTI,XDC,2016,V,1220.544862
T1002,SI,SI,0,D,P51G,GTI,XDC,2017,T,1353.810483
T1002,SI,SI,0,D,P51G,GTI,XDC,2017,V,1353.810483
T1002,SI,SI,0,D,P51G,GTI,XDC,2018,T,1491.164431
T1002,SI,SI,0,D,P51G,GTI,XDC,2018,V,1488.627832
T1002,SI,SI,0,D,P51G,GTI,XDC,2019,T,1370.158699
T1002,SI,SI,0,D,P51G,GTI,XDC,2019,V,1377.22353
T1002,SI,SI,0,D,P51G,GTI,XDC,2020,T,1401.757552
T1002,SI,SI,0,D,P51G,GTI,XDC,2020,V,
T1002,SI,SI,0,D,P51G,GTJ,XDC,2000,T,1557.32164
T1002,SI,SI,0,D,P51G,GTJ,XDC,2000,V,1557.32164
T1002,SI,SI,0,D,P51G,GTJ,XDC,2001,T,1445.60898
T1002,SI,SI,0,D,P51G,GTJ,XDC,2001,V,1445.60898
T1002,SI,SI,0,D,P51G,GTJ,XDC,2002,T,1511.105418
T1002,SI,SI,0,D,P51G,GTJ,XDC,2002,V,1511.105418
T1002,SI,SI,0,D,P51G,GTJ,XDC,2003,T,1723.916064
T1002,SI,SI,0,D,P51G,GTJ,XDC,2003,V,1723.916064
T1002,SI,SI,0,D,P51G,GTJ,XDC,2004,T,1901.784235
T1002,SI,SI,0,D,P51G,GTJ,XDC,2004,V,1901.784235
T1002,SI,SI,0,D,P51G,GTJ,XDC,2005,T,1853.830768
T1002,SI,SI,0,D,P51G,GTJ,XDC,2005,V,1853.830768
T1002,SI,SI,0,D,P51G,GTJ,XDC,2006,T,2257.182735
T1002,SI,SI,0,D,P51G,GTJ,XDC,2006,V,2257.182735
T1002,SI,SI,0,D,P51G,GTJ,XDC,2007,T,2784.555683
T1002,SI,SI,0,D,P51G,GTJ,XDC,2007,V,2784.555683
T1002,SI,SI,0,D,P51G,GTJ,XDC,2008,T,3169.523016
T1002,SI,SI,0,D,P51G,GTJ,XDC,2008,V,3169.523016
T1002,SI,SI,0,D,P51G,GTJ,XDC,2009,T,1953.366646
T1002,SI,SI,0,D,P51G,GTJ,XDC,2009,V,1953.366646
T1002,SI,SI,0,D,P51G,GTJ,XDC,2010,T,1494.822418
T1002,SI,SI,0,D,P51G,GTJ,XDC,2010,V,1494.822418
T1002,SI,SI,0,D,P51G,GTJ,XDC,2011,T,1473.639097
T1002,SI,SI,0,D,P51G,GTJ,XDC,2011,V,1473.639097
T1002,SI,SI,0,D,P51G,GTJ,XDC,2012,T,1182.765287
T1002,SI,SI,0,D,P51G,GTJ,XDC,2012,V,1182.765287
T1002,SI,SI,0,D,P51G,GTJ,XDC,2013,T,1131.997353
T1002,SI,SI,0,D,P51G,GTJ,XDC,2013,V,1131.997353
T1002,SI,SI,0,D,P51G,GTJ,XDC,2014,T,1219.140233
T1002,SI,SI,0,D,P51G,GTJ,XDC,2014,V,1219.140233
T1002,SI,SI,0,D,P51G,GTJ,XDC,2015,T,1371.457216
T1002,SI,SI,0,D,P51G,GTJ,XDC,2015,V,1371.457216
T1002,SI,SI,0,D,P51G,GTJ,XDC,2016,T,1584.454749
T1002,SI,SI,0,D,P51G,GTJ,XDC,2016,V,1584.454749
T1002,SI,SI,0,D,P51G,GTJ,XDC,2017,T,1765.705755
T1002,SI,SI,0,D,P51G,GTJ,XDC,2017,V,1765.705755
T1002,SI,SI,0,D,P51G,GTJ,XDC,2018,T,1885.835468
T1002,SI,SI,0,D,P51G,GTJ,XDC,2018,V,1882.805047
T1002,SI,SI,0,D,P51G,GTJ,XDC,2019,T,1816.887143
T1002,SI,SI,0,D,P51G,GTJ,XDC,2019,V,1814.376439
T1002,SI,SI,0,D,P51G,GTJ,XDC,2020,T,1885.009474
T1002,SI,SI,0,D,P51G,GTJ,XDC,2020,V,
T1002,SI,SI,0,D,P51G,J,XDC,2000,T,344.149761
T1002,SI,SI,0,D,P51G,J,XDC,2000,V,344.149761
T1002,SI,SI,0,D,P51G,J,XDC,2001,T,307.671986
T1002,SI,SI,0,D,P51G,J,XDC,2001,V,307.671986
T1002,SI,SI,0,D,P51G,J,XDC,2002,T,283.497127
T1002,SI,SI,0,D,P51G,J,XDC,2002,V,283.497127
T1002,SI,SI,0,D,P51G,J,XDC,2003,T,238.789506
T1002,SI,SI,0,D,P51G,J,XDC,2003,V,238.789506
T1002,SI,SI,0,D,P51G,J,XDC,2004,T,311.220262
T1002,SI,SI,0,D,P51G,J,XDC,2004,V,311.220262
T1002,SI,SI,0,D,P51G,J,XDC,2005,T,274.232838
T1002,SI,SI,0,D,P51G,J,XDC,2005,V,274.232838
T1002,SI,SI,0,D,P51G,J,XDC,2006,T,332.849336
T1002,SI,SI,0,D,P51G,J,XDC,2006,V,332.849336
T1002,SI,SI,0,D,P51G,J,XDC,2007,T,416.260769
T1002,SI,SI,0,D,P51G,J,XDC,2007,V,416.260769
T1002,SI,SI,0,D,P51G,J,XDC,2008,T,501.170922
T1002,SI,SI,0,D,P51G,J,XDC,2008,V,501.170922
T1002,SI,SI,0,D,P51G,J,XDC,2009,T,321.003266
T1002,SI,SI,0,D,P51G,J,XDC,2009,V,321.003266
T1002,SI,SI,0,D,P51G,J,XDC,2010,T,269.517901
T1002,SI,SI,0,D,P51G,J,XDC,2010,V,269.517901
T1002,SI,SI,0,D,P51G,J,XDC,2011,T,275.380052
T1002,SI,SI,0,D,P51G,J,XDC,2011,V,275.380052
T1002,SI,SI,0,D,P51G,J,XDC,2012,T,306.725788
T1002,SI,SI,0,D,P51G,J,XDC,2012,V,306.725788
T1002,SI,SI,0,D,P51G,J,XDC,2013,T,284.053036
T1002,SI,SI,0,D,P51G,J,XDC,2013,V,284.053036
T1002,SI,SI,0,D,P51G,J,XDC,2014,T,315.669349
T1002,SI,SI,0,D,P51G,J,XDC,2014,V,315.669349
T1002,SI,SI,0,D,P51G,J,XDC,2015,T,337.792589
T1002,SI,SI,0,D,P51G,J,XDC,2015,V,337.792589
T1002,SI,SI,0,D,P51G,J,XDC,2016,T,363.909887
T1002,SI,SI,0,D,P51G,J,XDC,2016,V,363.909887
T1002,SI,SI,0,D,P51G,J,XDC,2017,T,411.895272
T1002,SI,SI,0,D,P51G,J,XDC,2017,V,411.895272
T1002,SI,SI,0,D,P51G,J,XDC,2018,T,394.671037
T1002,SI,SI,0,D,P51G,J,XDC,2018,V,394.177215
T1002,SI,SI,0,D,P51G,J,XDC,2019,T,446.728444
T1002,SI,SI,0,D,P51G,J,XDC,2019,V,437.152909
T1002,SI,SI,0,D,P51G,J,XDC,2020,T,483.251921
T1002,SI,SI,0,D,P51G,J,XDC,2020,V,
T1002,SI,SI,0,D,P51G,K,XDC,2000,T,214.582608
T1002,SI,SI,0,D,P51G,K,XDC,2000,V,214.582608
T1002,SI,SI,0,D,P51G,K,XDC,2001,T,226.326852
T1002,SI,SI,0,D,P51G,K,XDC,2001,V,226.326852
T1002,SI,SI,0,D,P51G,K,XDC,2002,T,292.152991
T1002,SI,SI,0,D,P51G,K,XDC,2002,V,292.152991
T1002,SI,SI,0,D,P51G,K,XDC,2003,T,274.300572
T1002,SI,SI,0,D,P51G,K,XDC,2003,V,274.300572
T1002,SI,SI,0,D,P51G,K,XDC,2004,T,279.604114
T1002,SI,SI,0,D,P51G,K,XDC,2004,V,279.604114
T1002,SI,SI,0,D,P51G,K,XDC,2005,T,289.815149
T1002,SI,SI,0,D,P51G,K,XDC,2005,V,289.815149
T1002,SI,SI,0,D,P51G,K,XDC,2006,T,228.356334
T1002,SI,SI,0,D,P51G,K,XDC,2006,V,228.356334
T1002,SI,SI,0,D,P51G,K,XDC,2007,T,314.099657
T1002,SI,SI,0,D,P51G,K,XDC,2007,V,314.099657
T1002,SI,SI,0,D,P51G,K,XDC,2008,T,274.648612
T1002,SI,SI,0,D,P51G,K,XDC,2008,V,274.648612
T1002,SI,SI,0,D,P51G,K,XDC,2009,T,241.217594
T1002,SI,SI,0,D,P51G,K,XDC,2009,V,241.217594
T1002,SI,SI,0,D,P51G,K,XDC,2010,T,240.679454
T1002,SI,SI,0,D,P51G,K,XDC,2010,V,240.679454
T1002,SI,SI,0,D,P51G,K,XDC,2011,T,280.617071
T1002,SI,SI,0,D,P51G,K,XDC,2011,V,280.617071
T1002,SI,SI,0,D,P51G,K,XDC,2012,T,283.111879
T1002,SI,SI,0,D,P51G,K,XDC,2012,V,283.111879
T1002,SI,SI,0,D,P51G,K,XDC,2013,T,175.257711
T1002,SI,SI,0,D,P51G,K,XDC,2013,V,175.257711
T1002,SI,SI,0,D,P51G,K,XDC,2014,T,182.739157
T1002,SI,SI,0,D,P51G,K,XDC,2014,V,182.739157
T1002,SI,SI,0,D,P51G,K,XDC,2015,T,210.439455
T1002,SI,SI,0,D,P51G,K,XDC,2015,V,210.439455
T1002,SI,SI,0,D,P51G,K,XDC,2016,T,199.074557
T1002,SI,SI,0,D,P51G,K,XDC,2016,V,199.074557
T1002,SI,SI,0,D,P51G,K,XDC,2017,T,138.48725
T1002,SI,SI,0,D,P51G,K,XDC,2017,V,138.48725
T1002,SI,SI,0,D,P51G,K,XDC,2018,T,159.171294
T1002,SI,SI,0,D,P51G,K,XDC,2018,V,159.067117
T1002,SI,SI,0,D,P51G,K,XDC,2019,T,235.60737
T1002,SI,SI,0,D,P51G,K,XDC,2019,V,221.398368
T1002,SI,SI,0,D,P51G,K,XDC,2020,T,160.820296
T1002,SI,SI,0,D,P51G,K,XDC,2020,V,
T1002,SI,SI,0,D,P51G,KTN,XDC,2000,T,1124.016605
T1002,SI,SI,0,D,P51G,KTN,XDC,2000,V,1124.016605
T1002,SI,SI,0,D,P51G,KTN,XDC,2001,T,1233.438739
T1002,SI,SI,0,D,P51G,KTN,XDC,2001,V,1233.438739
T1002,SI,SI,0,D,P51G,KTN,XDC,2002,T,1327.273905
T1002,SI,SI,0,D,P51G,KTN,XDC,2002,V,1327.273905
T1002,SI,SI,0,D,P51G,KTN,XDC,2003,T,1318.325144
T1002,SI,SI,0,D,P51G,KTN,XDC,2003,V,1318.325144
T1002,SI,SI,0,D,P51G,KTN,XDC,2004,T,1606.710528
T1002,SI,SI,0,D,P51G,KTN,XDC,2004,V,1606.710528
T1002,SI,SI,0,D,P51G,KTN,XDC,2005,T,1940.969551
T1002,SI,SI,0,D,P51G,KTN,XDC,2005,V,1940.969551
T1002,SI,SI,0,D,P51G,KTN,XDC,2006,T,2040.096276
T1002,SI,SI,0,D,P51G,KTN,XDC,2006,V,2040.096276
T1002,SI,SI,0,D,P51G,KTN,XDC,2007,T,2394.510782
T1002,SI,SI,0,D,P51G,KTN,XDC,2007,V,2394.510782
