table_identifier,country,ref_area,NUTS,accounting_entry,sto,activity,unit_measure,time_period,type,obs_value
T1002,DK,DK02,2,D,P51G,J,XDC,2009,V,565
T1002,DK,DK02,2,D,P51G,J,XDC,2010,T,770
T1002,DK,DK02,2,D,P51G,J,XDC,2010,V,770
T1002,DK,DK02,2,D,P51G,J,XDC,2011,T,1176
T1002,DK,DK02,2,D,P51G,J,XDC,2011,V,1176
T1002,DK,DK02,2,D,P51G,J,XDC,2012,T,879
T1002,DK,DK02,2,D,P51G,J,XDC,2012,V,879
T1002,DK,DK02,2,D,P51G,J,XDC,2013,T,889
T1002,DK,DK02,2,D,P51G,J,XDC,2013,V,889
T1002,DK,DK02,2,D,P51G,J,XDC,2014,T,887
T1002,DK,DK02,2,D,P51G,J,XDC,2014,V,887
T1002,DK,DK02,2,D,P51G,J,XDC,2015,T,1490
T1002,DK,DK02,2,D,P51G,J,XDC,2015,V,1490
T1002,DK,DK02,2,D,P51G,J,XDC,2016,T,664
T1002,DK,DK02,2,D,P51G,J,XDC,2016,V,664
T1002,DK,DK02,2,D,P51G,J,XDC,2017,T,1146
T1002,DK,DK02,2,D,P51G,J,XDC,2017,V,1146
T1002,DK,DK02,2,D,P51G,J,XDC,2018,T,296
T1002,DK,DK02,2,D,P51G,J,XDC,2018,V,296
T1002,DK,DK02,2,D,P51G,J,XDC,2019,T,836
T1002,DK,DK02,2,D,P51G,J,XDC,2019,V,854
T1002,DK,DK02,2,D,P51G,J,XDC,2020,T,849
T1002,DK,DK02,2,D,P51G,J,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,K,XDC,2000,T,232
T1002,DK,DK02,2,D,P51G,K,XDC,2000,V,232
T1002,DK,DK02,2,D,P51G,K,XDC,2001,T,293
T1002,DK,DK02,2,D,P51G,K,XDC,2001,V,293
T1002,DK,DK02,2,D,P51G,K,XDC,2002,T,398
T1002,DK,DK02,2,D,P51G,K,XDC,2002,V,398
T1002,DK,DK02,2,D,P51G,K,XDC,2003,T,298
T1002,DK,DK02,2,D,P51G,K,XDC,2003,V,298
T1002,DK,DK02,2,D,P51G,K,XDC,2004,T,471
T1002,DK,DK02,2,D,P51G,K,XDC,2004,V,471
T1002,DK,DK02,2,D,P51G,K,XDC,2005,T,439
T1002,DK,DK02,2,D,P51G,K,XDC,2005,V,439
T1002,DK,DK02,2,D,P51G,K,XDC,2006,T,459
T1002,DK,DK02,2,D,P51G,K,XDC,2006,V,459
T1002,DK,DK02,2,D,P51G,K,XDC,2007,T,544
T1002,DK,DK02,2,D,P51G,K,XDC,2007,V,544
T1002,DK,DK02,2,D,P51G,K,XDC,2008,T,568
T1002,DK,DK02,2,D,P51G,K,XDC,2008,V,568
T1002,DK,DK02,2,D,P51G,K,XDC,2009,T,689
T1002,DK,DK02,2,D,P51G,K,XDC,2009,V,689
T1002,DK,DK02,2,D,P51G,K,XDC,2010,T,639
T1002,DK,DK02,2,D,P51G,K,XDC,2010,V,639
T1002,DK,DK02,2,D,P51G,K,XDC,2011,T,694
T1002,DK,DK02,2,D,P51G,K,XDC,2011,V,694
T1002,DK,DK02,2,D,P51G,K,XDC,2012,T,787
T1002,DK,DK02,2,D,P51G,K,XDC,2012,V,787
T1002,DK,DK02,2,D,P51G,K,XDC,2013,T,579
T1002,DK,DK02,2,D,P51G,K,XDC,2013,V,579
T1002,DK,DK02,2,D,P51G,K,XDC,2014,T,594
T1002,DK,DK02,2,D,P51G,K,XDC,2014,V,594
T1002,DK,DK02,2,D,P51G,K,XDC,2015,T,706
T1002,DK,DK02,2,D,P51G,K,XDC,2015,V,706
T1002,DK,DK02,2,D,P51G,K,XDC,2016,T,928
T1002,DK,DK02,2,D,P51G,K,XDC,2016,V,928
T1002,DK,DK02,2,D,P51G,K,XDC,2017,T,1070
T1002,DK,DK02,2,D,P51G,K,XDC,2017,V,1070
T1002,DK,DK02,2,D,P51G,K,XDC,2018,T,1344
T1002,DK,DK02,2,D,P51G,K,XDC,2018,V,1344
T1002,DK,DK02,2,D,P51G,K,XDC,2019,T,1281
T1002,DK,DK02,2,D,P51G,K,XDC,2019,V,1308
T1002,DK,DK02,2,D,P51G,K,XDC,2020,T,1317
T1002,DK,DK02,2,D,P51G,K,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,KTN,XDC,2000,T,13873
T1002,DK,DK02,2,D,P51G,KTN,XDC,2000,V,13873
T1002,DK,DK02,2,D,P51G,KTN,XDC,2001,T,14163
T1002,DK,DK02,2,D,P51G,KTN,XDC,2001,V,14163
T1002,DK,DK02,2,D,P51G,KTN,XDC,2002,T,14553
T1002,DK,DK02,2,D,P51G,KTN,XDC,2002,V,14553
T1002,DK,DK02,2,D,P51G,KTN,XDC,2003,T,16004
T1002,DK,DK02,2,D,P51G,KTN,XDC,2003,V,16004
T1002,DK,DK02,2,D,P51G,KTN,XDC,2004,T,20576
T1002,DK,DK02,2,D,P51G,KTN,XDC,2004,V,20576
T1002,DK,DK02,2,D,P51G,KTN,XDC,2005,T,21828
T1002,DK,DK02,2,D,P51G,KTN,XDC,2005,V,21828
T1002,DK,DK02,2,D,P51G,KTN,XDC,2006,T,24530
T1002,DK,DK02,2,D,P51G,KTN,XDC,2006,V,24530
T1002,DK,DK02,2,D,P51G,KTN,XDC,2007,T,21075
T1002,DK,DK02,2,D,P51G,KTN,XDC,2007,V,21075
T1002,DK,DK02,2,D,P51G,KTN,XDC,2008,T,20924
T1002,DK,DK02,2,D,P51G,KTN,XDC,2008,V,20924
T1002,DK,DK02,2,D,P51G,KTN,XDC,2009,T,13039
T1002,DK,DK02,2,D,P51G,KTN,XDC,2009,V,13039
T1002,DK,DK02,2,D,P51G,KTN,XDC,2010,T,11285
T1002,DK,DK02,2,D,P51G,KTN,XDC,2010,V,11285
T1002,DK,DK02,2,D,P51G,KTN,XDC,2011,T,11688
T1002,DK,DK02,2,D,P51G,KTN,XDC,2011,V,11688
T1002,DK,DK02,2,D,P51G,KTN,XDC,2012,T,10639
T1002,DK,DK02,2,D,P51G,KTN,XDC,2012,V,10639
T1002,DK,DK02,2,D,P51G,KTN,XDC,2013,T,9922
T1002,DK,DK02,2,D,P51G,KTN,XDC,2013,V,9922
T1002,DK,DK02,2,D,P51G,KTN,XDC,2014,T,8722
T1002,DK,DK02,2,D,P51G,KTN,XDC,2014,V,8722
T1002,DK,DK02,2,D,P51G,KTN,XDC,2015,T,14035
T1002,DK,DK02,2,D,P51G,KTN,XDC,2015,V,14035
T1002,DK,DK02,2,D,P51G,KTN,XDC,2016,T,13518
T1002,DK,DK02,2,D,P51G,KTN,XDC,2016,V,13518
T1002,DK,DK02,2,D,P51G,KTN,XDC,2017,T,14068
T1002,DK,DK02,2,D,P51G,KTN,XDC,2017,V,14068
T1002,DK,DK02,2,D,P51G,KTN,XDC,2018,T,15308
T1002,DK,DK02,2,D,P51G,KTN,XDC,2018,V,15308
T1002,DK,DK02,2,D,P51G,KTN,XDC,2019,T,19647
T1002,DK,DK02,2,D,P51G,KTN,XDC,2019,V,19361
T1002,DK,DK02,2,D,P51G,KTN,XDC,2020,T,21694
T1002,DK,DK02,2,D,P51G,KTN,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,L,XDC,2000,T,12284
T1002,DK,DK02,2,D,P51G,L,XDC,2000,V,12284
T1002,DK,DK02,2,D,P51G,L,XDC,2001,T,11882
T1002,DK,DK02,2,D,P51G,L,XDC,2001,V,11882
T1002,DK,DK02,2,D,P51G,L,XDC,2002,T,12199
T1002,DK,DK02,2,D,P51G,L,XDC,2002,V,12199
T1002,DK,DK02,2,D,P51G,L,XDC,2003,T,14544
T1002,DK,DK02,2,D,P51G,L,XDC,2003,V,14544
T1002,DK,DK02,2,D,P51G,L,XDC,2004,T,18011
T1002,DK,DK02,2,D,P51G,L,XDC,2004,V,18011
T1002,DK,DK02,2,D,P51G,L,XDC,2005,T,19397
T1002,DK,DK02,2,D,P51G,L,XDC,2005,V,19397
T1002,DK,DK02,2,D,P51G,L,XDC,2006,T,21962
T1002,DK,DK02,2,D,P51G,L,XDC,2006,V,21962
T1002,DK,DK02,2,D,P51G,L,XDC,2007,T,17820
T1002,DK,DK02,2,D,P51G,L,XDC,2007,V,17820
T1002,DK,DK02,2,D,P51G,L,XDC,2008,T,18509
T1002,DK,DK02,2,D,P51G,L,XDC,2008,V,18509
T1002,DK,DK02,2,D,P51G,L,XDC,2009,T,11155
T1002,DK,DK02,2,D,P51G,L,XDC,2009,V,11155
T1002,DK,DK02,2,D,P51G,L,XDC,2010,T,9634
T1002,DK,DK02,2,D,P51G,L,XDC,2010,V,9634
T1002,DK,DK02,2,D,P51G,L,XDC,2011,T,9867
T1002,DK,DK02,2,D,P51G,L,XDC,2011,V,9867
T1002,DK,DK02,2,D,P51G,L,XDC,2012,T,8662
T1002,DK,DK02,2,D,P51G,L,XDC,2012,V,8662
T1002,DK,DK02,2,D,P51G,L,XDC,2013,T,8119
T1002,DK,DK02,2,D,P51G,L,XDC,2013,V,8119
T1002,DK,DK02,2,D,P51G,L,XDC,2014,T,6614
T1002,DK,DK02,2,D,P51G,L,XDC,2014,V,6614
T1002,DK,DK02,2,D,P51G,L,XDC,2015,T,12238
T1002,DK,DK02,2,D,P51G,L,XDC,2015,V,12238
T1002,DK,DK02,2,D,P51G,L,XDC,2016,T,10767
T1002,DK,DK02,2,D,P51G,L,XDC,2016,V,10767
T1002,DK,DK02,2,D,P51G,L,XDC,2017,T,11134
T1002,DK,DK02,2,D,P51G,L,XDC,2017,V,11134
T1002,DK,DK02,2,D,P51G,L,XDC,2018,T,12079
T1002,DK,DK02,2,D,P51G,L,XDC,2018,V,12079
T1002,DK,DK02,2,D,P51G,L,XDC,2019,T,15140
T1002,DK,DK02,2,D,P51G,L,XDC,2019,V,14612
T1002,DK,DK02,2,D,P51G,L,XDC,2020,T,17358
T1002,DK,DK02,2,D,P51G,L,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,M_N,XDC,2000,T,1357
T1002,DK,DK02,2,D,P51G,M_N,XDC,2000,V,1357
T1002,DK,DK02,2,D,P51G,M_N,XDC,2001,T,1988
T1002,DK,DK02,2,D,P51G,M_N,XDC,2001,V,1988
T1002,DK,DK02,2,D,P51G,M_N,XDC,2002,T,1956
T1002,DK,DK02,2,D,P51G,M_N,XDC,2002,V,1956
T1002,DK,DK02,2,D,P51G,M_N,XDC,2003,T,1163
T1002,DK,DK02,2,D,P51G,M_N,XDC,2003,V,1163
T1002,DK,DK02,2,D,P51G,M_N,XDC,2004,T,2093
T1002,DK,DK02,2,D,P51G,M_N,XDC,2004,V,2093
T1002,DK,DK02,2,D,P51G,M_N,XDC,2005,T,1992
T1002,DK,DK02,2,D,P51G,M_N,XDC,2005,V,1992
T1002,DK,DK02,2,D,P51G,M_N,XDC,2006,T,2109
T1002,DK,DK02,2,D,P51G,M_N,XDC,2006,V,2109
T1002,DK,DK02,2,D,P51G,M_N,XDC,2007,T,2711
T1002,DK,DK02,2,D,P51G,M_N,XDC,2007,V,2711
T1002,DK,DK02,2,D,P51G,M_N,XDC,2008,T,1847
T1002,DK,DK02,2,D,P51G,M_N,XDC,2008,V,1847
T1002,DK,DK02,2,D,P51G,M_N,XDC,2009,T,1196
T1002,DK,DK02,2,D,P51G,M_N,XDC,2009,V,1196
T1002,DK,DK02,2,D,P51G,M_N,XDC,2010,T,1012
T1002,DK,DK02,2,D,P51G,M_N,XDC,2010,V,1012
T1002,DK,DK02,2,D,P51G,M_N,XDC,2011,T,1127
T1002,DK,DK02,2,D,P51G,M_N,XDC,2011,V,1127
T1002,DK,DK02,2,D,P51G,M_N,XDC,2012,T,1191
T1002,DK,DK02,2,D,P51G,M_N,XDC,2012,V,1191
T1002,DK,DK02,2,D,P51G,M_N,XDC,2013,T,1223
T1002,DK,DK02,2,D,P51G,M_N,XDC,2013,V,1223
T1002,DK,DK02,2,D,P51G,M_N,XDC,2014,T,1514
T1002,DK,DK02,2,D,P51G,M_N,XDC,2014,V,1514
T1002,DK,DK02,2,D,P51G,M_N,XDC,2015,T,1092
T1002,DK,DK02,2,D,P51G,M_N,XDC,2015,V,1092
T1002,DK,DK02,2,D,P51G,M_N,XDC,2016,T,1823
T1002,DK,DK02,2,D,P51G,M_N,XDC,2016,V,1823
T1002,DK,DK02,2,D,P51G,M_N,XDC,2017,T,1865
T1002,DK,DK02,2,D,P51G,M_N,XDC,2017,V,1865
T1002,DK,DK02,2,D,P51G,M_N,XDC,2018,T,1885
T1002,DK,DK02,2,D,P51G,M_N,XDC,2018,V,1885
T1002,DK,DK02,2,D,P51G,M_N,XDC,2019,T,3226
T1002,DK,DK02,2,D,P51G,M_N,XDC,2019,V,3440
T1002,DK,DK02,2,D,P51G,M_N,XDC,2020,T,3019
T1002,DK,DK02,2,D,P51G,M_N,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2000,T,3973
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2000,V,3973
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2001,T,4430
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2001,V,4430
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2002,T,4185
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2002,V,4185
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2003,T,4180
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2003,V,4180
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2004,T,4485
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2004,V,4485
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2005,T,4878
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2005,V,4878
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2006,T,5561
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2006,V,5561
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2007,T,5784
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2007,V,5784
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2008,T,6337
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2008,V,6337
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2009,T,6014
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2009,V,6014
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2010,T,6426
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2010,V,6426
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2011,T,6704
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2011,V,6704
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2012,T,7618
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2012,V,7618
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2013,T,7955
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2013,V,7955
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2014,T,8142
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2014,V,8142
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2015,T,7697
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2015,V,7697
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2016,T,8783
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2016,V,8783
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2017,T,8504
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2017,V,8504
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2018,T,8359
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2018,V,8359
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2019,T,8639
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2019,V,8175
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2020,T,9662
T1002,DK,DK02,2,D,P51G,OTQ,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,OTU,XDC,2000,T,5020
T1002,DK,DK02,2,D,P51G,OTU,XDC,2000,V,5020
T1002,DK,DK02,2,D,P51G,OTU,XDC,2001,T,5651
T1002,DK,DK02,2,D,P51G,OTU,XDC,2001,V,5651
T1002,DK,DK02,2,D,P51G,OTU,XDC,2002,T,5353
T1002,DK,DK02,2,D,P51G,OTU,XDC,2002,V,5353
T1002,DK,DK02,2,D,P51G,OTU,XDC,2003,T,5248
T1002,DK,DK02,2,D,P51G,OTU,XDC,2003,V,5248
T1002,DK,DK02,2,D,P51G,OTU,XDC,2004,T,6023
T1002,DK,DK02,2,D,P51G,OTU,XDC,2004,V,6023
T1002,DK,DK02,2,D,P51G,OTU,XDC,2005,T,6028
T1002,DK,DK02,2,D,P51G,OTU,XDC,2005,V,6028
T1002,DK,DK02,2,D,P51G,OTU,XDC,2006,T,6897
T1002,DK,DK02,2,D,P51G,OTU,XDC,2006,V,6897
T1002,DK,DK02,2,D,P51G,OTU,XDC,2007,T,7179
T1002,DK,DK02,2,D,P51G,OTU,XDC,2007,V,7179
T1002,DK,DK02,2,D,P51G,OTU,XDC,2008,T,7371
T1002,DK,DK02,2,D,P51G,OTU,XDC,2008,V,7371
T1002,DK,DK02,2,D,P51G,OTU,XDC,2009,T,6801
T1002,DK,DK02,2,D,P51G,OTU,XDC,2009,V,6801
T1002,DK,DK02,2,D,P51G,OTU,XDC,2010,T,7229
T1002,DK,DK02,2,D,P51G,OTU,XDC,2010,V,7229
T1002,DK,DK02,2,D,P51G,OTU,XDC,2011,T,7430
T1002,DK,DK02,2,D,P51G,OTU,XDC,2011,V,7430
T1002,DK,DK02,2,D,P51G,OTU,XDC,2012,T,8462
T1002,DK,DK02,2,D,P51G,OTU,XDC,2012,V,8462
T1002,DK,DK02,2,D,P51G,OTU,XDC,2013,T,8689
T1002,DK,DK02,2,D,P51G,OTU,XDC,2013,V,8689
T1002,DK,DK02,2,D,P51G,OTU,XDC,2014,T,8932
T1002,DK,DK02,2,D,P51G,OTU,XDC,2014,V,8932
T1002,DK,DK02,2,D,P51G,OTU,XDC,2015,T,8524
T1002,DK,DK02,2,D,P51G,OTU,XDC,2015,V,8524
T1002,DK,DK02,2,D,P51G,OTU,XDC,2016,T,9590
T1002,DK,DK02,2,D,P51G,OTU,XDC,2016,V,9590
T1002,DK,DK02,2,D,P51G,OTU,XDC,2017,T,9332
T1002,DK,DK02,2,D,P51G,OTU,XDC,2017,V,9332
T1002,DK,DK02,2,D,P51G,OTU,XDC,2018,T,9290
T1002,DK,DK02,2,D,P51G,OTU,XDC,2018,V,9290
T1002,DK,DK02,2,D,P51G,OTU,XDC,2019,T,9564
T1002,DK,DK02,2,D,P51G,OTU,XDC,2019,V,9038
T1002,DK,DK02,2,D,P51G,OTU,XDC,2020,T,10615
T1002,DK,DK02,2,D,P51G,OTU,XDC,2020,V,
T1002,DK,DK02,2,D,P51G,RTU,XDC,2000,T,1047
T1002,DK,DK02,2,D,P51G,RTU,XDC,2000,V,1047
T1002,DK,DK02,2,D,P51G,RTU,XDC,2001,T,1220
T1002,DK,DK02,2,D,P51G,RTU,XDC,2001,V,1220
T1002,DK,DK02,2,D,P51G,RTU,XDC,2002,T,1168
T1002,DK,DK02,2,D,P51G,RTU,XDC,2002,V,1168
T1002,DK,DK02,2,D,P51G,RTU,XDC,2003,T,1068
T1002,DK,DK02,2,D,P51G,RTU,XDC,2003,V,1068
T1002,DK,DK02,2,D,P51G,RTU,XDC,2004,T,1538
T1002,DK,DK02,2,D,P51G,RTU,XDC,2004,V,1538
T1002,DK,DK02,2,D,P51G,RTU,XDC,2005,T,1150
T1002,DK,DK02,2,D,P51G,RTU,XDC,2005,V,1150
T1002,DK,DK02,2,D,P51G,RTU,XDC,2006,T,1336
T1002,DK,DK02,2,D,P51G,RTU,XDC,2006,V,1336
T1002,DK,DK02,2,D,P51G,RTU,XDC,2007,T,1395
T1002,DK,DK02,2,D,P51G,RTU,XDC,2007,V,1395
T1002,DK,DK02,2,D,P51G,RTU,XDC,2008,T,1034
T1002,DK,DK02,2,D,P51G,RTU,XDC,2008,V,1034
T1002,DK,DK02,2,D,P51G,RTU,XDC,2009,T,788
T1002,DK,DK02,2,D,P51G,RTU,XDC,2009,V,788
T1002,DK,DK02,2,D,P51G,RTU,XDC,2010,T,803
T1002,DK,DK02,2,D,P51G,RTU,XDC,2010,V,803
T1002,DK,DK02,2,D,P51G,RTU,XDC,2011,T,726
T1002,DK,DK02,2,D,P51G,RTU,XDC,2011,V,726
T1002,DK,DK02,2,D,P51G,RTU,XDC,2012,T,844
T1002,DK,DK02,2,D,P51G,RTU,XDC,2012,V,844
T1002,DK,DK02,2,D,P51G,RTU,XDC,2013,T,734
T1002,DK,DK02,2,D,P51G,RTU,XDC,2013,V,734
T1002,DK,DK02,2,D,P51G,RTU,XDC,2014,T,791
T1002,DK,DK02,2,D,P51G,RTU,XDC,2014,V,791
T1002,DK,DK02,2,D,P51G,RTU,XDC,2015,T,826
T1002,DK,DK02,2,D,P51G,RTU,XDC,2015,V,826
T1002,DK,DK02,2,D,P51G,RTU,XDC,2016,T,807
T1002,DK,DK02,2,D,P51G,RTU,XDC,2016,V,807
T1002,DK,DK02,2,D,P51G,RTU,XDC,2017,T,827
T1002,DK,DK02,2,D,P51G,RTU,XDC,2017,V,827
T1002,DK,DK02,2,D,P51G,RTU,XDC,2018,T,930
T1002,DK,DK02,2,D,P51G,RTU,XDC,2018,V,930
T1002,DK,DK02,2,D,P51G,RTU,XDC,2019,T,925
T1002,DK,DK02,2,D,P51G,RTU,XDC,2019,V,863
T1002,DK,DK02,2,D,P51G,RTU,XDC,2020,T,954
T1002,DK,DK02,2,D,P51G,RTU,XDC,2020,V,
T1002,DK,DK02,2,_Z,SAL,_T,HW,2000,T,431078
T1002,DK,DK02,2,_Z,SAL,_T,HW,2000,V,431078
T1002,DK,DK02,2,_Z,SAL,_T,HW,2001,T,436494
T1002,DK,DK02,2,_Z,SAL,_T,HW,2001,V,436494
T1002,DK,DK02,2,_Z,SAL,_T,HW,2002,T,433888
T1002,DK,DK02,2,_Z,SAL,_T,HW,2002,V,433888
T1002,DK,DK02,2,_Z,SAL,_T,HW,2003,T,431458
T1002,DK,DK02,2,_Z,SAL,_T,HW,2003,V,431458
T1002,DK,DK02,2,_Z,SAL,_T,HW,2004,T,435413
T1002,DK,DK02,2,_Z,SAL,_T,HW,2004,V,435413
T1002,DK,DK02,2,_Z,SAL,_T,HW,2005,T,440724
T1002,DK,DK02,2,_Z,SAL,_T,HW,2005,V,440724
T1002,DK,DK02,2,_Z,SAL,_T,HW,2006,T,454191
T1002,DK,DK02,2,_Z,SAL,_T,HW,2006,V,454191
T1002,DK,DK02,2,_Z,SAL,_T,HW,2007,T,444254
T1002,DK,DK02,2,_Z,SAL,_T,HW,2007,V,444254
T1002,DK,DK02,2,_Z,SAL,_T,HW,2008,T,449634
T1002,DK,DK02,2,_Z,SAL,_T,HW,2008,V,449634
T1002,DK,DK02,2,_Z,SAL,_T,HW,2009,T,427182
T1002,DK,DK02,2,_Z,SAL,_T,HW,2009,V,427182
T1002,DK,DK02,2,_Z,SAL,_T,HW,2010,T,417108
T1002,DK,DK02,2,_Z,SAL,_T,HW,2010,V,417108
T1002,DK,DK02,2,_Z,SAL,_T,HW,2011,T,414798
T1002,DK,DK02,2,_Z,SAL,_T,HW,2011,V,414798
T1002,DK,DK02,2,_Z,SAL,_T,HW,2012,T,405068
T1002,DK,DK02,2,_Z,SAL,_T,HW,2012,V,405068
T1002,DK,DK02,2,_Z,SAL,_T,HW,2013,T,401858
T1002,DK,DK02,2,_Z,SAL,_T,HW,2013,V,401858
T1002,DK,DK02,2,_Z,SAL,_T,HW,2014,T,398384
T1002,DK,DK02,2,_Z,SAL,_T,HW,2014,V,398384
T1002,DK,DK02,2,_Z,SAL,_T,HW,2015,T,399301
T1002,DK,DK02,2,_Z,SAL,_T,HW,2015,V,399301
T1002,DK,DK02,2,_Z,SAL,_T,HW,2016,T,403983
T1002,DK,DK02,2,_Z,SAL,_T,HW,2016,V,403983
T1002,DK,DK02,2,_Z,SAL,_T,HW,2017,T,406290
T1002,DK,DK02,2,_Z,SAL,_T,HW,2017,V,406290
T1002,DK,DK02,2,_Z,SAL,_T,HW,2018,T,405596
T1002,DK,DK02,2,_Z,SAL,_T,HW,2018,V,405596
T1002,DK,DK02,2,_Z,SAL,_T,HW,2019,T,412663
T1002,DK,DK02,2,_Z,SAL,_T,HW,2019,V,411983
T1002,DK,DK02,2,_Z,SAL,_T,HW,2020,T,402750
T1002,DK,DK02,2,_Z,SAL,_T,HW,2020,V,397808
T1002,DK,DK02,2,_Z,SAL,_T,HW,2021,T,419338
T1002,DK,DK02,2,_Z,SAL,_T,HW,2021,V,
T1002,DK,DK02,2,_Z,SAL,A,HW,2000,T,10721
T1002,DK,DK02,2,_Z,SAL,A,HW,2000,V,10721
T1002,DK,DK02,2,_Z,SAL,A,HW,2001,T,10737
T1002,DK,DK02,2,_Z,SAL,A,HW,2001,V,10737
T1002,DK,DK02,2,_Z,SAL,A,HW,2002,T,10820
T1002,DK,DK02,2,_Z,SAL,A,HW,2002,V,10820
T1002,DK,DK02,2,_Z,SAL,A,HW,2003,T,10471
T1002,DK,DK02,2,_Z,SAL,A,HW,2003,V,10471
T1002,DK,DK02,2,_Z,SAL,A,HW,2004,T,9998
T1002,DK,DK02,2,_Z,SAL,A,HW,2004,V,9998
T1002,DK,DK02,2,_Z,SAL,A,HW,2005,T,10104
T1002,DK,DK02,2,_Z,SAL,A,HW,2005,V,10104
T1002,DK,DK02,2,_Z,SAL,A,HW,2006,T,9640
T1002,DK,DK02,2,_Z,SAL,A,HW,2006,V,9640
T1002,DK,DK02,2,_Z,SAL,A,HW,2007,T,8985
T1002,DK,DK02,2,_Z,SAL,A,HW,2007,V,8985
T1002,DK,DK02,2,_Z,SAL,A,HW,2008,T,8931
T1002,DK,DK02,2,_Z,SAL,A,HW,2008,V,8931
T1002,DK,DK02,2,_Z,SAL,A,HW,2009,T,8564
T1002,DK,DK02,2,_Z,SAL,A,HW,2009,V,8564
T1002,DK,DK02,2,_Z,SAL,A,HW,2010,T,8308
T1002,DK,DK02,2,_Z,SAL,A,HW,2010,V,8308
T1002,DK,DK02,2,_Z,SAL,A,HW,2011,T,8140
T1002,DK,DK02,2,_Z,SAL,A,HW,2011,V,8140
T1002,DK,DK02,2,_Z,SAL,A,HW,2012,T,7880
T1002,DK,DK02,2,_Z,SAL,A,HW,2012,V,7880
T1002,DK,DK02,2,_Z,SAL,A,HW,2013,T,7881
T1002,DK,DK02,2,_Z,SAL,A,HW,2013,V,7881
T1002,DK,DK02,2,_Z,SAL,A,HW,2014,T,8101
T1002,DK,DK02,2,_Z,SAL,A,HW,2014,V,8101
T1002,DK,DK02,2,_Z,SAL,A,HW,2015,T,7741
T1002,DK,DK02,2,_Z,SAL,A,HW,2015,V,7741
T1002,DK,DK02,2,_Z,SAL,A,HW,2016,T,7957
T1002,DK,DK02,2,_Z,SAL,A,HW,2016,V,7957
T1002,DK,DK02,2,_Z,SAL,A,HW,2017,T,8199
T1002,DK,DK02,2,_Z,SAL,A,HW,2017,V,8199
T1002,DK,DK02,2,_Z,SAL,A,HW,2018,T,7607
T1002,DK,DK02,2,_Z,SAL,A,HW,2018,V,7607
T1002,DK,DK02,2,_Z,SAL,A,HW,2019,T,7838
T1002,DK,DK02,2,_Z,SAL,A,HW,2019,V,7570
T1002,DK,DK02,2,_Z,SAL,A,HW,2020,T,7733
T1002,DK,DK02,2,_Z,SAL,A,HW,2020,V,8001
T1002,DK,DK02,2,_Z,SAL,A,HW,2021,T,7684
T1002,DK,DK02,2,_Z,SAL,A,HW,2021,V,
T1002,DK,DK02,2,_Z,SAL,BTE,HW,2000,T,78354
T1002,DK,DK02,2,_Z,SAL,BTE,HW,2000,V,78354
