country;sto;prices;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
IT;B1G;Y;1037588;1091914.6;1133045.3;1179772.6;1218151.3;1281448.5;1320951.5;1371772.6;1412943.3;1439559.5;1396812.9;1451194;1460003;1441273.4;1435235.9;1452292;1475477.5;1508257.3;1547172;1572338.7;1597350.9;1475352;1602354.2
IT;B1G;V;1051978.5;1112455.9;1175476.8;1217299.9;1261478.2;1310293;1346105.3;1391185.8;1449716.8;1477269.4;1425156.9;1449430.4;1480874.8;1458006.7;1451514.3;1462744.6;1488049;1522753.8;1557795.8;1589576.2;1611368.5;1502118.4;1597537.4
IT;B1GQ;Y;1157370.8;1219651.9;1265739.4;1307448.6;1352130.7;1414548;1464196.8;1520380.9;1575776.4;1599304.8;1551213.6;1604279;1622676.5;1599607.9;1594453.2;1612677.9;1640071.8;1676766.4;1724070.1;1752670.5;1779950.5;1634232.3;1772502
IT;B1GQ;V;1175149.5;1241512.9;1304136.8;1350258.9;1394693.2;1452319;1493635.3;1552686.8;1614839.8;1637699.4;1577255.9;1611279.4;1648755.8;1624358.7;1612751.3;1627405.6;1655355;1695786.8;1736592.8;1771391.2;1796648.5;1660621.4;1782050.4
IT;D21X31;Y;119782.8;127737.3;132694.1;127676;133979.4;133099.5;143245.4;148608.3;162833.1;159745.3;154400.6;153085;162673.5;158334.5;159217.3;160385.9;164594.3;168509;176898.1;180331.7;182599.6;158880.3;170147.7
IT;D21X31;V;123171;129057;128660;132959;133215;142026;147530;161501;165123;160430;152099;161849;167881;166352;161237;164661;167306;173033;178797;181815;185280;158503;184513
LT;B1G;Y;11281.90603;11585.08488;12638.43055;13468.83085;14930.9821;15898.64702;17755.9593;20395.02079;24118.97962;26728.03513;24963.35581;24663.18811;26738.71806;29285.95302;31299.92592;32893.68013;33750.45381;34474.48588;36495.80115;39498.59713;42821.11203;43939.72222;47333.27656
LT;B1G;V;11172.21289;11864.16281;12617.00409;13504.14084;14918.57245;16481.54559;18987.28121;21707.7906;26047.05484;29312.99738;24262.55493;25215.92567;28201.90983;30226.85118;31769.97237;33080.7072;33627.4683;34997.01938;37981.86347;40928.14373;43949.28669;44662.02578;50198.40138
LT;B1GQ;Y;12872.3713;13180.30302;14222.78422;15134.16381;16786.55351;17743.81664;19628.48045;22535.3991;26725.00588;29769.69515;27813.76638;27341.14896;29726.7995;32520.95787;34596.24728;36278.89341;37321.93003;38286.37162;40555.35896;43964.52097;47620.35148;48897.5802;52746.31708
LT;B1GQ;V;12710.58028;13351.45429;14177.01423;15182.38929;16649.99629;18219.66868;20979.92272;24053.29084;29011.21905;32660.06651;26897.01452;28033.83337;31317.16837;33410.16271;35039.54062;36581.31077;37345.69827;38889.86237;42276.29725;45515.22595;48908.22386;49769.58167;56179.07503
LT;D21X31;Y;1590.465272;1595.218143;1584.353678;1665.33296;1855.571405;1845.169613;1872.521153;2140.378309;2606.026262;3041.660014;2850.410566;2677.960852;2988.081439;3235.004848;3296.321365;3385.213279;3571.47622;3811.885735;4059.557811;4465.923843;4799.239442;4957.857977;5413.040522
LT;D21X31;V;1538.367383;1487.291474;1560.010145;1678.248451;1731.423844;1738.123086;1992.641502;2345.500237;2964.164212;3347.069124;2634.459584;2817.907698;3115.258532;3183.311538;3269.568254;3500.603571;3718.229974;3892.842982;4294.433778;4587.08222;4958.937166;5107.555888;5980.673643
LU;B1G;Y;17497.583;19502.834;21247.425;22086.96;22987.989;24337.674;25594.24;28728.638;33180.481;33505.244;34809.168;36399.229;38378.251;40349.111;42975.854;44920.397;48392.196;52052.311;51853.054;53537.312;56025.28;56313.769;62026.94
LU;B1G;V;18373.944;20502.108;21424.213;22423.919;23474.634;25053.304;26894.032;30683.877;33658.394;35998.314;35116.859;38235.934;39801.076;41682.682;44019.418;46254.988;49537.301;51386.241;53011.49;54631.805;56696.989;59159.083;65590.787
LU;B1GQ;Y;19613.262;21973.389;23692.699;24650.115;25666.229;27337.197;28889.294;32102.907;36942.768;37528.911;38713.668;40519.212;42845.526;45054.759;48001.953;50382.28;52966.873;56837.611;56948.433;58878.049;61515.93;61876.198;68086.409
LU;B1GQ;V;20547.759;22986.027;23879.889;25011.094;26227.287;28189.387;30280.986;34175.045;37641.903;40009.559;39050.743;42402.715;44323.466;46526.238;49094.489;51791.322;54142.304;56208.068;58168.784;60121.164;62373.588;64780.987;72295.028
LU;D21X31;Y;2115.678;2470.556;2445.275;2563.149;2678.24;2999.524;3295.054;3374.269;3762.287;4023.666;3904.501;4119.983;4467.274;4705.649;5026.098;5461.882;4574.675;4785.3;5095.378;5340.737;5490.649;5562.428;6059.469
LU;D21X31;V;2173.815;2483.919;2455.676;2587.171;2752.653;3136.083;3386.954;3491.168;3983.509;4011.245;3933.884;4166.781;4522.391;4843.556;5075.071;5536.334;4605.003;4821.827;5157.294;5489.358;5676.599;5621.904;6704.241
LV;B1G;Y;5472.74;5900.944;6542.168;7207.827;8212.545;9292.94;11050.066;13535.539;16603.258;19837.474;19465.808;16223.216;16438.272;18657.71;19665.738;20360.437;21564.171;22001.735;22900.325;24364.616;26042.628;26200.09;27497.471
LV;B1G;V;5595.474;6147.418;6720.614;7579.25;8584.272;9965.177;12149.758;15229.107;20181.641;22088.35;17103.944;16096.741;17498.875;19402.67;20035.007;20802.872;21613.408;22166.9;23574.402;25307.377;26722.973;26436.589;29539.331
LV;B1GQ;Y;6180.429;6628.65;7302.819;8000.519;9114.421;10364.734;12286.332;15297.905;18909.988;21966.161;21030.194;18153.45;18553.513;21155.659;22364.691;23181.735;24543.726;25154.145;26211.743;28061.613;29902.715;30002.799;31526.429
LV;B1GQ;V;6272.632;6868.49;7470.967;8406.365;9571.793;11096.723;13662.28;17199.979;22703.836;24527.909;19000.008;18087.98;19763.84;21924.455;22749.01;23625.802;24572.126;25371.324;26984.433;29153.556;30678.645;30294.045;33695.902
LV;D21X31;Y;707.69;727.707;760.651;792.692;901.876;1071.794;1236.266;1762.367;2306.73;2128.688;1564.387;1930.234;2115.241;2497.949;2698.953;2821.298;2979.555;3152.41;3311.418;3696.997;3860.087;3802.709;4028.958
LV;D21X31;V;677.158;721.072;750.353;827.115;987.521;1131.545;1512.522;1970.872;2522.196;2439.559;1896.063;1991.239;2264.966;2521.784;2714.003;2822.93;2958.719;3204.424;3410.031;3846.179;3955.672;3857.456;4156.571
ME;B1G;Y;ND;ND;ND;ND;ND;ND;ND;ND;1877.62;2291.96;2396.02;2553.54;2705.98;2674.36;2776.31;2810.55;2906.89;3093.72;3423.03;3730.13;3975.32;3444.44;3926.84
ME;B1G;V;ND;ND;ND;ND;ND;ND;ND;1773.45;2139.92;2494.3;2485.46;2608.47;2735.39;2668.23;2759.2;2799.45;3022.01;3270.99;3518.56;3816.14;4022.35;3467.55;4021.51
ME;B1GQ;Y;ND;ND;ND;ND;ND;ND;ND;ND;2317.38;2883.36;2923.49;3075.75;3225.98;3175.85;3294.39;3422.46;3575.16;3762.29;4140.71;4517.39;4852.59;4192.92;4731.49
ME;B1GQ;V;ND;ND;ND;ND;ND;ND;ND;2169.63;2689.13;3103.33;2993.88;3125.09;3264.78;3181.48;3362.48;3457.92;3654.51;3954.21;4299.09;4663.13;4950.72;4185.55;4955.12
ME;D21X31;Y;ND;ND;ND;ND;ND;ND;ND;ND;439.76;591.4;527.48;522.21;520;501.5;518.08;611.91;668.27;668.57;717.68;787.26;877.27;748.47;804.66
ME;D21X31;V;ND;ND;ND;ND;ND;ND;ND;396.18;549.21;609.03;508.42;516.62;529.39;513.24;603.28;658.47;632.51;683.22;780.53;846.99;928.37;718;933.61
MK;B1G;Y;ND;ND;203959.0079;216291.3813;218697.9355;242954.2652;253917.2264;276821.5575;308374.9982;339784.2692;356074.1437;370593.1725;384555.2143;396714.9886;419487;458472.9359;478471.8359;498298.1907;520326.4598;551367.5034;595938.4631;567745.665;591753.4257
MK;B1G;V;ND;209601.4498;213782.4986;213202.6086;232177.5511;243685.1013;264847.2046;291105.148;321378.2367;357150.318;358368.566;377200.506;399375.5359;403683.7225;436706;458128;488407.6155;515600.6632;535726.018;573921.9804;601462.4984;574731.8311;614605.6648
MK;B1GQ;Y;ND;ND;241020.0079;256163.3813;264327.8017;281252.7593;294050.1853;324292.248;356515.9205;393293.406;413402.0684;428548.167;447527.8498;462069.6528;480353;520107.5259;547975.0842;574874.6339;601227.4598;635911.2838;686720.7545;650354.0638;681934.1385
MK;B1GQ;V;ND;248646.4498;252393.4666;258580.681;268693.5511;280786.0413;308447.2046;334840.148;372889.2367;414890.113;414621.901;437295.506;464186.3319;466702.7045;501891;527631;558953.6155;594794.8628;618105.482;660878.1982;692682.874;655930.7897;723239.3397
MK;D21X31;Y;ND;ND;37061;39872;45629.86617;38298.49417;40132.95886;47470.69044;48140.92238;53509.1368;57327.92466;57954.99457;62972.63547;65354.66418;60866;61634.59;69503.24828;76576.44315;80901;84543.78039;90782.29141;82608.3988;90180.71285
MK;D21X31;V;ND;39045;38610.968;45378.07241;36516;37100.94;43600;43735;51511;57739.795;56253.335;60095;64810.796;63018.982;65185;69503;70546;79194.1366;82379.46405;86956.21783;91220.37559;81198.95857;108633.6749
MT;B1G;Y;ND;ND;3628.976567;3921.857272;4190.964996;4199.941329;4395.360246;4601.495403;4911.092424;5290.550406;5401.199289;5804.434888;5969.410681;6340.795086;6903.515614;7589.245345;8559.529408;9184.442724;10409.91408;11273.11139;12277.58063;11637.62507;13039.60264
MT;B1G;V;3426.063849;3702.707402;3802.273657;3997.199241;4251.177827;4289.120664;4481.53923;4698.440119;5052.126251;5461.785843;5477.891897;6007.037386;6042.910381;6477.589645;7019.237307;7716.192978;8888.820117;9355.728753;10633.16999;11485.89203;12551.77718;11860.863;13348.32876
MT;B1GQ;Y;ND;ND;4104.558342;4395.780207;4699.566369;4794.238123;5061.194146;5288.758379;5660.979586;6011.833159;6135.652254;6606.65705;6847.636891;7209.73219;7767.543144;8550.78042;9591.919514;10334.74365;11692.74693;12677.46038;13721.52582;12878.45239;14420.21353
MT;B1GQ;V;3829.559125;4153.347577;4285.837183;4515.59786;4787.522735;4895.548668;5159.253744;5403.00213;5790.276388;6206.020688;6259.644872;6815.803642;6924.597594;7364.460035;7944.345733;8751.102047;9996.709856;10541.13029;11940.81135;12954.95301;14047.9099;13073.85288;14681.31519
MT;D21X31;Y;ND;ND;475.581775;473.922936;508.601374;594.296794;665.8339;687.262975;749.887162;721.282753;734.452965;802.222162;878.22621;868.937104;864.02753;961.535074;1032.390106;1150.300925;1282.83285;1404.34899;1443.945189;1240.827315;1380.610893
MT;D21X31;V;403.495276;450.640175;483.563525;518.398619;536.344908;606.428004;677.714514;704.562011;738.150136;744.234845;781.752975;808.766256;881.687213;886.870391;925.108426;1034.909069;1107.889739;1185.401538;1307.641363;1469.060978;1496.132717;1212.989882;1332.98643
NL;B1G;Y;372262;392472;415387;431281;448946;468087;482378;507853;540643;566260;559282;569660;585026;581299;591871;604279;615123;633043;653429;676913;706611;695575;746227
NL;B1G;V;375889;405832;430408;448394;458616;472578;491394;520586;552505;578387;561185;574280;585953;590316;595709;604814;620835;634824;661566;692632;724960;709628;762564
NL;B1GQ;Y;414144;437058;462525;482928;501917;522989;540141;569949;606600;632608;623466;633232;649102;643658;652116;669864;684717;705131;728956;755573;789123;781459;835267
NL;B1GQ;V;419459;452007;481881;501137;512810;529286;550883;584546;619170;647198;624842;639187;650359;652966;660463;671560;690008;708337;738146;773987;813055;796530;856356
NL;D21X31;Y;41882;44586;47138;51647;52971;54902;57763;62096;65957;66348;64184;63572;64076;62359;60245;65585;69594;72088;75527;78660;82512;85884;89040
NL;D21X31;V;43570;46175;51473;52743;54194;56708;59489;63960;66665;68811;63657;64907;64406;62650;64754;66746;69173;73513;76580;81355;88095;86902;93792
NO;B1G;Y;1024883;1134012;1354122;1397529;1388948;1489533;1622409;1809956;2027111;2100024;2302736;2176308;2324096;2563147;2680988;2803407;2862822;2794643;2801411;2951013;3187185;3147597;3265052
NO;B1G;V;1098327;1329434;1381911;1377473;1435942;1583444;1775602;1977549;2085518;2346642;2167391;2308033;2497828;2655332;2749350;2808575;2768846;2739686;2919814;3161544;3164843;3006610;3713278
NO;B1GQ;Y;1186591;1306254;1538556;1586930;1575233;1684683;1829832;2037743;2282679;2361369;2562065;2445525;2616913;2868172;2994703;3131713;3202598;3144506;3170126;3332252;3580405;3537927;3675232
NO;B1GQ;V;1265689;1507283;1564306;1561026;1620364;1783020;1989987;2216317;2350173;2607090;2428481;2591479;2792683;2964053;3071224;3140814;3111168;3098148;3295382;3553900;3563484;3410399;4141882
NO;D21X31;Y;161708;172242;184434;189401;186285;195150;207423;227787;256486;261345;259329;269217;292817;305025;313715;328306;339776;349863;368715;381239;393220;390330;410180
NO;D21X31;V;167362;177849;182395;183553;184422;199576;214385;238768;264655;260448;261090;283446;294855;308721;321874;332239;342322;358462;375568;392356;398641;403830;428669
PL;B1G;Y;562317;618938;673301;708380;740309;786042;853152;923630;1003967;1077490;1156527;1252284;1323210;1382451;1438178;1498194;1573877;1640330;1717676;1843618;1943438;1970141;2195048
PL;B1G;V;593321;664322;694819;716566;746437;825318;870463;937279;1036439;1121553;1217842;1260546;1363784;1426971;1444148;1505789;1595387;1636005;1740484;1862434;2011356;2059056;2282544
PL;B1GQ;Y;635363;705295;757903;797459;840629;889364;965813;1051261;1144949;1237383;1321981;1412289;1506691;1577648;1626553;1692674;1775092;1851589;1948460;2100675;2221136;2242262;2497750
PL;B1GQ;V;674530;748483;781548;812214;847152;933091;990530;1069431;1187508;1285571;1372025;1434368;1553641;1612739;1630126;1700552;1798471;1853205;1982794;2126506;2288492;2337672;2623948
PL;D21X31;Y;73046;86357;84602;89079;100320;103322;112661;127631;140982;159893;165454;160005;183481;195197;188375;194480;201215;211259;230784;257057;277698;272121;302702
PL;D21X31;V;81209;84161;86729;95648;100715;107773;120067;132152;151069;164018;154183;173822;189857;185768;185978;194763;203084;217200;242310;264072;277136;278616;341404
PT;B1G;Y;100606.289;108088.972;115031.554;119898.803;123693.311;129870.188;133805.085;139726.847;147632.164;153163.218;152104.114;158002.761;156380.165;149096.963;146306.344;150269.431;153469.122;159090.272;167316.104;174226.897;182151.345;171093.482;183250.043
PT;B1G;V;104225.139;112521.661;119098.175;124721.52;127734.25;133144.794;137485.715;143562.095;152165.963;156158.229;155546.506;157970.796;154128.223;147214.826;149802.347;151135.832;156517.314;161993.327;169642.25;177465.917;185536.277;174768.004;185729.751
PT;B1GQ;Y;115703.488;124167.579;130910.401;136821.732;141227.766;148680.626;153438.739;161129.239;170427.92;176043.628;173511.052;178464.516;176564.284;168951.431;166742.8;171842.893;176154.893;183342.44;193028.788;201530.382;210688.724;196580.419;211512.088
PT;B1GQ;V;119603.305;128414.445;135775.009;142554.263;146067.858;152248.388;158552.704;166260.469;175483.401;179102.781;175416.437;179610.779;176096.171;168295.569;170492.269;173053.691;179713.159;186489.811;195947.21;205184.124;214374.62;200518.859;214470.702
PT;D21X31;Y;15097.199;16078.607;15878.847;16922.929;17534.455;18810.438;19633.654;21402.392;22795.756;22880.41;21406.938;20461.755;20184.119;19854.468;20436.456;21573.462;22685.771;24252.168;25712.684;27303.485;28537.379;25486.937;28330.318
PT;D21X31;V;15378.166;15892.784;16676.834;17832.743;18333.608;19103.594;21066.989;22698.374;23317.438;22944.552;19869.931;21639.983;21967.948;21080.743;20689.922;21917.859;23195.845;24496.484;26304.96;27718.207;28838.343;25750.855;28908.944
RO;B1G;Y;33567.8;50776.5;77234.9;111885.7;140668.7;189395.8;228307.5;276000.8;326666;415433.6;462739.1;457717.7;504339.2;530088.8;551390.8;579887.8;607327.4;643524.7;729923.4;813842.8;899282.8;929725.4;1013972.3
RO;B1G;V;49415.8;73027;106501.2;137534.2;171229.7;219488.8;254390.8;305239;379419.2;484248.8;482693.5;483485.4;519643.8;549135.5;556662.2;591513.9;625899.1;673343;770366.8;867424.4;962376.7;967600;1067666.5
RO;B1GQ;Y;36868.3;56483.2;85093.2;124086.2;155836.4;211931;256110.7;309893.5;367557.4;465312.2;510049.7;510183;564743.8;598506.9;622945.9;657629.1;690016.3;732904.9;813763.7;902964;996012.7;1024673.5;1121187.5
RO;B1GQ;V;55126.4;80873.1;117391.4;152271.5;191917.6;244688.3;286861.9;342762.6;425691.1;539834.6;530894.4;540336.3;587203.3;621268.7;631602.9;668876.4;712543.6;752116.4;851619.7;959058.6;1063794.6;1066780.5;1181917.9
RO;D21X31;Y;3300.5;5706.7;7858.3;12200.5;15167.7;22535.2;27803.2;33892.7;40891.4;49878.6;47310.6;52465.3;60404.6;68418.1;71555.1;77741.3;82688.9;89380.2;83840.3;89121.2;96729.9;94948.1;107215.2
RO;D21X31;V;5710.6;7846.1;10890.2;14737.3;20687.9;25199.5;32471.1;37523.6;46271.9;55585.8;48200.9;56850.9;67559.5;72133.2;74940.7;77362.5;86644.5;78773.4;81252.9;91634.2;101417.9;99180.5;114251.4
SE;B1G;Y;1984237;2111517;2169944;2269659;2358237;2509482;2582250;2718966;2862085;2930004;2878444;3126242;3268007;3286387;3359457;3485289;3704628;3851099;4019295;4182855;4367809;4369422;4697785
SE;B1G;V;2002888;2140595;2224423;2304452;2398214;2515147;2594653;2767971;2944571;3021539;2947488;3153052;3303265;3320607;3392439;3549983;3788043;3910818;4100646;4278918;4484615;4472395;4838104
SE;B1GQ;Y;2244343;2372428;2443057;2558736;2658353;2820800;2911104;3067755;3229029;3305318;3264168;3540037;3687769;3705974;3787545;3924270;4171975;4348687;4528406;4715284;4924206;4940031;5294248
SE;B1GQ;V;2264494;2408151;2503731;2598336;2703551;2830194;2931085;3121668;3320278;3412253;3341167;3573581;3727905;3743086;3822671;3992730;4260470;4415031;4625094;4828306;5049619;5038538;5451813
SE;D21X31;Y;260106;260911;273113;289077;300116;311318;328854;348789;366944;375314;385724;413795;419762;419587;428088;438981;467347;497588;509111;532429;556397;570609;596463
SE;D21X31;V;261606;267556;279308;293884;305337;315047;336432;353697;375707;390714;393679;420529;424640;422479;430232;442747;472427;504213;524448;549388;565004;566143;613709
SI;B1G;Y;13939.11937;15470.40072;17101.05542;19273.30945;21207.35854;23393.03919;25118.44833;27094.34972;29629.81743;31699.59896;30859.07224;32184.32385;31876.84607;31529.34653;31255.55824;32594.53102;33232.99729;34679.61884;36828.97424;39034.29305;41386.4215;40988.24079;44684.88741
SI;B1G;V;14863.77055;16464.2025;18555.79662;20566.06753;22419.0732;24239.15958;25568.70829;27649.6121;30729.58229;33204.32909;31725.23989;31693.47747;32265.71953;31475.16157;31508.78192;32531.99242;33591.72703;35029.56298;37369.98686;39961.37427;42386.1824;41568.7304;45880.02176
SI;B1GQ;Y;16170.42669;17859.2083;19459.54412;21889.05536;24245.715;26729.81498;28677.49946;30786.54429;33667.0218;36304.47885;35062.89961;36742.1021;36677.12236;36080.43123;35880.12289;37463.44624;38466.04061;40092.76016;42390.71101;44927.22153;47459.57949;46435.82177;50881.54088
SI;B1GQ;V;17226.5845;18853.12201;21147.70162;23548.61473;25613.28254;27628.18902;29113.56331;31470.34092;35073.4562;37925.69768;36254.92707;36363.90943;37058.56946;36253.27204;36454.33267;37634.29201;38852.64073;40443.21677;43011.33918;45876.34963;48533.11757;47020.64657;52208.06786
SI;D21X31;Y;2231.307318;2388.80758;2358.488701;2615.745907;3038.356456;3336.775793;3559.051128;3692.194572;4037.20437;4604.879888;4203.827372;4557.778254;4800.276298;4551.084702;4624.564652;4868.915219;5233.043324;5413.141321;5561.73677;5892.928478;6073.157994;5447.580983;6196.653465
SI;D21X31;V;2362.813957;2388.91951;2591.905006;2982.547206;3194.209343;3389.029442;3544.855024;3820.728815;4343.873911;4721.368583;4529.687178;4670.431961;4792.849933;4778.110466;4945.550758;5102.299587;5260.913702;5413.653787;5641.352323;5914.975365;6146.935166;5451.916162;6328.046099
SK;B1G;Y;23564.136;25544.455;29225.873;32025.375;34996.828;38552.07;43414.953;49008.989;56071.765;60090.631;58678.07;61998.586;63541.968;66065.661;67054.171;69181.388;72325.87;73639.22;74920.828;78844.663;82211.339;81689.999;85537.83
SK;B1G;V;25280.593;27967.037;30735.672;33385.179;36881.485;40910.969;44621.292;50466.113;56567.395;61813.488;57993.535;62331.297;64659.738;66940.498;67402.661;68941.835;72144.658;73235.73;75861.912;80517.348;84433.581;83748.107;87754.456
SK;B1GQ;Y;26660.012;28916.981;32691.25;35915.222;39382.28;43669.151;49233.602;54773.501;62466.511;66684.637;64848.555;68400.579;70601.97;72732.56;74115.265;76502.005;80299.901;81683.659;83652.824;88082.403;92139.26;91250.518;96229.53
SK;B1GQ;V;28583.546;31661.067;34365.528;37329.5;41479.498;46175.205;50485.664;56361.425;63163.352;68590.534;64095.519;68764.947;71785.846;73649.257;74492.793;76354.524;80126.048;81265.197;84669.877;89874.693;94437.483;93413.756;98522.981
SK;D21X31;Y;3095.876;3372.526;3465.377;3889.847;4385.452;5117.081;5818.649;5764.512;6394.746;6594.006;6170.485;6401.993;7060.002;6666.899;7061.094;7320.617;7974.031;8044.439;8731.996;9237.74;9927.921;9560.519;10691.7
SK;D21X31;V;3302.953;3694.03;3629.856;3944.321;4598.013;5264.236;5864.372;5895.312;6595.957;6777.046;6101.984;6433.65;7126.108;6708.759;7090.132;7412.689;7981.39;8029.467;8807.965;9357.345;10003.902;9665.649;10768.525
TR;B1G;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;855710.955;962308.739;1144156.379;1301697.302;1508387.651;1684401.899;1920967.312;2140657.097;2500947.51;2872149.953;3398039.123;3920569.153;5052018.417
TR;B1G;V;97991.018;153640.276;220718.383;319950.645;414242.214;510087.759;594883.276;696783.871;787510.233;893612.618;898263.064;1027561.054;1237146.314;1397219.904;1599039.31;1818621.907;2073020.639;2316930.424;2779809.362;3369599.02;3881873.251;4487669.647;6481191.958
TR;B1GQ;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;955986.323;1091180.541;1298444.192;1472202.471;1715680.686;1913499.431;2179927.817;2429065.104;2823604.153;3227085.059;3788227.861;4395381.772;5621369.551
TR;B1GQ;V;107374.258;171494.21;247266.207;362109.648;472171.775;582852.799;680275.847;795757.109;887714.414;1002756.496;1006372.482;1167664.479;1404927.615;1581479.251;1823427.315;2054897.828;2350941.343;2626559.71;3133704.267;3758773.727;4311732.766;5048220.067;7248788.983
TR;D21X31;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;100275.368;128871.801;154287.814;170505.17;207293.035;229097.532;258960.505;288408.007;322656.643;354935.105;390188.738;474812.619;569351.134
TR;D21X31;V;9383.24;17853.934;26547.824;42159.002;57929.561;72765.04;85392.571;98973.238;100204.181;109143.879;108109.417;140103.425;167781.301;184259.347;224388.005;236275.921;277920.704;309629.285;353894.906;389174.707;429859.515;560550.42;767597.025
XK;B1G;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3119.76;3134.7;3468.14;3747.99;4163.83;4304.24;4624.5;4832.44;5098.14;5301.16;5635.49;5492.58;6025.91
XK;B1G;V;ND;ND;ND;ND;ND;ND;ND;ND;ND;2945.6;2999.61;3319.77;3690.36;3910.91;4179.6;4359.1;4611.01;4847.19;5105.98;5379.78;5698.62;5590.53;6385.77
XK;B1GQ;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3715.71;3788.78;4285.74;4633.91;5053.47;5241.18;5640.16;5990.58;6328.61;6572.99;6988.88;6679.35;7499.25
XK;B1GQ;V;ND;ND;ND;ND;ND;ND;ND;ND;ND;3537.6;3610.44;4030.99;4555.89;4797.26;5071.32;5325.09;5674.41;6037.27;6356.46;6671.51;7056.16;6771.6;7957.88
XK;D21X31;Y;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;595.95;654.08;817.6;885.92;889.64;936.94;1015.66;1158.14;1230.47;1271.83;1353.39;1186.77;1473.34
XK;D21X31;V;ND;ND;ND;ND;ND;ND;ND;ND;ND;592;610.83;711.22;865.53;886.35;891.72;965.99;1063.4;1190.08;1250.48;1291.73;1357.54;1181.07;1572.11
